sepal.length	sepal.width	variety
10.3	4.8	Virginica
9.8	5.7	Virginica
6.1	5.6	Setosa
10.2	5.5	Virginica
10.4	7.7	Versicolor
11.0	3.3	Versicolor
8.8	6.2	Virginica
10.6	4.0	Virginica
7.5	4.5	Virginica
9.4	3.3	Virginica
7.8	3.6	Setosa
8.9	5.0	Versicolor
6.9	6.6	Versicolor
8.2	5.8	Virginica
8.1	2.9	Versicolor
8.0	4.0	Setosa
6.6	5.2	Setosa
8.1	5.8	Setosa
9.1	4.8	Setosa
10.1	2.8	Versicolor
8.2	7.5	Versicolor
7.0	6.5	Virginica
9.2	5.8	Virginica
9.4	4.0	Setosa
6.1	7.3	Virginica
8.1	6.5	Versicolor
7.3	5.2	Virginica
9.2	3.8	Virginica
9.4	3.8	Virginica
7.9	3.9	Versicolor
4.9	5.5	Virginica
10.1	4.9	Versicolor
8.8	4.5	Setosa
9.0	6.5	Virginica
6.7	4.1	Setosa
9.3	6.5	Virginica
9.2	4.0	Setosa
11.3	7.2	Virginica
7.1	5.5	Versicolor
7.3	7.3	Virginica
9.3	5.9	Setosa
7.7	8.1	Virginica
5.5	8.1	Setosa
7.6	3.0	Versicolor
7.5	4.9	Setosa
6.7	5.4	Virginica
7.3	4.5	Setosa
6.4	6.1	Virginica
4.4	7.0	Setosa
10.2	2.2	Versicolor
10.9	5.9	Versicolor
7.6	7.8	Setosa
8.4	4.1	Setosa
5.5	4.7	Setosa
9.3	4.3	Versicolor
8.7	4.3	Virginica
10.7	6.0	Virginica
8.2	7.2	Versicolor
10.8	3.4	Virginica
10.1	6.3	Versicolor
9.4	4.6	Setosa
9.3	5.5	Versicolor
7.0	5.5	Setosa
12.4	6.3	Virginica
6.4	7.5	Versicolor
6.0	7.5	Setosa
8.4	6.7	Virginica
7.9	3.9	Setosa
6.8	4.0	Setosa
10.7	3.5	Virginica
9.2	6.3	Versicolor
5.6	3.0	Versicolor
7.9	3.1	Virginica
6.4	4.2	Setosa
8.9	8.4	Setosa
9.4	5.4	Setosa
7.6	4.5	Virginica
4.6	7.9	Setosa
5.6	3.5	Versicolor
8.8	5.9	Virginica
10.0	3.9	Versicolor
7.6	5.5	Setosa
10.8	3.8	Versicolor
6.2	5.7	Setosa
9.7	6.4	Setosa
10.0	7.2	Versicolor
6.3	2.7	Versicolor
7.2	6.0	Virginica
6.1	3.6	Virginica
7.7	6.1	Versicolor
5.8	4.1	Versicolor
9.2	3.9	Versicolor
6.4	6.7	Setosa
4.9	5.9	Setosa
9.8	4.3	Versicolor
7.0	2.7	Versicolor
7.3	3.9	Setosa
11.2	3.7	Virginica
9.4	4.2	Virginica
8.2	6.6	Versicolor
7.3	6.0	Virginica
10.0	7.5	Setosa
8.8	7.0	Setosa
10.2	6.5	Virginica
7.6	6.7	Setosa
