petal.width	variety
1.7	Setosa
2.2	Versicolor
4.7	Setosa
5.3	Versicolor
5.0	Virginica
4.6	Setosa
3.7	Setosa
2.8	Virginica
4.3	Virginica
5.0	Setosa
3.4	Virginica
2.0	Versicolor
1.7	Versicolor
5.3	Virginica
0.8	Setosa
1.8	Versicolor
6.1	Virginica
2.2	Setosa
5.0	Virginica
3.5	Versicolor
2.0	Versicolor
4.5	Versicolor
4.0	Versicolor
6.6	Virginica
1.1	Setosa
3.2	Setosa
4.0	Versicolor
4.2	Setosa
4.7	Setosa
1.2	Versicolor
4.0	Versicolor
3.3	Virginica
5.3	Virginica
2.8	Setosa
5.5	Versicolor
5.8	Virginica
0.2	Setosa
5.4	Virginica
4.4	Virginica
1.6	Versicolor
2.8	Virginica
2.4	Virginica
4.8	Virginica
0.9	Setosa
5.4	Versicolor
1.4	Setosa
5.0	Virginica
1.8	Versicolor
6.8	Virginica
5.6	Virginica
6.8	Virginica
1.6	Setosa
2.7	Virginica
1.3	Setosa
6.1	Versicolor
4.2	Virginica
4.2	Setosa
0.2	Setosa
0.9	Setosa
3.0	Virginica
1.2	Setosa
4.4	Versicolor
2.2	Setosa
4.7	Versicolor
2.9	Setosa
3.5	Virginica
5.4	Versicolor
3.5	Virginica
3.6	Virginica
0.6	Setosa
2.8	Virginica
1.7	Setosa
6.4	Virginica
4.0	Virginica
5.4	Virginica
5.5	Versicolor
4.7	Versicolor
4.7	Setosa
5.1	Virginica
3.8	Virginica
3.8	Setosa
3.3	Versicolor
4.8	Virginica
6.3	Versicolor
1.8	Versicolor
2.0	Virginica
4.5	Versicolor
4.8	Versicolor
4.5	Versicolor
3.8	Setosa
2.1	Setosa
0.2	Setosa
4.1	Virginica
6.8	Virginica
1.5	Versicolor
1.1	Setosa
6.0	Virginica
1.8	Setosa
5.9	Virginica
5.8	Versicolor
1.8	Virginica
4.2	Setosa
2.6	Versicolor
2.2	Setosa
4.0	Versicolor
