sepal.width	petal.length	variety
4.7	1.5	Setosa
4.5	1.3	Setosa
5.6	3.9	Setosa
3.3	2.4	Setosa
4.4	4.3	Versicolor
6.2	8.1	Virginica
6.3	3.9	Setosa
6.1	8.0	Virginica
4.0	6.0	Virginica
3.3	8.5	Versicolor
5.6	4.4	Versicolor
3.5	8.8	Virginica
7.4	5.5	Setosa
7.2	9.4	Virginica
5.9	5.8	Versicolor
6.4	3.7	Setosa
4.8	5.3	Versicolor
6.3	5.7	Versicolor
3.1	8.1	Virginica
3.9	4.4	Setosa
3.2	1.9	Setosa
5.1	5.2	Versicolor
6.7	5.7	Virginica
3.2	8.1	Versicolor
6.8	7.6	Virginica
4.5	9.2	Virginica
4.6	5.9	Versicolor
6.6	4.1	Setosa
2.9	5.6	Versicolor
5.0	5.6	Setosa
6.5	10.6	Virginica
6.6	4.0	Setosa
2.8	8.2	Virginica
2.5	9.5	Virginica
5.3	9.6	Virginica
4.4	4.4	Setosa
4.5	4.6	Setosa
3.7	6.1	Virginica
4.1	2.9	Setosa
3.9	6.2	Versicolor
6.7	7.5	Virginica
5.8	2.8	Setosa
4.8	9.2	Versicolor
4.5	3.4	Setosa
5.5	9.0	Versicolor
6.7	2.8	Setosa
3.0	5.0	Versicolor
3.8	9.2	Virginica
6.4	5.5	Setosa
6.8	9.3	Virginica
5.9	5.7	Versicolor
6.9	6.6	Virginica
7.9	1.4	Setosa
4.2	5.8	Virginica
3.0	6.6	Versicolor
5.2	4.0	Setosa
3.8	5.0	Versicolor
6.4	1.9	Setosa
3.6	6.4	Versicolor
3.8	2.6	Setosa
5.2	9.8	Virginica
5.0	6.7	Virginica
5.0	1.2	Setosa
3.2	9.0	Virginica
4.9	6.2	Versicolor
3.9	3.2	Setosa
4.4	5.6	Versicolor
2.6	8.0	Versicolor
6.5	3.4	Setosa
5.5	7.1	Versicolor
6.5	5.6	Setosa
7.3	7.4	Virginica
6.5	8.8	Virginica
2.9	7.3	Versicolor
6.0	6.7	Versicolor
6.7	2.2	Setosa
3.8	7.1	Versicolor
6.7	7.1	Versicolor
7.4	5.0	Setosa
5.8	9.7	Virginica
4.0	6.5	Versicolor
6.5	7.0	Versicolor
6.0	6.2	Versicolor
4.5	9.0	Virginica
6.0	7.0	Virginica
7.3	6.0	Setosa
7.5	5.4	Setosa
4.1	6.6	Virginica
3.7	5.6	Setosa
5.5	3.9	Versicolor
4.0	6.9	Versicolor
7.0	9.4	Virginica
4.2	3.5	Setosa
4.3	8.6	Versicolor
6.1	4.5	Versicolor
3.9	9.8	Virginica
4.0	7.3	Virginica
7.6	8.6	Virginica
6.8	7.4	Versicolor
4.8	3.2	Setosa
2.3	5.0	Versicolor
6.5	7.1	Virginica
6.4	6.9	Virginica
3.5	2.3	Setosa
6.2	8.2	Versicolor
