petal.width	variety
1.8	Setosa
5.4	Virginica
4.7	Setosa
4.1	Setosa
3.5	Versicolor
4.5	Versicolor
2.7	Setosa
3.3	Virginica
1.3	Versicolor
5.5	Virginica
4.3	Setosa
2.4	Virginica
3.2	Versicolor
0.7	Setosa
1.2	Setosa
4.7	Setosa
3.3	Virginica
1.8	Virginica
3.7	Setosa
6.9	Virginica
4.4	Setosa
2.1	Versicolor
2.8	Versicolor
5.0	Setosa
2.6	Setosa
3.9	Virginica
3.1	Virginica
3.7	Setosa
4.9	Versicolor
3.0	Virginica
1.0	Versicolor
2.2	Versicolor
2.8	Versicolor
6.3	Virginica
2.1	Versicolor
3.8	Versicolor
3.3	Virginica
1.8	Versicolor
4.3	Setosa
4.8	Setosa
5.4	Virginica
3.0	Versicolor
4.0	Versicolor
5.7	Virginica
1.7	Setosa
2.9	Versicolor
4.2	Setosa
1.2	Setosa
4.7	Setosa
5.3	Versicolor
1.6	Versicolor
5.0	Virginica
4.7	Setosa
2.0	Virginica
1.7	Versicolor
5.5	Versicolor
1.0	Versicolor
1.2	Setosa
3.5	Versicolor
4.8	Virginica
3.8	Versicolor
5.2	Virginica
4.3	Virginica
3.6	Setosa
3.2	Setosa
1.7	Versicolor
5.6	Virginica
1.9	Setosa
3.1	Setosa
4.8	Virginica
3.2	Setosa
4.0	Versicolor
2.8	Virginica
4.7	Versicolor
2.4	Virginica
2.8	Virginica
3.9	Versicolor
2.3	Virginica
1.4	Setosa
1.2	Setosa
3.4	Setosa
1.5	Versicolor
2.0	Versicolor
5.1	Virginica
4.0	Virginica
2.5	Virginica
5.5	Versicolor
6.3	Virginica
1.7	Versicolor
3.5	Virginica
5.1	Virginica
2.2	Setosa
4.5	Versicolor
4.2	Setosa
0.6	Setosa
5.3	Virginica
2.4	Setosa
4.2	Setosa
2.5	Virginica
6.1	Versicolor
5.3	Virginica
3.4	Setosa
1.9	Virginica
3.6	Versicolor
4.2	Setosa
