petal.length	variety
4.7	Setosa
2.2	Setosa
5.9	Virginica
6.8	Versicolor
2.5	Setosa
8.6	Virginica
5.5	Setosa
3.5	Setosa
3.9	Setosa
7.1	Virginica
6.7	Versicolor
5.4	Versicolor
6.6	Virginica
2.7	Setosa
4.8	Virginica
5.1	Virginica
9.6	Virginica
8.5	Virginica
10.7	Virginica
8.6	Virginica
8.0	Versicolor
6.3	Versicolor
7.7	Versicolor
5.6	Versicolor
5.9	Versicolor
8.3	Virginica
8.3	Versicolor
2.6	Setosa
4.7	Setosa
1.7	Setosa
6.9	Versicolor
9.6	Virginica
7.3	Versicolor
6.5	Versicolor
8.6	Virginica
2.4	Setosa
6.2	Versicolor
4.6	Versicolor
6.0	Virginica
4.5	Setosa
2.8	Setosa
7.2	Virginica
3.4	Setosa
3.6	Setosa
5.0	Versicolor
7.0	Virginica
9.3	Virginica
3.9	Setosa
8.6	Versicolor
8.0	Virginica
2.4	Setosa
8.0	Versicolor
2.5	Setosa
8.9	Versicolor
7.7	Versicolor
7.7	Virginica
7.0	Versicolor
8.5	Versicolor
5.5	Versicolor
4.0	Setosa
2.9	Setosa
2.5	Setosa
5.1	Virginica
6.3	Versicolor
6.5	Versicolor
4.9	Setosa
7.4	Virginica
6.5	Versicolor
6.0	Setosa
8.1	Versicolor
6.9	Virginica
6.1	Virginica
9.2	Virginica
9.0	Versicolor
9.1	Virginica
7.2	Versicolor
5.6	Virginica
1.6	Setosa
6.5	Versicolor
7.3	Versicolor
8.7	Versicolor
4.8	Setosa
2.1	Setosa
6.6	Versicolor
8.5	Virginica
6.0	Versicolor
6.5	Virginica
5.6	Setosa
6.4	Virginica
7.4	Versicolor
1.9	Setosa
2.1	Setosa
8.0	Versicolor
8.4	Versicolor
6.1	Virginica
4.4	Setosa
5.6	Setosa
2.8	Setosa
1.3	Setosa
6.9	Virginica
7.1	Virginica
5.9	Setosa
5.7	Setosa
8.2	Virginica
9.2	Versicolor
