sepal.length	sepal.width	petal.length	petal.width	variety
6.5	6.9	5.5	5.1	Versicolor
9.8	7.3	8.1	4.0	Virginica
6.1	6.4	6.1	2.3	Versicolor
6.4	5.2	7.5	4.5	Versicolor
11.6	6.0	10.4	2.6	Virginica
7.5	6.2	6.0	5.0	Versicolor
9.9	5.7	8.2	4.3	Virginica
5.8	6.5	5.4	4.1	Setosa
10.1	3.5	8.4	4.4	Versicolor
6.9	5.0	5.8	3.7	Setosa
7.5	3.1	4.4	3.7	Versicolor
8.4	7.9	2.2	4.7	Setosa
6.3	3.0	8.0	5.4	Virginica
6.8	4.0	2.9	4.3	Setosa
5.0	4.5	4.1	2.1	Setosa
10.2	6.8	7.3	4.8	Virginica
9.6	6.8	3.6	3.7	Setosa
8.6	7.4	9.2	2.9	Versicolor
8.6	7.2	8.7	1.8	Versicolor
9.4	7.5	8.2	2.0	Versicolor
4.4	3.4	4.4	4.2	Setosa
8.7	5.2	4.5	2.5	Versicolor
7.7	3.5	6.8	4.8	Virginica
6.2	3.2	2.3	4.2	Setosa
6.6	4.5	5.0	2.1	Versicolor
6.1	4.3	7.9	3.5	Virginica
8.2	4.9	4.5	2.4	Setosa
7.9	4.0	7.1	5.3	Virginica
7.7	6.6	4.5	3.0	Versicolor
6.6	5.3	4.5	1.8	Versicolor
7.7	2.9	8.3	2.8	Versicolor
10.0	4.5	7.3	4.7	Virginica
9.3	5.2	6.1	5.5	Versicolor
10.1	3.5	4.6	5.9	Versicolor
6.0	6.8	4.8	3.0	Versicolor
8.8	2.6	4.0	5.7	Versicolor
8.9	3.7	8.8	2.8	Virginica
7.1	4.0	7.0	6.0	Versicolor
8.3	5.7	6.1	3.9	Virginica
5.6	5.5	6.6	5.8	Versicolor
9.3	4.9	4.1	4.2	Setosa
6.9	7.1	6.6	6.8	Virginica
7.2	7.1	6.2	4.0	Versicolor
8.4	6.9	4.7	4.4	Setosa
8.5	6.0	6.0	3.0	Versicolor
6.0	2.3	1.8	1.8	Setosa
8.4	7.4	2.5	3.9	Setosa
7.7	4.3	5.7	4.0	Virginica
6.1	6.4	1.5	4.7	Setosa
6.7	4.6	7.4	3.9	Versicolor
9.2	6.1	9.4	4.8	Virginica
4.6	4.7	5.4	1.7	Setosa
9.5	6.2	6.1	5.5	Virginica
8.8	3.7	6.9	4.2	Versicolor
6.9	3.2	5.8	6.3	Versicolor
9.6	5.0	5.4	5.6	Versicolor
6.9	5.7	5.5	0.7	Setosa
8.2	5.3	6.5	2.3	Versicolor
11.4	3.8	8.4	4.5	Virginica
10.6	3.0	8.4	2.8	Virginica
7.9	3.7	7.3	3.4	Virginica
7.2	6.8	5.1	2.8	Versicolor
10.0	5.4	6.2	1.5	Versicolor
7.5	3.0	9.3	6.3	Virginica
7.1	7.3	7.7	2.7	Versicolor
9.5	6.4	1.6	0.9	Setosa
8.3	6.4	3.9	4.7	Setosa
9.2	4.4	8.2	5.8	Versicolor
9.0	7.7	4.4	1.7	Setosa
11.0	4.2	8.7	3.4	Versicolor
6.5	5.2	1.2	4.7	Setosa
7.9	3.9	1.8	0.4	Setosa
9.6	5.3	2.0	4.8	Setosa
6.5	5.8	8.5	4.8	Versicolor
6.2	3.8	5.7	0.3	Setosa
8.7	2.7	7.4	3.4	Versicolor
9.8	6.3	8.2	4.6	Versicolor
9.3	6.3	6.3	4.9	Versicolor
11.0	6.8	7.1	5.0	Versicolor
8.5	2.4	4.3	3.1	Versicolor
7.3	3.0	9.4	4.5	Versicolor
7.6	5.4	9.1	5.3	Versicolor
11.2	3.5	8.6	2.8	Virginica
10.9	3.6	7.4	4.1	Virginica
7.2	3.4	9.4	4.8	Virginica
9.2	5.6	6.0	0.6	Setosa
8.8	6.2	8.1	2.9	Virginica
6.6	5.4	4.9	0.3	Setosa
5.6	5.3	5.9	2.9	Setosa
10.2	5.6	5.6	3.4	Virginica
7.8	7.0	3.6	4.1	Setosa
8.3	3.3	8.6	5.9	Virginica
10.3	7.2	7.4	2.3	Virginica
7.4	4.5	6.5	6.0	Versicolor
5.9	6.1	3.5	3.1	Setosa
11.4	6.3	9.1	1.9	Virginica
7.3	7.8	7.0	4.5	Virginica
9.0	7.0	3.3	1.3	Setosa
6.4	7.1	4.9	0.6	Setosa
7.6	7.2	6.0	4.9	Setosa
9.8	5.2	5.9	6.3	Virginica
7.9	3.8	10.1	4.2	Virginica
7.3	5.2	1.5	1.7	Setosa
10.8	3.5	8.5	4.1	Virginica
10.3	8.5	2.7	4.7	Setosa
