sepal.length	variety
8.1	Setosa
7.3	Versicolor
6.7	Versicolor
5.8	Virginica
5.5	Setosa
7.9	Setosa
8.9	Versicolor
9.5	Setosa
7.5	Setosa
6.7	Versicolor
7.9	Virginica
10.9	Virginica
8.2	Virginica
7.7	Versicolor
9.3	Virginica
9.7	Virginica
8.9	Versicolor
6.1	Versicolor
8.0	Versicolor
11.0	Virginica
5.5	Setosa
10.6	Versicolor
10.8	Virginica
8.9	Virginica
6.7	Versicolor
10.7	Virginica
9.6	Versicolor
10.1	Virginica
6.4	Versicolor
10.6	Virginica
8.6	Setosa
5.1	Setosa
11.4	Virginica
10.0	Versicolor
7.5	Virginica
6.6	Setosa
8.0	Setosa
7.4	Virginica
8.9	Setosa
6.3	Virginica
7.9	Setosa
7.7	Virginica
6.5	Versicolor
7.0	Virginica
6.7	Setosa
6.8	Setosa
6.1	Virginica
10.2	Virginica
8.0	Virginica
6.4	Virginica
6.6	Setosa
9.1	Versicolor
7.3	Setosa
9.3	Virginica
6.4	Setosa
7.9	Virginica
7.2	Setosa
5.6	Setosa
6.5	Setosa
6.9	Setosa
6.8	Versicolor
10.2	Versicolor
10.9	Versicolor
9.6	Versicolor
8.5	Setosa
7.5	Virginica
8.3	Versicolor
7.1	Setosa
8.3	Setosa
9.2	Setosa
7.2	Versicolor
6.3	Setosa
11.7	Virginica
10.9	Virginica
7.9	Setosa
6.8	Setosa
6.5	Setosa
9.7	Virginica
10.8	Virginica
8.5	Versicolor
10.2	Virginica
9.0	Setosa
6.2	Setosa
10.7	Virginica
7.1	Versicolor
10.7	Virginica
10.0	Versicolor
10.0	Versicolor
8.1	Virginica
10.3	Virginica
6.2	Virginica
5.8	Virginica
7.5	Setosa
9.0	Versicolor
7.8	Virginica
8.6	Setosa
10.6	Versicolor
8.4	Versicolor
7.4	Setosa
9.7	Virginica
11.3	Virginica
9.2	Setosa
8.4	Setosa
7.2	Virginica
7.8	Setosa
