sepal.length	variety
7.2	Virginica
5.4	Versicolor
10.8	Versicolor
9.3	Virginica
9.0	Virginica
6.2	Virginica
7.0	Versicolor
8.6	Setosa
7.6	Versicolor
8.3	Setosa
9.3	Setosa
7.8	Virginica
6.3	Versicolor
8.8	Versicolor
5.1	Setosa
5.9	Setosa
9.6	Versicolor
7.6	Versicolor
10.5	Versicolor
10.9	Virginica
8.7	Setosa
5.3	Setosa
7.2	Virginica
11.6	Virginica
9.4	Setosa
5.6	Setosa
9.8	Virginica
6.4	Versicolor
6.5	Setosa
5.8	Versicolor
10.7	Versicolor
9.5	Versicolor
10.2	Versicolor
8.7	Virginica
7.8	Virginica
5.8	Virginica
6.1	Setosa
6.8	Virginica
8.0	Setosa
5.0	Setosa
8.1	Setosa
4.9	Setosa
5.0	Setosa
10.8	Versicolor
7.1	Virginica
8.5	Versicolor
8.2	Virginica
8.1	Versicolor
5.5	Versicolor
9.4	Setosa
6.4	Setosa
7.5	Virginica
10.2	Virginica
6.6	Versicolor
7.5	Virginica
9.9	Virginica
9.0	Setosa
6.9	Versicolor
8.0	Setosa
5.7	Versicolor
5.5	Setosa
6.0	Setosa
10.7	Versicolor
9.0	Versicolor
4.6	Setosa
8.0	Virginica
6.2	Versicolor
8.2	Setosa
11.2	Virginica
7.6	Versicolor
8.9	Virginica
6.1	Versicolor
9.5	Versicolor
10.0	Virginica
6.9	Virginica
10.1	Virginica
5.5	Setosa
6.3	Setosa
10.3	Virginica
10.7	Virginica
6.7	Versicolor
11.2	Virginica
11.8	Virginica
8.9	Virginica
9.1	Versicolor
8.8	Virginica
6.1	Versicolor
7.2	Versicolor
8.4	Virginica
10.7	Virginica
9.3	Setosa
5.1	Setosa
7.2	Virginica
7.3	Virginica
7.9	Setosa
10.9	Virginica
7.7	Setosa
8.9	Versicolor
8.0	Versicolor
10.4	Virginica
7.9	Setosa
11.2	Virginica
10.7	Virginica
10.4	Versicolor
4.4	Setosa
