sepal.length	sepal.width	variety
8.2	4.0	Versicolor
8.3	4.3	Virginica
6.3	6.2	Virginica
6.3	5.7	Versicolor
10.7	7.1	Virginica
7.3	3.8	Versicolor
7.8	5.1	Versicolor
11.2	3.3	Virginica
9.0	4.4	Versicolor
7.7	6.3	Virginica
7.0	3.3	Versicolor
8.0	4.8	Setosa
9.0	5.0	Virginica
9.9	4.4	Setosa
8.1	7.5	Versicolor
9.7	6.1	Virginica
7.7	7.4	Versicolor
7.4	4.9	Setosa
9.8	2.8	Versicolor
6.5	6.0	Setosa
5.9	5.7	Versicolor
10.9	2.9	Versicolor
6.6	4.5	Versicolor
9.8	3.3	Virginica
6.1	7.5	Versicolor
5.9	3.7	Setosa
7.4	5.7	Virginica
5.6	7.2	Versicolor
5.7	6.2	Setosa
7.6	6.5	Versicolor
6.0	7.4	Setosa
9.6	4.4	Setosa
9.2	7.2	Versicolor
5.7	6.5	Virginica
10.2	4.5	Versicolor
9.9	6.3	Virginica
10.4	3.0	Virginica
8.8	5.0	Virginica
10.9	4.8	Virginica
8.7	6.3	Virginica
8.8	6.8	Virginica
9.6	7.4	Versicolor
10.2	2.9	Versicolor
11.8	3.9	Virginica
9.7	4.5	Virginica
7.9	4.1	Virginica
10.7	5.8	Virginica
7.5	5.2	Virginica
7.0	7.5	Setosa
6.8	7.4	Virginica
5.0	8.0	Setosa
6.3	5.5	Versicolor
7.6	7.5	Setosa
6.1	6.2	Setosa
10.8	3.0	Virginica
5.1	7.2	Setosa
7.8	3.9	Setosa
6.2	6.8	Setosa
10.9	6.7	Virginica
5.6	4.8	Setosa
6.1	4.8	Virginica
9.5	6.4	Versicolor
10.4	7.0	Versicolor
11.4	4.1	Virginica
6.0	5.5	Setosa
6.1	6.3	Setosa
8.4	3.2	Virginica
7.2	4.7	Virginica
6.0	4.0	Virginica
5.0	6.1	Setosa
6.8	2.8	Versicolor
9.4	4.8	Virginica
9.3	4.7	Setosa
8.3	6.7	Virginica
5.4	2.5	Virginica
8.2	3.6	Versicolor
10.5	4.0	Virginica
11.3	5.2	Virginica
8.4	5.9	Versicolor
9.1	5.9	Versicolor
6.4	3.2	Versicolor
6.0	3.7	Versicolor
6.0	8.2	Setosa
6.1	7.1	Setosa
7.0	4.5	Versicolor
7.2	4.8	Versicolor
8.8	3.4	Virginica
8.0	4.5	Virginica
10.0	2.7	Versicolor
7.0	7.7	Setosa
11.7	6.6	Virginica
11.2	7.5	Virginica
10.7	7.9	Virginica
8.6	3.5	Virginica
5.7	6.4	Setosa
6.1	7.0	Setosa
8.6	4.6	Virginica
7.9	7.0	Versicolor
7.4	6.4	Setosa
7.0	3.8	Setosa
6.4	6.1	Virginica
8.1	6.8	Versicolor
7.5	6.5	Versicolor
10.0	5.9	Versicolor
8.4	3.0	Setosa
