petal.length	variety
8.4	Virginica
10.8	Virginica
6.2	Versicolor
5.9	Versicolor
9.2	Versicolor
3.4	Setosa
1.4	Setosa
1.6	Setosa
8.9	Virginica
4.4	Versicolor
3.3	Setosa
6.7	Virginica
9.5	Virginica
3.5	Setosa
1.7	Setosa
5.9	Setosa
5.4	Versicolor
4.6	Setosa
5.6	Setosa
7.4	Versicolor
6.1	Virginica
8.0	Virginica
2.1	Setosa
5.5	Versicolor
1.0	Setosa
5.0	Versicolor
4.8	Setosa
9.2	Virginica
8.8	Virginica
9.0	Versicolor
3.1	Setosa
7.9	Virginica
4.9	Setosa
9.0	Versicolor
5.2	Setosa
5.5	Versicolor
5.5	Versicolor
7.1	Virginica
9.5	Virginica
8.6	Virginica
8.0	Versicolor
6.4	Virginica
4.2	Versicolor
3.4	Setosa
1.3	Setosa
5.3	Virginica
4.1	Versicolor
10.3	Virginica
8.8	Virginica
1.6	Setosa
5.8	Setosa
5.1	Versicolor
4.2	Versicolor
2.3	Setosa
8.6	Virginica
6.0	Setosa
9.0	Virginica
5.6	Setosa
5.8	Versicolor
4.9	Versicolor
3.9	Setosa
4.9	Setosa
7.3	Versicolor
10.7	Virginica
6.9	Virginica
9.5	Versicolor
8.8	Virginica
3.5	Setosa
6.4	Virginica
8.4	Versicolor
2.3	Setosa
7.9	Versicolor
5.4	Setosa
6.1	Virginica
6.1	Versicolor
5.1	Versicolor
2.9	Setosa
6.8	Versicolor
5.4	Setosa
8.2	Versicolor
3.7	Setosa
5.5	Versicolor
5.1	Versicolor
4.0	Versicolor
3.0	Setosa
8.1	Virginica
8.4	Versicolor
8.1	Versicolor
4.0	Setosa
5.0	Versicolor
5.5	Versicolor
8.5	Versicolor
6.6	Virginica
9.6	Virginica
4.7	Versicolor
3.4	Setosa
2.0	Setosa
5.0	Versicolor
4.7	Setosa
3.8	Setosa
4.5	Versicolor
5.5	Setosa
9.6	Virginica
8.7	Virginica
5.6	Virginica
