sepal.width	petal.length	petal.width	variety
6.6	4.6	1.2	Setosa
7.1	9.4	2.5	Versicolor
5.3	1.8	2.3	Setosa
7.0	7.9	4.1	Virginica
5.4	5.9	2.8	Virginica
3.9	7.1	5.9	Virginica
7.0	3.7	0.7	Setosa
6.8	6.2	5.6	Versicolor
2.7	7.7	4.3	Versicolor
4.5	8.0	5.8	Virginica
3.2	8.8	5.3	Versicolor
4.1	9.1	2.4	Virginica
5.2	6.5	2.0	Versicolor
7.0	8.4	2.0	Versicolor
5.8	7.2	4.6	Virginica
4.1	11.4	2.3	Virginica
5.5	7.3	5.1	Virginica
6.9	6.8	1.8	Versicolor
3.4	7.0	4.0	Versicolor
3.0	8.6	6.3	Virginica
5.5	7.5	5.2	Versicolor
5.4	10.1	2.8	Virginica
5.8	8.9	5.5	Virginica
6.5	4.6	0.1	Setosa
2.6	6.9	3.7	Versicolor
6.7	1.7	0.7	Setosa
4.8	3.4	4.9	Setosa
3.4	6.8	1.1	Versicolor
4.3	4.8	1.4	Versicolor
6.9	6.1	3.7	Setosa
6.0	1.3	1.2	Setosa
2.2	5.0	2.5	Versicolor
3.2	6.1	3.5	Virginica
6.1	7.0	3.2	Versicolor
3.9	3.4	4.3	Setosa
7.6	7.5	4.8	Virginica
6.9	2.1	1.9	Setosa
3.9	7.6	2.3	Versicolor
6.3	9.4	2.0	Virginica
7.0	4.1	4.7	Setosa
4.9	4.3	2.5	Versicolor
3.6	2.9	1.7	Setosa
5.2	5.5	2.2	Setosa
6.3	5.6	3.5	Virginica
7.8	6.5	5.0	Virginica
4.5	9.1	3.4	Versicolor
5.0	9.7	6.8	Virginica
7.5	7.5	4.5	Versicolor
3.2	7.8	4.8	Virginica
3.5	8.5	5.5	Versicolor
6.0	6.7	4.2	Versicolor
8.1	7.6	2.5	Virginica
7.5	6.9	4.4	Versicolor
3.7	7.4	4.8	Virginica
4.3	8.8	3.8	Virginica
3.9	4.3	1.9	Setosa
4.8	3.7	1.3	Setosa
6.3	7.6	3.3	Versicolor
4.5	8.6	2.1	Virginica
4.0	6.1	4.8	Virginica
4.6	6.1	5.4	Virginica
4.3	6.7	5.7	Virginica
5.5	1.4	3.7	Setosa
4.6	4.4	1.9	Versicolor
4.2	2.9	4.2	Setosa
6.7	7.1	4.9	Virginica
5.8	5.1	6.0	Versicolor
5.7	7.8	3.9	Virginica
4.1	3.5	1.0	Versicolor
4.3	7.1	2.9	Virginica
7.0	2.9	1.1	Setosa
4.3	9.1	3.4	Virginica
4.4	6.3	3.3	Versicolor
7.5	3.3	1.2	Setosa
7.4	7.8	2.8	Virginica
6.7	9.5	4.8	Virginica
3.7	6.5	4.5	Versicolor
5.4	5.9	0.7	Setosa
3.2	6.4	4.3	Virginica
4.4	5.7	1.4	Setosa
6.9	8.7	2.4	Versicolor
5.7	8.7	4.8	Virginica
5.6	6.0	2.6	Setosa
5.8	8.0	4.3	Versicolor
5.0	6.2	3.0	Versicolor
6.9	3.5	1.4	Setosa
3.1	6.0	1.1	Setosa
7.2	7.1	2.0	Versicolor
5.0	6.1	5.3	Versicolor
6.5	4.4	4.8	Setosa
5.1	9.6	5.8	Virginica
6.3	4.1	3.7	Setosa
5.3	4.5	4.3	Versicolor
7.5	4.4	3.8	Setosa
6.8	7.8	2.0	Versicolor
3.0	7.8	5.2	Virginica
4.5	5.9	0.2	Setosa
6.7	7.7	1.4	Versicolor
5.3	7.7	6.5	Virginica
7.6	5.9	3.1	Setosa
6.5	4.0	1.5	Versicolor
5.3	7.9	5.3	Versicolor
3.4	6.7	1.8	Versicolor
4.2	2.0	0.2	Setosa
4.0	9.0	5.2	Virginica
