sepal.length	variety
8.0	Virginica
11.2	Virginica
9.8	Versicolor
7.3	Versicolor
8.1	Versicolor
6.3	Setosa
9.9	Virginica
8.5	Versicolor
9.3	Virginica
8.0	Setosa
8.5	Versicolor
7.9	Versicolor
11.4	Virginica
11.7	Virginica
9.3	Setosa
10.2	Virginica
6.9	Versicolor
7.2	Virginica
7.2	Virginica
9.4	Virginica
7.8	Versicolor
11.2	Versicolor
6.3	Virginica
10.3	Setosa
9.7	Setosa
9.4	Virginica
9.2	Versicolor
8.8	Virginica
7.0	Setosa
5.9	Setosa
9.4	Virginica
9.4	Versicolor
10.2	Virginica
6.8	Versicolor
8.1	Setosa
5.3	Setosa
6.4	Versicolor
6.9	Virginica
10.2	Setosa
11.1	Virginica
8.3	Setosa
6.5	Setosa
6.2	Versicolor
8.0	Versicolor
9.2	Virginica
10.2	Virginica
9.5	Versicolor
8.7	Virginica
6.9	Virginica
7.2	Virginica
5.0	Setosa
7.7	Versicolor
7.9	Virginica
8.1	Versicolor
9.1	Virginica
5.9	Setosa
8.5	Versicolor
8.8	Virginica
6.6	Setosa
6.5	Setosa
7.0	Virginica
7.4	Versicolor
7.6	Versicolor
8.0	Setosa
7.1	Versicolor
7.2	Virginica
7.1	Versicolor
5.1	Versicolor
9.1	Versicolor
11.7	Virginica
7.6	Setosa
8.3	Versicolor
7.2	Virginica
9.5	Versicolor
4.6	Setosa
5.7	Setosa
10.1	Versicolor
8.0	Setosa
9.1	Setosa
8.6	Setosa
5.7	Setosa
9.5	Setosa
8.9	Setosa
8.5	Versicolor
11.2	Virginica
6.4	Setosa
5.1	Setosa
5.5	Setosa
9.5	Versicolor
6.0	Virginica
6.5	Setosa
8.2	Versicolor
6.9	Setosa
5.4	Setosa
8.3	Virginica
8.2	Versicolor
10.8	Virginica
10.5	Virginica
7.8	Virginica
10.2	Virginica
4.9	Setosa
9.1	Virginica
5.5	Versicolor
6.3	Setosa
6.9	Setosa
