petal.length	petal.width	variety
8.6	6.5	Virginica
2.5	2.7	Setosa
6.5	2.6	Versicolor
2.5	2.2	Setosa
7.0	4.0	Virginica
7.2	5.2	Virginica
2.0	4.1	Setosa
3.0	3.8	Setosa
3.4	2.2	Setosa
6.5	2.3	Virginica
6.0	3.8	Versicolor
3.9	4.2	Setosa
5.4	2.8	Versicolor
5.6	4.5	Versicolor
3.1	1.2	Setosa
8.5	2.7	Versicolor
6.3	5.4	Versicolor
2.5	1.2	Setosa
5.3	5.3	Virginica
2.4	4.8	Setosa
5.9	2.7	Setosa
9.1	3.1	Versicolor
7.9	3.7	Versicolor
5.5	2.3	Versicolor
8.6	3.9	Versicolor
1.6	0.2	Setosa
4.3	2.8	Setosa
7.6	6.2	Virginica
7.1	4.9	Virginica
4.8	2.8	Setosa
8.6	3.9	Virginica
9.7	3.8	Virginica
5.7	5.9	Versicolor
8.2	3.8	Versicolor
7.3	4.5	Versicolor
5.5	0.9	Setosa
9.0	3.0	Virginica
8.5	4.0	Versicolor
7.5	4.5	Versicolor
7.4	5.4	Versicolor
5.2	6.5	Virginica
7.9	3.2	Versicolor
7.4	4.4	Versicolor
8.5	5.2	Versicolor
8.9	5.8	Virginica
4.7	1.0	Versicolor
9.1	5.9	Virginica
3.9	2.6	Versicolor
6.3	4.3	Virginica
7.0	5.0	Versicolor
5.6	1.2	Setosa
9.5	5.5	Virginica
2.4	2.3	Setosa
2.6	4.6	Setosa
7.2	2.0	Versicolor
8.1	5.5	Virginica
6.9	6.1	Virginica
7.1	4.8	Virginica
3.4	1.1	Setosa
5.3	2.0	Versicolor
5.3	6.3	Virginica
3.4	4.3	Setosa
4.2	3.8	Versicolor
5.9	2.6	Setosa
5.0	2.2	Virginica
7.0	5.8	Virginica
8.6	2.1	Virginica
5.0	2.1	Versicolor
3.4	0.4	Setosa
4.5	1.4	Setosa
10.1	2.5	Virginica
8.1	1.8	Virginica
1.2	4.2	Setosa
4.7	1.6	Versicolor
4.8	4.9	Setosa
6.0	3.4	Setosa
8.1	2.3	Versicolor
10.9	2.5	Virginica
1.9	4.7	Setosa
8.0	3.5	Versicolor
6.6	2.3	Versicolor
4.0	4.7	Setosa
4.0	3.6	Setosa
2.2	4.8	Setosa
7.8	2.7	Virginica
7.4	4.6	Virginica
9.3	4.6	Virginica
8.9	2.8	Virginica
5.8	4.7	Setosa
6.0	2.2	Setosa
8.3	1.8	Virginica
6.7	6.5	Virginica
2.0	1.7	Setosa
6.4	6.0	Versicolor
5.4	2.5	Virginica
3.4	1.2	Setosa
3.8	4.2	Setosa
6.7	5.3	Virginica
6.4	5.3	Virginica
2.6	2.2	Setosa
5.0	4.5	Versicolor
4.9	1.7	Setosa
4.5	4.5	Versicolor
8.4	3.3	Virginica
4.4	0.7	Setosa
