petal.width	variety
2.6	Virginica
5.9	Virginica
1.7	Setosa
2.8	Setosa
2.3	Virginica
5.0	Versicolor
3.1	Versicolor
5.0	Virginica
2.3	Setosa
3.2	Setosa
5.1	Versicolor
3.2	Virginica
6.6	Virginica
4.2	Setosa
3.2	Versicolor
3.0	Versicolor
3.2	Setosa
2.2	Setosa
4.0	Versicolor
2.2	Setosa
6.6	Virginica
4.2	Setosa
4.5	Virginica
5.8	Virginica
5.5	Versicolor
4.2	Versicolor
3.3	Versicolor
3.8	Versicolor
2.3	Virginica
5.8	Virginica
3.7	Setosa
3.0	Virginica
0.8	Setosa
5.6	Versicolor
2.6	Versicolor
3.5	Versicolor
2.5	Virginica
2.5	Versicolor
5.0	Virginica
5.3	Versicolor
1.7	Setosa
2.4	Virginica
4.4	Virginica
4.8	Virginica
3.3	Virginica
2.7	Setosa
5.9	Versicolor
3.5	Versicolor
6.3	Virginica
4.9	Setosa
3.7	Versicolor
1.7	Setosa
1.7	Setosa
2.4	Versicolor
4.9	Versicolor
2.2	Setosa
1.2	Versicolor
2.0	Versicolor
1.9	Versicolor
6.0	Virginica
6.0	Virginica
3.8	Versicolor
1.7	Setosa
2.0	Versicolor
5.5	Versicolor
5.8	Versicolor
2.2	Setosa
1.7	Setosa
1.3	Setosa
0.9	Setosa
0.1	Setosa
6.2	Virginica
4.8	Versicolor
5.8	Virginica
5.6	Virginica
4.3	Versicolor
1.2	Setosa
6.6	Virginica
2.7	Setosa
1.2	Setosa
3.2	Setosa
1.4	Virginica
6.0	Virginica
5.2	Virginica
6.2	Versicolor
2.5	Versicolor
0.9	Setosa
3.5	Versicolor
5.7	Versicolor
4.4	Versicolor
4.2	Setosa
4.6	Setosa
2.5	Versicolor
2.8	Versicolor
4.4	Virginica
3.2	Setosa
3.3	Virginica
5.5	Versicolor
4.8	Setosa
0.1	Setosa
1.1	Setosa
6.5	Virginica
6.6	Virginica
1.4	Setosa
1.0	Setosa
