sepal.width	petal.length	petal.width	variety
3.4	5.8	1.1	Versicolor
6.3	8.2	2.1	Virginica
5.0	9.0	4.8	Virginica
2.9	6.3	2.3	Versicolor
3.0	9.0	5.2	Virginica
4.4	4.9	3.7	Setosa
7.1	5.9	5.4	Versicolor
3.5	4.4	5.9	Versicolor
5.0	5.2	2.5	Virginica
3.7	6.9	1.4	Versicolor
3.0	8.1	3.3	Versicolor
5.6	7.0	2.2	Versicolor
3.8	6.5	3.8	Versicolor
6.4	8.7	2.4	Versicolor
3.4	2.4	0.3	Setosa
7.3	10.7	6.7	Virginica
4.9	5.2	1.7	Setosa
3.3	8.6	4.5	Virginica
7.3	2.9	4.9	Setosa
5.9	7.3	2.5	Versicolor
5.6	6.9	2.6	Virginica
4.9	2.0	1.7	Setosa
6.8	6.1	2.2	Setosa
7.4	5.6	1.8	Versicolor
3.8	7.9	1.8	Versicolor
3.2	5.8	4.2	Setosa
6.7	6.5	2.0	Virginica
4.3	6.5	1.3	Versicolor
6.0	3.6	2.6	Setosa
4.0	7.0	3.0	Versicolor
5.8	8.7	2.7	Versicolor
6.2	6.7	4.8	Versicolor
6.6	6.0	0.2	Setosa
4.0	5.7	2.8	Virginica
7.2	6.9	3.8	Virginica
5.7	8.8	5.8	Versicolor
3.9	4.7	5.0	Versicolor
4.8	7.6	4.4	Virginica
5.0	9.0	3.1	Virginica
7.2	8.5	1.5	Versicolor
4.1	2.0	4.1	Setosa
5.0	1.5	4.7	Setosa
6.9	1.7	4.4	Setosa
5.4	2.5	4.9	Setosa
3.4	5.8	2.8	Versicolor
4.8	5.8	2.8	Setosa
2.6	5.4	1.2	Versicolor
5.4	8.0	2.1	Versicolor
3.0	7.9	2.8	Virginica
3.6	1.4	4.1	Setosa
3.5	7.0	5.0	Versicolor
7.1	5.6	3.9	Virginica
3.8	3.7	3.0	Setosa
7.0	6.5	4.0	Virginica
6.5	8.4	5.0	Versicolor
5.1	7.5	6.3	Virginica
7.4	7.3	3.3	Virginica
7.4	5.3	4.4	Setosa
6.2	7.2	5.9	Versicolor
3.8	4.5	1.8	Versicolor
7.5	4.7	1.5	Versicolor
3.2	7.6	3.0	Virginica
3.3	5.7	4.6	Versicolor
6.5	3.9	4.6	Setosa
4.0	5.0	2.7	Versicolor
6.0	5.8	4.2	Virginica
8.0	4.7	0.2	Setosa
5.6	4.7	4.0	Versicolor
6.9	7.0	6.0	Versicolor
4.5	7.4	1.1	Versicolor
3.0	5.5	3.0	Versicolor
4.2	6.1	1.9	Virginica
7.7	1.3	2.2	Setosa
6.6	5.5	4.5	Versicolor
4.7	7.8	5.4	Virginica
6.6	8.1	4.4	Virginica
6.4	3.6	2.4	Setosa
4.5	9.8	5.8	Virginica
3.7	9.1	4.6	Versicolor
4.5	5.3	4.2	Setosa
3.3	1.4	4.7	Setosa
7.2	6.0	2.4	Setosa
7.8	7.7	6.5	Virginica
6.1	9.6	5.0	Virginica
8.0	4.9	0.8	Setosa
5.9	6.0	2.2	Setosa
6.5	9.0	6.4	Virginica
6.6	6.9	2.8	Virginica
4.7	5.0	4.0	Versicolor
7.0	1.6	1.7	Setosa
7.9	6.4	0.2	Setosa
5.7	7.9	2.2	Versicolor
5.7	2.4	2.2	Setosa
3.3	4.1	1.8	Versicolor
5.7	5.0	4.7	Setosa
7.0	3.1	4.1	Setosa
4.5	7.4	5.6	Virginica
4.9	9.4	6.3	Virginica
4.6	5.9	2.5	Versicolor
4.7	8.2	3.8	Virginica
3.9	4.7	5.3	Versicolor
4.1	6.6	6.3	Virginica
8.1	3.0	2.7	Setosa
5.8	4.3	3.0	Versicolor
7.3	4.8	2.8	Virginica
