sepal.width	petal.length	variety
3.7	8.4	Virginica
3.0	7.6	Versicolor
4.9	1.5	Setosa
4.7	7.1	Versicolor
4.2	3.1	Setosa
7.5	1.4	Setosa
5.7	3.8	Setosa
5.8	4.0	Versicolor
4.9	7.0	Versicolor
7.8	3.7	Setosa
7.4	3.7	Setosa
3.4	6.6	Versicolor
7.0	5.1	Setosa
3.3	5.8	Setosa
6.6	6.0	Setosa
4.4	4.4	Setosa
5.6	7.0	Versicolor
8.4	3.8	Setosa
6.3	7.1	Versicolor
6.7	4.4	Setosa
5.4	5.3	Versicolor
4.2	8.6	Versicolor
4.6	7.0	Versicolor
4.3	9.7	Virginica
4.5	7.0	Versicolor
7.4	4.5	Versicolor
6.0	6.7	Virginica
5.7	8.3	Versicolor
2.6	8.6	Virginica
3.0	6.5	Versicolor
5.8	8.3	Versicolor
5.3	7.2	Virginica
5.3	3.1	Setosa
3.9	5.0	Setosa
2.9	9.2	Versicolor
3.4	4.8	Versicolor
7.0	7.4	Virginica
3.8	8.9	Versicolor
7.4	4.5	Setosa
4.2	5.1	Virginica
3.0	7.0	Versicolor
6.6	5.9	Versicolor
2.8	8.6	Virginica
7.2	8.2	Versicolor
3.7	5.0	Setosa
5.5	6.6	Virginica
4.2	6.5	Versicolor
6.0	7.0	Versicolor
4.5	7.9	Versicolor
6.4	7.1	Virginica
4.6	3.5	Setosa
4.1	1.5	Setosa
5.2	6.3	Virginica
3.0	6.5	Virginica
4.6	8.5	Virginica
5.0	9.4	Versicolor
3.8	7.3	Versicolor
7.3	6.6	Versicolor
5.8	8.8	Virginica
7.3	7.0	Virginica
7.3	10.1	Virginica
5.5	8.1	Versicolor
7.0	9.1	Virginica
6.6	6.1	Virginica
4.8	4.4	Setosa
6.2	2.0	Setosa
6.8	8.4	Virginica
7.1	3.5	Setosa
3.9	7.8	Virginica
4.5	10.3	Virginica
4.2	7.1	Virginica
4.3	6.2	Virginica
3.6	4.5	Setosa
4.0	8.3	Virginica
3.8	5.0	Versicolor
7.3	8.5	Versicolor
6.5	2.9	Setosa
3.7	5.7	Setosa
4.9	7.1	Versicolor
4.6	6.4	Versicolor
7.2	3.9	Versicolor
5.7	5.5	Setosa
5.5	4.2	Versicolor
4.5	3.4	Setosa
5.5	6.7	Virginica
5.1	5.9	Setosa
5.9	3.2	Setosa
3.8	3.0	Setosa
7.0	8.0	Virginica
3.1	3.6	Setosa
5.0	5.5	Virginica
7.7	7.1	Virginica
4.8	8.4	Virginica
5.8	2.2	Setosa
3.7	6.0	Virginica
5.7	7.8	Virginica
8.3	10.2	Virginica
5.0	3.3	Setosa
7.0	6.4	Versicolor
7.5	5.5	Virginica
4.5	5.8	Virginica
7.6	1.4	Setosa
3.0	5.4	Setosa
7.5	2.6	Setosa
5.1	8.4	Virginica
