sepal.width	variety
4.3	Virginica
4.9	Versicolor
3.5	Virginica
4.5	Virginica
4.7	Setosa
2.4	Versicolor
5.0	Versicolor
7.5	Virginica
4.0	Versicolor
6.2	Virginica
5.4	Versicolor
2.2	Virginica
6.1	Setosa
7.5	Setosa
7.0	Setosa
5.6	Versicolor
5.2	Setosa
3.1	Virginica
7.7	Virginica
6.7	Versicolor
2.8	Virginica
5.3	Versicolor
7.8	Setosa
6.9	Virginica
4.8	Versicolor
8.3	Setosa
4.4	Setosa
3.8	Versicolor
7.4	Versicolor
8.9	Setosa
7.0	Versicolor
3.6	Setosa
8.5	Setosa
4.5	Virginica
6.8	Versicolor
4.5	Setosa
7.9	Setosa
5.1	Virginica
6.4	Versicolor
3.3	Virginica
4.5	Virginica
5.7	Versicolor
7.2	Setosa
5.2	Versicolor
3.7	Versicolor
6.6	Virginica
3.0	Virginica
4.5	Virginica
6.0	Versicolor
7.5	Versicolor
5.4	Setosa
6.6	Virginica
6.4	Versicolor
4.4	Setosa
5.2	Versicolor
5.0	Virginica
4.5	Virginica
5.8	Versicolor
6.6	Setosa
7.2	Virginica
4.3	Virginica
4.8	Versicolor
6.7	Setosa
3.7	Versicolor
8.1	Setosa
4.4	Versicolor
7.2	Virginica
6.5	Virginica
4.2	Virginica
4.3	Virginica
5.0	Virginica
4.5	Versicolor
6.2	Setosa
3.0	Versicolor
3.5	Setosa
6.6	Versicolor
5.5	Versicolor
7.2	Versicolor
8.1	Setosa
4.8	Virginica
6.1	Versicolor
6.8	Versicolor
3.9	Setosa
4.7	Setosa
5.8	Versicolor
6.7	Setosa
4.4	Setosa
6.7	Versicolor
5.0	Virginica
5.8	Setosa
7.1	Virginica
3.3	Virginica
5.8	Setosa
2.7	Versicolor
5.3	Setosa
6.8	Virginica
5.5	Versicolor
3.5	Setosa
4.5	Setosa
4.4	Versicolor
7.1	Setosa
3.0	Virginica
6.9	Setosa
3.0	Virginica
7.9	Virginica
