sepal.length	sepal.width	petal.length	variety
9.6	6.3	6.0	Versicolor
7.5	3.9	2.1	Setosa
9.2	5.5	5.7	Virginica
11.1	5.0	7.4	Virginica
4.9	6.6	6.0	Setosa
8.4	7.2	6.3	Virginica
11.1	6.9	4.6	Versicolor
9.1	6.2	2.9	Setosa
6.3	7.9	4.9	Setosa
9.8	6.8	8.2	Versicolor
7.4	5.8	6.1	Virginica
9.2	5.4	7.7	Versicolor
7.9	3.9	2.2	Setosa
6.4	3.7	1.5	Setosa
9.6	4.5	6.4	Virginica
10.2	3.5	6.6	Virginica
7.2	5.8	5.5	Versicolor
9.6	3.5	6.6	Virginica
10.5	4.7	9.5	Virginica
9.2	4.0	6.7	Versicolor
8.4	6.7	7.5	Versicolor
5.6	7.9	2.0	Setosa
9.0	5.0	6.5	Versicolor
9.0	4.3	5.3	Setosa
5.1	7.1	2.0	Setosa
7.0	6.4	7.7	Versicolor
8.1	6.2	5.5	Setosa
8.9	7.0	5.2	Versicolor
10.4	7.8	7.9	Virginica
6.7	5.9	5.4	Setosa
7.9	7.3	9.1	Virginica
7.5	4.7	6.1	Virginica
10.8	7.4	9.1	Virginica
6.5	2.9	5.0	Versicolor
6.1	3.9	7.2	Versicolor
10.2	4.6	7.1	Virginica
7.8	7.5	4.6	Setosa
7.8	3.5	8.4	Versicolor
7.5	4.5	6.1	Setosa
10.2	6.6	7.7	Versicolor
7.5	2.7	6.0	Versicolor
10.9	4.6	6.0	Virginica
5.0	6.0	4.0	Versicolor
8.5	3.5	5.8	Virginica
8.9	4.2	6.8	Versicolor
6.9	4.7	7.2	Virginica
11.4	7.6	8.4	Virginica
8.4	4.6	6.9	Versicolor
7.6	7.5	5.6	Versicolor
9.9	3.9	4.3	Versicolor
5.4	4.1	4.9	Setosa
6.3	6.5	5.7	Setosa
9.3	7.3	9.6	Virginica
10.7	2.8	9.3	Virginica
7.5	6.5	5.5	Virginica
5.8	4.6	4.0	Versicolor
6.6	5.4	5.1	Versicolor
9.0	5.1	6.9	Versicolor
7.1	5.5	7.9	Versicolor
6.2	3.9	5.9	Virginica
6.3	7.5	4.4	Setosa
5.2	4.2	2.6	Setosa
4.8	4.5	1.9	Setosa
9.5	3.8	8.0	Versicolor
9.3	3.2	5.4	Versicolor
6.6	5.3	4.1	Setosa
7.8	6.7	5.6	Virginica
8.3	5.0	8.5	Virginica
6.2	4.3	2.2	Setosa
8.8	7.3	9.5	Virginica
4.9	4.0	2.8	Setosa
6.7	2.7	5.0	Versicolor
8.9	6.7	7.3	Virginica
9.9	6.4	5.2	Setosa
8.5	7.3	5.1	Versicolor
8.3	6.1	3.1	Setosa
10.3	6.8	5.6	Virginica
9.4	6.4	3.3	Versicolor
9.6	7.8	3.2	Setosa
7.0	5.2	3.4	Setosa
6.6	6.0	5.4	Versicolor
6.0	7.5	1.3	Setosa
10.3	7.9	5.6	Virginica
8.9	6.5	6.5	Versicolor
10.3	6.5	6.5	Virginica
5.1	6.0	3.4	Setosa
7.6	6.3	2.0	Setosa
6.0	5.1	4.4	Setosa
8.7	7.3	7.2	Virginica
10.9	4.8	7.1	Virginica
7.3	5.7	8.1	Virginica
9.4	3.4	5.5	Setosa
8.1	7.0	1.4	Setosa
7.1	5.8	3.4	Setosa
9.6	7.3	8.2	Versicolor
5.4	6.9	3.8	Setosa
7.0	3.5	4.8	Setosa
8.7	5.5	6.0	Setosa
9.5	6.7	1.2	Setosa
11.3	6.8	4.8	Versicolor
8.2	5.1	4.4	Versicolor
5.5	3.3	6.3	Versicolor
7.6	5.1	6.1	Virginica
5.6	5.9	1.9	Setosa
6.7	4.3	9.2	Virginica
