petal.length	petal.width	variety
5.9	0.6	Setosa
4.5	2.5	Versicolor
9.1	4.8	Virginica
7.9	3.5	Versicolor
3.4	1.8	Setosa
8.6	4.5	Versicolor
8.0	2.0	Versicolor
6.0	4.6	Versicolor
3.9	0.9	Setosa
5.0	4.7	Setosa
6.0	1.9	Setosa
6.2	5.2	Versicolor
5.5	4.0	Versicolor
4.6	0.7	Setosa
7.9	4.3	Virginica
7.6	4.9	Virginica
5.1	2.4	Versicolor
3.6	4.7	Setosa
8.1	2.8	Virginica
9.6	3.0	Virginica
1.7	4.8	Setosa
7.5	3.5	Versicolor
1.6	2.1	Setosa
2.2	2.7	Setosa
5.7	1.6	Versicolor
9.7	3.5	Virginica
9.9	5.8	Virginica
3.6	0.2	Setosa
9.6	6.1	Versicolor
4.7	4.2	Setosa
5.5	3.8	Versicolor
5.3	1.3	Versicolor
8.3	3.3	Versicolor
6.9	1.8	Virginica
7.2	1.8	Versicolor
5.4	2.2	Setosa
5.8	3.9	Setosa
6.5	3.7	Versicolor
10.1	6.4	Virginica
9.1	1.9	Virginica
4.8	3.7	Setosa
4.0	1.4	Setosa
2.2	1.4	Setosa
10.0	2.8	Virginica
5.5	2.6	Setosa
10.8	2.3	Virginica
8.4	3.6	Virginica
7.2	5.2	Versicolor
5.6	4.5	Versicolor
6.1	6.9	Virginica
4.9	4.7	Setosa
1.5	2.6	Setosa
10.1	3.6	Virginica
8.5	1.3	Versicolor
3.8	1.1	Versicolor
1.5	0.3	Setosa
3.4	4.7	Setosa
5.1	4.7	Setosa
4.1	1.3	Versicolor
8.4	1.2	Versicolor
5.0	0.2	Setosa
6.9	5.6	Versicolor
9.0	5.5	Virginica
5.8	2.1	Virginica
2.3	2.7	Setosa
5.3	2.4	Versicolor
8.5	4.6	Virginica
5.8	3.2	Virginica
3.9	1.2	Setosa
4.8	3.3	Virginica
1.5	4.7	Setosa
7.2	5.8	Versicolor
6.9	4.3	Versicolor
4.5	3.8	Versicolor
1.1	1.1	Setosa
5.0	3.5	Versicolor
8.9	6.0	Virginica
5.7	2.2	Setosa
8.2	3.3	Virginica
6.3	2.0	Versicolor
8.8	4.8	Virginica
8.2	6.0	Virginica
8.6	2.1	Virginica
5.4	0.7	Setosa
7.1	5.0	Virginica
5.0	4.0	Versicolor
8.6	5.8	Versicolor
7.2	2.3	Virginica
5.5	6.3	Virginica
7.2	4.0	Versicolor
4.5	5.3	Versicolor
6.6	5.5	Virginica
5.9	5.5	Versicolor
7.8	3.8	Versicolor
9.6	3.4	Virginica
8.0	6.2	Versicolor
4.4	5.9	Versicolor
8.1	5.3	Versicolor
7.5	5.2	Virginica
10.1	4.4	Virginica
3.5	2.7	Setosa
5.5	0.7	Setosa
4.4	1.7	Setosa
6.8	2.8	Virginica
6.0	2.2	Setosa
