sepal.length	variety
10.3	Versicolor
6.4	Setosa
7.3	Virginica
6.8	Setosa
7.8	Virginica
6.6	Virginica
8.6	Setosa
8.8	Versicolor
5.0	Setosa
7.2	Virginica
9.9	Setosa
10.2	Setosa
8.9	Setosa
5.5	Versicolor
7.1	Setosa
11.7	Virginica
8.3	Setosa
7.3	Setosa
6.4	Versicolor
10.1	Versicolor
7.0	Versicolor
7.4	Setosa
12.1	Virginica
4.4	Setosa
8.6	Setosa
11.7	Virginica
6.2	Versicolor
7.1	Setosa
4.9	Setosa
10.7	Versicolor
8.8	Virginica
10.5	Versicolor
8.6	Virginica
10.2	Virginica
8.9	Virginica
10.4	Versicolor
8.1	Versicolor
7.3	Virginica
7.5	Setosa
7.6	Versicolor
7.7	Versicolor
10.3	Virginica
9.8	Versicolor
10.7	Virginica
8.2	Virginica
10.9	Virginica
5.7	Versicolor
6.7	Virginica
11.6	Virginica
7.4	Setosa
7.7	Setosa
7.6	Setosa
6.0	Versicolor
10.2	Virginica
9.0	Setosa
7.5	Setosa
9.4	Setosa
7.5	Setosa
10.2	Virginica
6.6	Virginica
8.3	Setosa
8.6	Setosa
7.4	Versicolor
9.1	Versicolor
8.8	Virginica
9.4	Versicolor
5.6	Setosa
6.2	Versicolor
9.4	Virginica
12.2	Virginica
7.5	Versicolor
11.0	Virginica
6.9	Versicolor
9.9	Virginica
9.2	Virginica
6.5	Virginica
10.7	Virginica
5.5	Versicolor
9.1	Setosa
6.6	Versicolor
6.6	Versicolor
7.5	Virginica
8.6	Setosa
8.6	Versicolor
8.3	Versicolor
10.0	Versicolor
6.5	Versicolor
10.0	Versicolor
9.7	Versicolor
6.6	Versicolor
5.2	Setosa
7.5	Virginica
7.1	Setosa
10.9	Virginica
6.9	Virginica
9.4	Versicolor
7.8	Versicolor
8.9	Virginica
8.2	Versicolor
8.8	Virginica
6.0	Setosa
6.9	Virginica
8.5	Versicolor
10.7	Versicolor
9.9	Virginica
