petal.length	variety
2.9	Setosa
5.2	Setosa
7.5	Versicolor
7.3	Virginica
4.5	Setosa
9.6	Virginica
10.6	Virginica
4.9	Versicolor
2.4	Setosa
5.4	Versicolor
10.5	Virginica
9.1	Versicolor
7.6	Virginica
7.0	Virginica
7.4	Virginica
2.9	Setosa
8.0	Virginica
8.5	Versicolor
9.0	Versicolor
9.6	Virginica
4.1	Setosa
5.7	Versicolor
9.2	Virginica
6.9	Versicolor
9.1	Virginica
6.0	Setosa
7.5	Versicolor
3.5	Setosa
5.1	Setosa
8.9	Versicolor
4.5	Versicolor
1.6	Setosa
5.7	Versicolor
2.5	Setosa
6.9	Virginica
5.1	Versicolor
6.8	Versicolor
5.8	Virginica
4.5	Setosa
5.8	Virginica
5.2	Virginica
6.9	Versicolor
4.7	Versicolor
5.2	Versicolor
4.7	Versicolor
2.4	Setosa
4.8	Setosa
4.9	Virginica
10.3	Virginica
7.5	Versicolor
8.1	Versicolor
9.0	Virginica
1.5	Setosa
5.0	Versicolor
10.9	Virginica
1.4	Setosa
7.1	Versicolor
7.4	Versicolor
3.3	Versicolor
7.3	Versicolor
6.9	Virginica
10.6	Virginica
7.5	Virginica
3.1	Setosa
10.0	Virginica
5.3	Setosa
6.0	Versicolor
3.4	Setosa
8.3	Versicolor
1.7	Setosa
3.8	Setosa
6.2	Setosa
7.0	Versicolor
1.5	Setosa
6.1	Virginica
9.2	Virginica
7.8	Virginica
5.4	Versicolor
6.7	Virginica
6.4	Virginica
4.3	Setosa
5.0	Versicolor
1.5	Setosa
5.8	Versicolor
6.0	Versicolor
6.1	Virginica
5.6	Setosa
4.4	Setosa
3.7	Setosa
2.2	Setosa
7.0	Virginica
7.4	Versicolor
7.1	Virginica
6.3	Virginica
5.4	Virginica
5.3	Versicolor
3.9	Setosa
5.1	Virginica
4.4	Setosa
1.5	Setosa
4.5	Versicolor
5.9	Setosa
5.2	Versicolor
6.0	Setosa
4.8	Setosa
