petal.length	petal.width	variety
2.1	0.2	Setosa
6.5	2.3	Versicolor
6.9	4.8	Virginica
5.9	3.2	Setosa
6.6	3.7	Virginica
3.6	3.7	Setosa
7.5	4.8	Versicolor
9.0	3.0	Versicolor
7.9	5.1	Virginica
8.9	2.8	Virginica
9.1	1.5	Versicolor
6.7	2.6	Virginica
8.4	3.2	Versicolor
1.3	1.7	Setosa
3.0	3.9	Setosa
4.4	0.7	Setosa
9.0	2.8	Virginica
7.9	1.5	Versicolor
4.3	1.8	Versicolor
9.9	4.0	Virginica
5.1	4.7	Setosa
5.0	5.5	Virginica
1.9	1.7	Setosa
4.3	0.7	Setosa
5.2	4.1	Versicolor
8.4	2.5	Virginica
8.2	4.9	Versicolor
8.3	5.4	Virginica
5.6	2.9	Virginica
9.6	6.4	Virginica
6.1	1.5	Versicolor
6.5	2.5	Versicolor
7.5	4.8	Versicolor
2.4	3.6	Setosa
3.5	2.7	Setosa
4.4	2.7	Setosa
8.2	5.5	Virginica
1.3	2.8	Setosa
8.5	6.2	Virginica
3.6	4.6	Setosa
7.1	4.4	Virginica
7.6	3.8	Virginica
8.3	5.3	Versicolor
3.4	2.2	Setosa
9.5	5.3	Virginica
4.1	2.8	Versicolor
3.5	2.2	Setosa
6.2	3.8	Versicolor
9.1	5.1	Virginica
2.6	4.7	Setosa
4.9	3.2	Setosa
8.1	2.9	Virginica
2.0	3.2	Setosa
6.6	3.3	Virginica
5.6	4.3	Virginica
4.4	3.6	Versicolor
6.6	1.3	Versicolor
5.3	6.3	Virginica
5.0	1.5	Virginica
9.1	3.1	Versicolor
1.4	3.3	Setosa
5.2	4.2	Setosa
8.6	3.5	Virginica
3.0	2.6	Setosa
8.4	4.3	Virginica
5.0	4.5	Versicolor
5.8	4.8	Setosa
2.0	4.3	Setosa
10.2	3.5	Virginica
2.1	3.6	Setosa
6.4	3.9	Versicolor
3.7	2.7	Setosa
4.0	1.1	Setosa
6.0	3.4	Virginica
7.2	4.3	Virginica
5.7	1.4	Versicolor
7.3	3.8	Virginica
5.7	1.2	Versicolor
5.8	4.8	Versicolor
4.0	2.0	Versicolor
5.8	3.1	Versicolor
4.0	1.2	Setosa
2.8	4.2	Setosa
4.8	1.5	Versicolor
4.5	3.6	Versicolor
5.4	2.1	Setosa
1.7	4.8	Setosa
8.6	5.3	Versicolor
7.9	2.9	Versicolor
5.8	5.7	Virginica
10.1	2.9	Virginica
4.6	5.3	Versicolor
6.6	4.0	Virginica
6.3	1.4	Versicolor
6.7	4.3	Versicolor
2.9	1.7	Setosa
5.8	1.8	Virginica
1.9	0.2	Setosa
6.0	4.7	Versicolor
1.6	1.7	Setosa
5.0	3.2	Setosa
7.2	5.8	Virginica
3.3	2.9	Setosa
3.4	1.3	Setosa
1.5	1.2	Setosa
