sepal.length	sepal.width	petal.length	petal.width	variety
5.8	5.2	5.9	3.7	Versicolor
7.8	3.5	4.6	3.6	Setosa
9.1	3.4	6.7	5.9	Versicolor
5.4	7.0	7.0	2.7	Virginica
8.0	6.9	8.2	5.0	Versicolor
8.4	7.6	5.4	2.0	Versicolor
6.3	5.3	9.2	6.1	Versicolor
6.4	5.2	5.8	2.7	Setosa
10.8	5.4	5.6	4.3	Virginica
8.6	3.8	5.6	2.2	Setosa
7.4	3.6	5.4	4.1	Virginica
9.7	5.4	2.9	3.2	Setosa
4.8	7.5	2.4	4.6	Setosa
7.1	5.5	2.9	3.7	Setosa
7.2	6.3	8.5	2.8	Versicolor
6.8	5.7	4.0	2.7	Setosa
5.1	6.8	6.4	3.9	Setosa
6.6	4.8	5.5	5.8	Versicolor
7.1	7.1	4.5	1.7	Setosa
9.2	6.3	8.8	6.3	Virginica
4.8	3.4	1.6	4.7	Setosa
8.4	7.0	8.6	2.3	Virginica
5.2	3.7	7.9	5.4	Versicolor
7.5	7.1	7.4	3.2	Versicolor
6.6	4.8	6.0	3.8	Setosa
7.1	4.5	5.4	5.9	Versicolor
6.5	4.0	7.2	3.0	Virginica
11.7	6.6	6.9	2.3	Virginica
9.4	5.0	6.2	4.5	Versicolor
11.3	2.8	6.3	3.4	Versicolor
8.7	3.8	4.7	1.8	Setosa
9.3	5.1	4.6	4.7	Setosa
7.4	7.6	2.5	4.2	Setosa
5.5	7.5	4.3	4.3	Setosa
8.2	6.0	7.1	5.8	Virginica
5.0	4.3	5.3	1.5	Versicolor
7.1	6.5	4.4	2.1	Versicolor
6.9	5.0	4.3	2.2	Setosa
10.7	6.0	5.8	4.8	Virginica
8.6	3.8	1.7	2.5	Setosa
8.6	3.5	6.4	1.8	Virginica
10.3	3.7	7.6	2.9	Virginica
8.0	6.4	7.0	3.0	Versicolor
10.3	6.3	6.0	2.5	Virginica
9.2	7.4	5.7	3.3	Versicolor
5.7	5.6	6.0	4.6	Setosa
9.6	6.0	8.1	2.8	Versicolor
9.3	6.4	9.8	6.3	Virginica
7.0	4.5	7.5	3.8	Versicolor
6.5	4.9	5.1	0.9	Setosa
6.4	4.7	7.8	6.8	Virginica
5.9	3.4	4.7	4.2	Setosa
7.9	4.2	6.3	4.9	Virginica
9.0	5.0	4.8	3.8	Virginica
9.5	6.2	2.4	2.2	Setosa
9.4	5.4	2.3	2.4	Setosa
8.0	5.5	5.8	4.2	Setosa
9.5	2.4	4.3	2.6	Versicolor
8.2	5.1	3.5	5.0	Versicolor
8.3	3.2	8.6	5.4	Virginica
8.4	5.2	4.5	5.0	Versicolor
11.7	5.3	6.7	5.7	Virginica
9.3	4.6	6.5	5.7	Versicolor
6.3	3.8	7.6	6.0	Virginica
6.0	4.5	1.6	3.7	Setosa
10.5	4.7	6.7	1.9	Versicolor
9.5	5.0	8.5	2.8	Virginica
8.2	5.3	8.7	2.0	Virginica
9.7	4.1	6.1	3.0	Virginica
7.9	5.3	10.1	4.2	Virginica
9.0	4.1	1.9	3.2	Setosa
5.6	3.0	5.0	3.0	Versicolor
8.2	4.1	6.9	2.4	Versicolor
6.1	5.0	3.9	0.3	Setosa
8.4	5.4	7.3	3.8	Versicolor
8.6	6.8	5.4	6.0	Virginica
6.2	6.2	7.5	3.5	Versicolor
5.9	7.5	1.9	1.2	Setosa
8.6	7.6	1.5	3.2	Setosa
6.1	7.1	10.1	3.9	Virginica
9.0	4.3	7.1	5.5	Versicolor
7.2	4.5	8.7	5.7	Versicolor
6.4	5.2	6.3	5.3	Versicolor
8.1	4.7	4.7	1.3	Versicolor
8.8	6.5	2.4	2.3	Setosa
11.2	4.8	8.7	4.5	Virginica
7.9	5.1	4.4	3.1	Setosa
9.2	2.5	7.0	4.5	Virginica
7.7	3.0	9.7	6.8	Virginica
7.2	5.0	2.0	3.7	Setosa
9.4	7.8	9.4	3.0	Virginica
10.1	7.0	8.6	3.6	Virginica
9.0	6.7	4.0	1.0	Versicolor
6.4	5.1	5.5	0.1	Setosa
5.5	7.3	4.4	0.7	Setosa
8.5	4.2	1.2	0.7	Setosa
10.3	6.5	7.5	4.4	Virginica
5.2	7.7	4.8	0.7	Setosa
9.1	5.2	3.5	2.4	Setosa
9.4	4.7	1.5	2.2	Setosa
6.0	5.5	3.5	2.0	Versicolor
10.2	7.8	7.2	5.6	Virginica
6.2	5.8	4.1	4.8	Versicolor
10.5	4.7	7.5	4.0	Virginica
9.3	5.3	9.6	3.9	Virginica
