sepal.length	variety
8.5	Setosa
6.4	Virginica
8.6	Setosa
6.3	Setosa
9.9	Virginica
6.3	Versicolor
9.1	Virginica
6.9	Setosa
11.2	Virginica
5.0	Setosa
11.4	Virginica
7.2	Versicolor
9.0	Virginica
8.0	Virginica
7.1	Setosa
5.3	Setosa
9.5	Versicolor
6.3	Virginica
5.2	Setosa
9.9	Virginica
9.6	Versicolor
7.7	Virginica
6.8	Virginica
7.6	Setosa
11.5	Versicolor
9.9	Setosa
8.4	Setosa
7.1	Setosa
9.1	Setosa
7.9	Setosa
8.1	Versicolor
5.9	Setosa
9.0	Setosa
5.7	Versicolor
7.3	Versicolor
7.8	Setosa
5.8	Virginica
8.8	Virginica
9.2	Setosa
11.1	Virginica
6.7	Versicolor
5.8	Setosa
6.3	Versicolor
7.2	Versicolor
5.7	Setosa
6.2	Versicolor
7.8	Virginica
9.8	Virginica
6.0	Setosa
6.5	Setosa
8.0	Virginica
8.6	Versicolor
7.1	Virginica
8.8	Virginica
10.6	Virginica
10.3	Versicolor
8.0	Setosa
8.9	Setosa
6.0	Versicolor
10.2	Versicolor
4.7	Setosa
8.7	Virginica
7.3	Setosa
9.8	Virginica
9.3	Versicolor
5.5	Setosa
9.7	Virginica
8.0	Versicolor
5.9	Versicolor
9.3	Virginica
6.5	Versicolor
10.1	Versicolor
8.4	Virginica
8.5	Virginica
4.4	Setosa
6.7	Setosa
12.2	Virginica
8.7	Versicolor
6.1	Versicolor
6.1	Setosa
9.2	Versicolor
10.3	Setosa
11.2	Versicolor
5.6	Setosa
7.8	Setosa
9.4	Virginica
6.9	Versicolor
7.7	Virginica
7.9	Virginica
9.7	Versicolor
7.5	Versicolor
9.0	Setosa
6.0	Setosa
6.4	Setosa
9.1	Setosa
7.7	Virginica
10.0	Setosa
10.7	Virginica
11.2	Virginica
6.0	Versicolor
8.2	Setosa
9.5	Versicolor
8.7	Virginica
10.6	Versicolor
9.0	Versicolor
