sepal.length	variety
6.3	Versicolor
9.1	Versicolor
4.6	Setosa
9.7	Versicolor
8.5	Versicolor
6.1	Setosa
7.5	Versicolor
7.6	Virginica
8.0	Setosa
8.1	Virginica
11.2	Virginica
6.0	Versicolor
8.8	Setosa
8.7	Setosa
7.8	Versicolor
8.4	Versicolor
10.2	Virginica
10.8	Virginica
9.8	Virginica
8.8	Setosa
11.2	Virginica
4.9	Versicolor
9.2	Virginica
6.1	Versicolor
7.0	Versicolor
7.6	Setosa
6.9	Versicolor
7.5	Virginica
9.3	Virginica
6.1	Setosa
8.0	Virginica
6.0	Versicolor
7.2	Virginica
11.7	Virginica
7.7	Versicolor
7.7	Virginica
6.5	Versicolor
8.3	Virginica
8.3	Virginica
10.7	Virginica
9.6	Versicolor
9.0	Versicolor
8.9	Versicolor
9.0	Versicolor
7.9	Virginica
7.7	Virginica
6.6	Versicolor
9.6	Versicolor
9.2	Virginica
6.9	Setosa
5.6	Versicolor
7.7	Setosa
9.9	Versicolor
8.8	Virginica
6.1	Setosa
4.8	Setosa
9.4	Setosa
9.4	Versicolor
10.1	Versicolor
7.1	Virginica
7.9	Versicolor
5.8	Setosa
9.8	Virginica
5.9	Setosa
9.5	Setosa
9.4	Setosa
7.6	Versicolor
7.6	Setosa
9.4	Setosa
6.7	Virginica
8.3	Virginica
9.8	Versicolor
9.6	Virginica
5.3	Setosa
9.1	Setosa
7.0	Setosa
9.5	Setosa
9.5	Virginica
10.4	Virginica
6.8	Setosa
7.7	Setosa
9.8	Versicolor
6.7	Versicolor
5.7	Setosa
9.2	Versicolor
9.7	Versicolor
9.3	Virginica
9.8	Versicolor
7.1	Setosa
7.4	Setosa
7.6	Setosa
11.4	Virginica
6.1	Setosa
7.9	Virginica
6.2	Versicolor
6.0	Versicolor
7.9	Virginica
6.5	Virginica
7.6	Versicolor
6.3	Setosa
9.4	Virginica
7.5	Virginica
7.5	Setosa
6.1	Versicolor
8.7	Setosa
