sepal.length	variety
4.8	Setosa
6.4	Versicolor
7.6	Setosa
10.8	Versicolor
6.5	Setosa
7.2	Versicolor
5.5	Setosa
12.1	Virginica
11.2	Virginica
8.4	Virginica
5.8	Versicolor
10.6	Versicolor
9.8	Virginica
7.4	Versicolor
6.4	Virginica
9.7	Virginica
9.8	Virginica
10.7	Virginica
10.3	Virginica
8.4	Virginica
4.3	Setosa
7.3	Virginica
9.4	Setosa
10.2	Virginica
7.2	Virginica
9.3	Virginica
8.8	Virginica
8.5	Versicolor
10.1	Virginica
9.1	Setosa
9.2	Virginica
9.3	Setosa
7.4	Virginica
10.1	Versicolor
10.5	Virginica
8.6	Versicolor
7.0	Setosa
6.9	Virginica
6.9	Setosa
10.4	Virginica
5.6	Versicolor
8.4	Virginica
9.6	Versicolor
5.5	Versicolor
7.9	Virginica
6.9	Versicolor
10.7	Virginica
10.7	Virginica
9.6	Versicolor
9.6	Setosa
8.1	Setosa
7.7	Virginica
5.6	Versicolor
4.6	Setosa
8.5	Virginica
10.5	Versicolor
8.6	Virginica
7.9	Versicolor
10.7	Virginica
8.5	Setosa
9.9	Setosa
10.3	Virginica
8.6	Versicolor
9.6	Virginica
11.4	Virginica
8.0	Versicolor
9.5	Versicolor
5.7	Setosa
6.2	Setosa
6.0	Setosa
7.9	Versicolor
6.1	Versicolor
10.2	Versicolor
7.7	Versicolor
7.2	Versicolor
10.0	Versicolor
5.2	Setosa
5.4	Setosa
10.0	Virginica
7.7	Setosa
7.9	Setosa
9.0	Versicolor
6.2	Setosa
9.8	Virginica
10.7	Virginica
8.4	Setosa
8.5	Setosa
8.3	Versicolor
9.8	Setosa
9.0	Versicolor
5.0	Setosa
8.5	Virginica
7.8	Setosa
8.1	Setosa
7.3	Virginica
10.2	Virginica
7.3	Virginica
9.7	Virginica
4.6	Setosa
5.7	Setosa
7.3	Setosa
6.8	Setosa
6.7	Versicolor
8.9	Setosa
6.2	Versicolor
