sepal.length	sepal.width	petal.length	petal.width	variety
7.1	6.2	7.2	3.3	Versicolor
9.5	3.0	7.2	3.5	Virginica
7.5	5.7	8.1	3.5	Virginica
7.3	7.9	2.1	0.2	Setosa
11.3	6.9	7.3	2.3	Virginica
5.1	4.3	3.2	1.5	Setosa
5.9	4.5	5.9	1.7	Setosa
5.0	4.8	3.3	3.3	Setosa
6.7	4.0	2.5	4.2	Setosa
8.8	7.3	8.2	3.6	Versicolor
4.9	4.4	6.8	5.0	Versicolor
7.8	3.5	5.5	2.9	Virginica
9.8	2.3	6.4	5.8	Versicolor
10.7	6.5	8.3	4.3	Virginica
7.0	4.3	4.8	2.5	Versicolor
10.2	6.6	9.1	4.4	Virginica
9.1	3.5	6.1	2.3	Versicolor
8.4	7.4	1.8	4.9	Setosa
10.6	6.8	8.5	3.3	Versicolor
6.0	3.2	5.2	1.2	Setosa
4.7	6.2	3.1	4.7	Setosa
11.4	5.1	9.4	5.6	Virginica
5.9	7.0	8.2	5.5	Versicolor
7.9	7.1	7.6	5.3	Virginica
5.9	6.0	8.0	5.2	Virginica
9.9	6.8	6.9	6.5	Virginica
5.8	5.5	4.7	4.2	Setosa
7.5	6.2	1.4	4.2	Setosa
11.0	4.0	7.0	5.3	Virginica
11.2	7.8	6.2	6.5	Virginica
6.3	6.0	1.6	3.1	Setosa
9.3	7.0	6.5	5.6	Virginica
6.8	6.7	5.1	4.4	Virginica
10.3	5.3	7.6	2.4	Virginica
8.6	2.9	4.6	3.8	Versicolor
5.6	7.5	1.9	3.7	Setosa
9.8	7.4	5.6	3.4	Virginica
10.7	6.1	5.7	4.5	Versicolor
11.2	5.3	11.2	3.0	Virginica
9.4	5.2	7.0	2.5	Versicolor
6.3	3.4	4.4	2.2	Setosa
8.9	5.9	7.8	3.8	Versicolor
11.1	7.0	6.9	4.4	Versicolor
9.8	5.3	6.6	3.0	Virginica
9.7	6.0	8.6	2.8	Virginica
7.9	5.7	1.5	0.7	Setosa
10.2	6.8	6.2	2.3	Setosa
6.0	5.3	2.4	0.7	Setosa
9.9	6.3	9.6	4.9	Virginica
10.2	5.0	9.7	4.3	Virginica
10.7	8.3	10.2	6.7	Virginica
5.5	5.9	3.1	0.4	Setosa
5.6	6.8	5.6	3.7	Setosa
9.7	2.8	6.5	2.8	Versicolor
8.9	5.1	4.9	4.0	Versicolor
7.6	3.8	7.2	4.2	Versicolor
6.5	7.3	5.6	5.5	Versicolor
8.7	5.1	6.4	3.4	Versicolor
5.4	6.4	2.2	1.7	Setosa
9.6	5.0	5.5	5.6	Versicolor
9.3	6.5	2.4	3.8	Setosa
7.4	3.1	6.0	4.6	Setosa
8.2	3.0	7.7	5.7	Versicolor
10.3	2.9	6.6	5.3	Virginica
9.8	2.7	5.1	4.9	Virginica
8.9	4.7	1.8	0.2	Setosa
9.8	3.6	5.0	4.2	Versicolor
6.7	5.8	4.8	5.8	Virginica
9.4	7.6	2.9	2.1	Setosa
6.4	4.9	2.7	3.9	Setosa
10.1	5.1	7.6	3.4	Virginica
8.9	5.7	6.3	2.8	Versicolor
7.0	6.9	3.0	3.2	Setosa
9.3	7.6	4.6	3.7	Setosa
7.5	4.2	8.0	2.0	Versicolor
5.5	6.0	4.6	2.2	Setosa
8.9	5.6	8.0	5.3	Virginica
10.6	7.4	8.7	4.4	Versicolor
8.1	3.8	4.9	3.4	Setosa
9.5	3.4	8.5	4.5	Versicolor
9.9	5.3	10.1	4.2	Virginica
10.3	7.0	4.9	5.0	Versicolor
5.5	4.6	5.9	2.7	Versicolor
8.2	4.2	5.5	4.5	Versicolor
5.7	3.7	4.8	0.2	Setosa
9.5	5.9	6.7	5.0	Versicolor
8.1	5.0	1.9	0.8	Setosa
10.7	4.7	8.5	2.8	Virginica
7.4	6.7	6.2	6.8	Virginica
8.6	7.9	3.0	2.7	Setosa
7.5	8.1	3.9	0.7	Setosa
7.1	3.0	5.4	3.8	Virginica
9.1	5.5	10.6	6.6	Virginica
8.4	7.9	4.0	4.9	Setosa
7.2	4.4	5.8	3.8	Versicolor
6.6	5.6	1.5	4.2	Setosa
4.8	6.5	2.9	3.6	Setosa
6.5	5.3	6.0	1.3	Versicolor
5.0	3.0	3.5	1.5	Versicolor
8.6	3.8	6.9	4.0	Virginica
9.5	7.0	8.0	1.8	Versicolor
7.9	3.4	4.9	4.7	Setosa
8.1	5.0	8.4	1.1	Versicolor
6.8	7.2	6.4	5.8	Virginica
9.5	6.0	9.8	4.2	Virginica
