sepal.width	petal.length	variety
6.1	5.9	Setosa
3.4	8.6	Virginica
3.3	7.2	Virginica
4.0	6.7	Virginica
5.9	6.1	Versicolor
8.2	5.4	Setosa
5.2	6.1	Virginica
2.7	7.1	Versicolor
5.9	5.8	Versicolor
4.5	6.3	Virginica
7.0	4.7	Versicolor
3.2	9.7	Virginica
5.1	4.7	Versicolor
6.2	5.6	Virginica
4.8	2.9	Setosa
5.2	6.4	Virginica
2.9	4.8	Versicolor
6.7	6.0	Versicolor
4.0	10.0	Virginica
5.4	4.7	Versicolor
6.6	5.5	Setosa
6.3	6.1	Virginica
4.3	8.6	Virginica
7.5	7.8	Virginica
6.3	4.8	Virginica
7.4	5.3	Versicolor
6.6	3.5	Setosa
7.4	2.1	Setosa
6.1	8.9	Versicolor
5.7	8.4	Versicolor
3.8	5.9	Setosa
4.8	7.9	Virginica
5.9	1.6	Setosa
3.9	2.4	Setosa
6.7	7.6	Virginica
4.7	4.5	Setosa
4.4	7.0	Versicolor
2.5	8.5	Virginica
3.9	2.4	Setosa
6.7	8.3	Virginica
7.0	7.5	Versicolor
6.6	11.4	Virginica
3.2	7.5	Versicolor
6.2	4.5	Setosa
7.2	5.9	Setosa
4.6	4.9	Setosa
5.5	6.4	Versicolor
3.3	3.8	Versicolor
5.0	7.6	Virginica
6.5	6.5	Virginica
3.6	7.5	Versicolor
4.8	7.1	Virginica
3.3	4.0	Versicolor
7.7	5.2	Setosa
7.0	2.4	Setosa
7.4	8.1	Virginica
5.0	8.0	Virginica
7.2	7.7	Versicolor
4.8	7.9	Virginica
2.8	7.9	Versicolor
3.0	5.9	Setosa
7.5	5.6	Versicolor
3.8	3.3	Setosa
5.7	8.3	Versicolor
7.1	4.0	Setosa
4.7	6.5	Virginica
4.9	2.0	Setosa
6.1	6.5	Virginica
5.2	5.1	Setosa
5.0	4.4	Setosa
5.0	7.4	Virginica
7.9	7.9	Virginica
6.3	2.0	Setosa
4.8	4.5	Versicolor
5.5	7.1	Virginica
3.1	1.5	Setosa
2.8	8.3	Versicolor
7.2	6.4	Versicolor
5.3	4.6	Versicolor
8.0	4.6	Setosa
6.4	2.0	Setosa
3.3	10.0	Virginica
6.9	3.4	Setosa
6.2	5.9	Virginica
3.7	5.8	Setosa
4.6	8.4	Versicolor
4.8	6.1	Setosa
5.5	2.2	Setosa
6.0	5.0	Versicolor
6.8	5.0	Versicolor
4.5	8.6	Versicolor
4.0	7.8	Virginica
5.2	8.0	Virginica
7.9	5.2	Setosa
4.3	3.7	Setosa
5.9	9.0	Versicolor
4.4	6.0	Setosa
4.5	1.8	Setosa
7.4	5.1	Versicolor
7.5	7.9	Versicolor
4.5	4.1	Setosa
5.3	9.7	Virginica
6.4	1.9	Setosa
6.3	8.2	Virginica
7.5	5.8	Setosa
