sepal.length	sepal.width	petal.length	petal.width	variety
8.0	3.8	3.4	4.2	Setosa
8.0	7.0	5.5	1.8	Versicolor
7.6	5.0	5.9	1.6	Versicolor
7.5	6.9	7.8	5.6	Versicolor
9.5	3.2	8.0	2.5	Virginica
7.4	4.4	3.2	1.4	Setosa
6.3	7.5	5.1	4.1	Setosa
8.0	6.5	3.5	3.5	Versicolor
11.1	2.9	6.6	2.3	Versicolor
9.4	5.1	2.0	1.1	Setosa
7.7	3.2	5.5	1.5	Versicolor
6.8	3.4	5.1	3.2	Setosa
7.0	6.7	6.7	3.9	Versicolor
9.0	3.4	4.2	4.0	Versicolor
6.4	3.5	6.2	3.5	Versicolor
8.5	6.3	6.0	2.3	Versicolor
7.6	6.5	9.9	4.1	Virginica
8.9	3.7	5.5	5.0	Versicolor
6.8	5.4	5.6	5.3	Virginica
6.2	7.4	2.9	4.7	Setosa
6.5	4.7	6.0	4.0	Versicolor
9.2	5.4	2.5	1.9	Setosa
5.4	4.6	2.4	1.6	Setosa
6.8	4.8	5.1	2.9	Virginica
5.5	4.5	4.6	4.1	Setosa
7.6	3.3	4.9	2.0	Virginica
4.9	5.9	2.9	2.7	Setosa
6.2	6.8	5.0	2.3	Versicolor
10.5	7.5	8.5	6.3	Virginica
7.5	4.9	5.0	4.7	Setosa
8.9	4.7	3.0	1.2	Setosa
7.7	6.6	10.4	3.3	Virginica
10.7	5.3	6.8	2.3	Virginica
7.1	4.5	6.5	2.5	Versicolor
5.5	6.4	5.1	3.4	Setosa
10.0	4.7	1.9	4.2	Setosa
7.5	7.5	1.3	3.3	Setosa
9.0	4.3	7.6	5.5	Versicolor
5.9	5.7	6.8	3.3	Versicolor
10.2	4.1	3.5	4.0	Versicolor
5.1	5.0	1.9	3.8	Setosa
7.5	6.1	8.9	1.7	Versicolor
9.3	4.0	9.0	4.9	Virginica
8.9	6.0	9.1	5.8	Virginica
7.7	4.3	7.7	4.7	Virginica
8.0	4.3	3.3	2.3	Setosa
8.4	5.6	9.4	6.1	Virginica
5.4	6.4	4.8	1.9	Setosa
10.3	4.0	4.7	3.7	Setosa
7.8	4.5	7.4	5.5	Versicolor
5.1	6.9	5.4	2.8	Setosa
7.9	4.7	5.8	3.2	Setosa
8.1	4.0	6.9	2.3	Virginica
6.5	4.3	5.3	5.0	Versicolor
8.1	7.4	6.7	3.9	Versicolor
7.3	5.3	9.2	6.1	Versicolor
8.7	6.3	8.2	3.1	Virginica
6.3	4.7	6.4	4.7	Versicolor
5.9	7.0	1.8	2.7	Setosa
5.6	4.9	4.5	2.2	Setosa
10.7	3.5	5.8	3.1	Virginica
7.3	7.7	5.0	1.7	Setosa
5.7	7.8	5.2	0.8	Setosa
7.8	4.3	4.8	4.4	Versicolor
7.7	4.2	8.0	3.8	Virginica
5.1	7.3	6.2	0.5	Setosa
8.6	5.3	4.0	4.8	Setosa
9.8	7.0	6.5	2.6	Virginica
9.9	5.4	5.8	3.3	Versicolor
6.5	4.2	3.2	1.7	Setosa
12.2	7.5	8.6	5.3	Virginica
6.5	4.5	2.1	3.2	Setosa
6.7	6.5	8.2	1.7	Versicolor
9.3	2.9	6.8	4.8	Virginica
9.0	6.5	9.7	6.5	Virginica
7.6	5.5	6.1	2.8	Versicolor
6.7	4.8	5.7	5.0	Virginica
8.0	2.7	8.1	3.6	Versicolor
6.3	7.2	5.4	6.3	Virginica
10.2	4.0	6.8	3.3	Virginica
8.4	7.5	5.9	1.7	Setosa
10.4	4.2	7.3	4.3	Virginica
6.2	6.7	4.1	2.7	Setosa
7.4	7.6	8.5	2.8	Virginica
6.8	4.5	3.9	2.1	Setosa
11.0	5.0	8.3	5.2	Virginica
7.7	5.5	6.0	4.2	Versicolor
10.1	5.6	7.6	4.4	Virginica
9.4	5.4	1.7	4.7	Setosa
5.7	6.2	7.4	3.4	Versicolor
10.0	7.5	4.8	3.7	Setosa
6.9	7.6	5.5	3.7	Setosa
10.7	3.4	9.9	6.3	Virginica
6.1	2.8	8.5	1.3	Versicolor
8.3	6.3	9.6	1.5	Virginica
8.6	3.0	4.0	4.6	Versicolor
6.3	3.4	7.1	4.9	Virginica
8.2	4.4	8.8	3.8	Versicolor
7.9	6.2	6.3	4.4	Virginica
8.5	5.0	7.3	3.8	Virginica
8.3	6.9	3.4	1.7	Setosa
5.0	4.6	5.4	2.2	Setosa
7.6	3.8	2.1	3.7	Setosa
8.7	5.6	4.4	3.9	Versicolor
6.9	3.8	6.1	3.1	Virginica
