sepal.length	sepal.width	variety
8.2	3.5	Virginica
7.3	3.3	Versicolor
6.9	6.8	Virginica
6.9	4.7	Virginica
6.4	7.5	Setosa
9.7	4.4	Versicolor
6.0	5.5	Setosa
8.0	5.3	Versicolor
7.1	4.0	Versicolor
8.4	4.1	Virginica
9.2	6.5	Setosa
9.8	6.2	Virginica
6.8	8.2	Setosa
9.2	5.0	Virginica
9.0	3.4	Setosa
8.4	3.8	Virginica
9.2	3.0	Versicolor
5.5	5.7	Setosa
6.6	2.5	Versicolor
7.0	3.7	Versicolor
9.9	7.7	Versicolor
9.6	3.8	Versicolor
9.4	7.2	Virginica
10.2	6.4	Virginica
7.8	5.0	Versicolor
9.2	5.6	Versicolor
10.2	3.0	Virginica
8.5	3.4	Versicolor
9.8	5.7	Virginica
9.6	6.5	Setosa
7.2	3.5	Virginica
4.8	7.4	Setosa
7.9	5.0	Virginica
9.2	6.1	Versicolor
6.1	8.0	Setosa
7.6	5.0	Virginica
7.8	6.6	Versicolor
10.1	5.5	Virginica
9.2	5.8	Setosa
11.9	5.8	Virginica
9.7	5.9	Setosa
5.6	7.9	Setosa
6.3	3.5	Virginica
7.1	6.5	Versicolor
7.5	6.0	Virginica
10.7	5.8	Virginica
6.6	7.5	Versicolor
9.3	7.5	Virginica
9.1	4.0	Virginica
6.2	6.2	Setosa
6.0	6.4	Versicolor
7.4	7.5	Setosa
6.5	6.5	Virginica
9.4	7.6	Virginica
9.8	6.8	Virginica
7.0	2.6	Versicolor
6.7	4.8	Versicolor
9.3	7.9	Virginica
8.1	4.3	Setosa
11.4	7.6	Virginica
9.6	7.3	Setosa
6.0	2.0	Versicolor
7.8	6.8	Virginica
9.1	4.1	Virginica
9.7	6.7	Virginica
8.4	3.3	Virginica
8.2	6.3	Virginica
8.8	4.5	Setosa
6.4	7.1	Setosa
8.3	5.2	Versicolor
8.9	3.5	Versicolor
7.0	6.6	Setosa
8.4	3.5	Versicolor
6.6	6.6	Setosa
9.2	7.6	Virginica
9.1	4.8	Setosa
8.6	6.3	Virginica
4.8	7.5	Setosa
10.0	6.0	Virginica
8.6	4.6	Setosa
8.4	6.4	Versicolor
5.1	5.8	Setosa
6.6	5.2	Setosa
6.7	5.8	Virginica
6.5	5.2	Virginica
10.0	2.9	Versicolor
9.5	5.8	Versicolor
9.9	4.2	Virginica
9.0	6.9	Setosa
7.1	6.4	Versicolor
10.7	3.8	Virginica
9.8	4.5	Setosa
10.0	3.9	Versicolor
9.4	3.6	Versicolor
7.3	6.9	Virginica
5.6	5.5	Versicolor
6.8	4.3	Versicolor
7.5	3.0	Versicolor
6.0	3.3	Setosa
8.2	5.1	Setosa
5.5	4.8	Setosa
7.4	4.9	Setosa
7.4	4.5	Virginica
7.7	6.9	Versicolor
9.0	4.2	Virginica
