sepal.length	sepal.width	petal.length	petal.width	variety
9.5	6.0	8.3	5.2	Virginica
5.2	4.7	4.8	0.7	Setosa
7.8	6.7	2.0	3.2	Setosa
7.1	5.9	3.6	3.8	Versicolor
6.3	5.5	4.9	2.1	Setosa
8.7	6.0	9.2	3.8	Virginica
5.9	5.5	6.5	2.7	Virginica
7.2	6.6	9.6	3.5	Virginica
7.2	6.6	7.9	2.9	Versicolor
9.2	6.7	7.5	1.8	Virginica
6.3	5.5	5.2	2.7	Setosa
6.2	3.2	4.4	1.9	Versicolor
8.0	4.7	5.2	3.7	Setosa
7.7	6.9	5.4	2.2	Setosa
6.5	5.9	5.5	0.2	Setosa
5.5	4.3	2.8	1.8	Setosa
6.9	7.1	4.5	1.1	Setosa
9.6	3.5	3.4	3.7	Setosa
6.4	2.9	8.3	1.3	Versicolor
8.2	5.5	6.2	5.7	Versicolor
8.3	2.7	7.4	4.8	Virginica
6.5	4.4	2.6	4.9	Setosa
6.4	3.2	9.8	4.3	Virginica
8.1	7.1	1.5	3.7	Setosa
9.4	6.8	6.6	6.7	Virginica
5.6	3.0	3.9	5.6	Versicolor
8.3	7.2	8.6	5.0	Versicolor
7.0	5.8	1.4	0.7	Setosa
7.1	3.5	3.0	5.1	Versicolor
9.8	3.8	7.7	2.6	Versicolor
7.2	4.6	5.2	3.5	Versicolor
7.4	6.7	7.2	2.3	Virginica
10.5	4.2	7.7	1.9	Versicolor
7.5	4.0	5.6	1.2	Setosa
9.7	3.8	7.7	5.5	Virginica
7.3	4.3	9.6	6.9	Virginica
11.2	6.6	8.4	3.3	Virginica
10.1	5.0	5.9	6.6	Virginica
10.5	6.2	7.5	3.5	Virginica
6.9	4.9	5.7	3.4	Setosa
5.6	6.4	2.5	0.7	Setosa
8.9	7.2	2.5	2.2	Setosa
9.7	6.3	9.3	3.3	Virginica
8.5	6.0	9.2	2.0	Virginica
8.6	5.3	7.2	1.7	Versicolor
6.9	7.6	5.5	4.3	Virginica
8.2	7.4	9.9	6.3	Virginica
8.0	4.3	8.6	5.0	Versicolor
8.1	5.7	2.0	0.9	Setosa
10.0	2.9	5.0	3.0	Versicolor
5.8	4.9	2.6	3.2	Setosa
11.9	5.8	8.6	5.9	Virginica
10.3	6.5	5.4	4.0	Versicolor
5.6	4.6	1.0	3.7	Setosa
9.4	7.0	6.5	1.5	Versicolor
6.3	6.4	1.9	4.2	Setosa
7.5	6.3	6.3	2.5	Versicolor
10.5	5.7	8.6	3.1	Versicolor
7.5	5.7	4.5	4.5	Versicolor
6.8	4.8	5.1	3.0	Virginica
4.6	6.9	4.4	0.3	Setosa
8.1	5.2	7.7	1.8	Versicolor
6.0	3.9	6.7	1.0	Versicolor
5.7	4.2	1.6	4.7	Setosa
8.8	7.3	7.5	4.0	Virginica
8.3	2.7	6.4	5.2	Versicolor
6.9	5.4	2.2	1.2	Setosa
6.4	5.9	5.5	4.9	Setosa
10.2	6.8	8.7	2.6	Virginica
6.3	6.7	6.1	5.4	Virginica
9.2	3.9	5.3	5.3	Versicolor
9.0	4.7	3.9	4.7	Setosa
8.9	5.1	5.1	3.3	Virginica
7.0	6.5	4.8	4.2	Setosa
7.2	5.0	6.8	2.3	Virginica
7.5	6.7	8.1	5.5	Virginica
5.5	6.3	8.5	4.3	Versicolor
8.2	6.3	10.2	5.0	Virginica
8.6	3.5	4.4	0.8	Setosa
6.1	4.2	3.9	3.7	Setosa
5.8	7.2	8.1	5.9	Virginica
7.5	5.0	8.8	3.8	Virginica
5.1	7.8	1.9	3.9	Setosa
7.3	3.9	7.1	5.4	Virginica
7.9	7.6	2.5	2.2	Setosa
8.9	6.2	8.8	5.9	Virginica
8.0	7.1	1.4	3.7	Setosa
10.6	3.5	7.9	1.9	Versicolor
8.8	3.9	10.3	4.8	Virginica
9.9	4.6	5.9	5.5	Versicolor
9.0	8.0	5.3	3.3	Setosa
9.7	4.4	8.2	5.3	Versicolor
8.8	3.0	7.5	5.4	Virginica
8.8	4.1	6.1	3.2	Setosa
5.2	4.6	5.5	0.1	Setosa
8.8	4.0	2.6	0.1	Setosa
6.2	4.8	5.2	2.8	Setosa
6.6	4.3	3.5	2.8	Setosa
7.0	4.0	6.5	5.8	Virginica
8.6	3.0	9.4	4.8	Virginica
6.6	7.0	4.6	3.8	Versicolor
9.9	3.2	8.8	5.8	Versicolor
9.7	5.0	5.5	2.0	Virginica
4.9	7.0	4.9	1.7	Setosa
5.4	5.9	5.8	5.5	Versicolor
