petal.width	variety
4.8	Setosa
5.5	Versicolor
2.6	Versicolor
4.5	Versicolor
3.2	Setosa
1.6	Setosa
2.2	Virginica
2.3	Versicolor
3.1	Setosa
5.3	Virginica
2.9	Virginica
1.7	Setosa
4.8	Setosa
4.0	Versicolor
5.6	Versicolor
6.4	Virginica
4.6	Virginica
2.7	Setosa
1.2	Setosa
3.5	Virginica
4.8	Virginica
1.1	Setosa
2.3	Versicolor
2.2	Setosa
4.8	Setosa
6.0	Versicolor
0.7	Setosa
2.7	Setosa
3.8	Virginica
6.3	Virginica
1.8	Versicolor
3.5	Virginica
2.8	Virginica
5.9	Versicolor
2.7	Setosa
1.7	Setosa
1.9	Setosa
2.2	Setosa
3.8	Virginica
4.2	Setosa
4.4	Setosa
1.9	Versicolor
2.8	Versicolor
3.7	Setosa
3.9	Versicolor
1.8	Virginica
2.3	Versicolor
3.8	Virginica
4.9	Setosa
1.3	Setosa
1.7	Setosa
3.8	Versicolor
5.9	Virginica
2.8	Virginica
5.5	Virginica
3.5	Virginica
3.3	Versicolor
6.1	Virginica
4.5	Versicolor
5.3	Virginica
2.8	Virginica
1.8	Virginica
5.9	Versicolor
3.1	Virginica
4.9	Setosa
4.7	Setosa
4.2	Setosa
4.0	Setosa
2.9	Virginica
1.7	Versicolor
2.1	Versicolor
4.2	Versicolor
1.0	Versicolor
4.8	Virginica
3.3	Versicolor
2.6	Versicolor
2.7	Setosa
3.8	Versicolor
1.3	Setosa
3.6	Virginica
4.0	Versicolor
5.0	Virginica
4.7	Versicolor
5.0	Versicolor
5.1	Versicolor
1.8	Setosa
3.0	Versicolor
5.3	Versicolor
0.7	Setosa
2.9	Virginica
1.2	Setosa
4.7	Versicolor
2.7	Setosa
4.6	Setosa
4.5	Versicolor
4.6	Virginica
1.2	Setosa
0.2	Setosa
4.2	Setosa
2.3	Versicolor
1.2	Setosa
1.9	Setosa
5.7	Virginica
5.8	Virginica
4.7	Versicolor
