petal.length	petal.width	variety
4.8	1.7	Setosa
2.5	3.2	Setosa
6.6	6.0	Virginica
5.0	5.3	Versicolor
4.7	4.7	Setosa
5.5	4.7	Versicolor
5.6	4.5	Versicolor
5.9	4.8	Virginica
8.6	4.1	Virginica
6.0	0.2	Setosa
5.9	5.7	Versicolor
1.6	2.2	Setosa
7.1	2.3	Versicolor
5.5	1.4	Setosa
6.0	3.3	Versicolor
5.6	2.9	Setosa
6.9	4.4	Versicolor
7.3	3.3	Versicolor
9.6	3.6	Virginica
9.2	5.4	Versicolor
7.1	4.8	Virginica
4.5	2.5	Versicolor
2.5	0.8	Setosa
8.1	4.5	Versicolor
4.9	0.7	Setosa
6.8	3.9	Versicolor
7.0	2.6	Versicolor
8.1	4.9	Virginica
4.5	3.2	Setosa
5.8	2.8	Virginica
2.0	4.2	Setosa
5.2	0.8	Setosa
7.6	4.3	Virginica
7.8	1.3	Versicolor
7.2	5.2	Versicolor
5.3	4.6	Versicolor
10.2	3.7	Virginica
8.3	5.8	Virginica
6.4	4.7	Setosa
2.3	4.7	Setosa
10.6	5.5	Virginica
2.1	0.6	Setosa
4.0	1.4	Setosa
7.7	5.3	Versicolor
6.7	1.9	Versicolor
2.4	0.7	Setosa
8.4	4.3	Versicolor
5.8	4.8	Versicolor
9.1	2.9	Virginica
7.5	2.6	Versicolor
5.5	1.6	Setosa
4.5	1.7	Setosa
5.9	3.9	Versicolor
4.9	0.9	Setosa
5.6	5.9	Virginica
6.1	4.6	Versicolor
4.5	4.0	Versicolor
3.9	3.6	Versicolor
5.3	3.5	Versicolor
7.5	4.0	Versicolor
5.4	1.2	Setosa
9.4	2.0	Versicolor
5.0	3.3	Versicolor
5.1	1.2	Setosa
6.1	6.4	Virginica
3.9	1.3	Setosa
8.1	2.8	Virginica
6.1	4.5	Virginica
9.5	3.0	Virginica
6.7	5.0	Versicolor
6.4	5.8	Virginica
6.1	4.4	Versicolor
3.9	2.2	Setosa
8.7	3.3	Versicolor
6.6	5.7	Virginica
7.5	2.0	Versicolor
7.0	1.2	Versicolor
1.2	4.2	Setosa
9.5	4.8	Virginica
8.0	5.3	Versicolor
2.0	1.7	Setosa
3.1	2.2	Setosa
7.8	5.3	Virginica
5.3	0.7	Setosa
7.2	5.0	Virginica
10.0	2.1	Virginica
8.9	4.9	Versicolor
4.9	3.8	Setosa
8.2	3.6	Versicolor
5.4	6.3	Virginica
5.7	2.3	Virginica
6.0	1.9	Setosa
8.0	1.5	Versicolor
1.8	0.3	Setosa
8.1	3.8	Virginica
8.9	3.6	Virginica
7.2	2.2	Versicolor
9.3	3.3	Virginica
9.6	1.4	Virginica
7.1	2.9	Virginica
10.3	2.6	Virginica
1.5	2.1	Setosa
10.7	4.0	Virginica
5.5	1.7	Setosa
8.0	1.9	Virginica
