sepal.length	sepal.width	variety
9.0	3.9	Versicolor
9.4	6.3	Virginica
10.3	2.8	Virginica
4.8	6.4	Setosa
8.4	7.4	Setosa
5.6	4.2	Setosa
8.7	8.3	Virginica
6.8	3.3	Virginica
8.2	6.3	Virginica
6.4	2.5	Virginica
6.8	4.9	Setosa
4.9	5.0	Setosa
6.3	3.0	Setosa
6.6	2.6	Virginica
6.3	3.7	Virginica
10.0	4.2	Versicolor
10.2	6.0	Virginica
10.6	5.5	Virginica
10.3	3.2	Versicolor
8.1	4.8	Versicolor
10.0	7.7	Virginica
4.5	6.3	Setosa
6.6	5.0	Versicolor
9.2	5.8	Versicolor
5.5	7.6	Setosa
6.1	3.4	Versicolor
9.0	3.6	Versicolor
7.2	4.1	Versicolor
8.6	4.3	Setosa
9.1	5.0	Virginica
7.9	3.1	Virginica
8.1	3.8	Setosa
7.2	3.0	Virginica
8.9	4.4	Setosa
9.0	5.5	Setosa
5.0	6.0	Setosa
10.7	3.9	Versicolor
8.8	4.7	Virginica
8.3	6.1	Versicolor
9.2	4.9	Versicolor
8.5	5.2	Setosa
5.7	3.0	Versicolor
8.0	4.3	Versicolor
6.1	5.7	Versicolor
9.1	4.7	Setosa
6.4	6.4	Versicolor
5.1	7.4	Setosa
8.0	3.5	Virginica
9.7	4.3	Versicolor
6.0	3.3	Versicolor
10.4	6.3	Virginica
7.1	4.1	Setosa
9.8	3.9	Virginica
8.9	5.9	Setosa
5.6	5.0	Versicolor
9.9	5.5	Versicolor
8.0	2.8	Versicolor
9.7	4.7	Virginica
6.1	6.5	Setosa
9.9	6.9	Setosa
5.3	7.2	Setosa
10.1	3.5	Versicolor
8.0	5.2	Versicolor
7.2	5.8	Setosa
9.7	6.1	Versicolor
7.9	4.3	Virginica
10.6	7.0	Versicolor
7.9	2.7	Virginica
7.7	3.5	Virginica
6.2	8.9	Setosa
8.9	2.9	Versicolor
7.8	4.5	Virginica
9.7	7.9	Virginica
10.5	4.9	Versicolor
7.7	6.3	Virginica
6.9	4.2	Versicolor
10.3	5.4	Virginica
9.3	7.0	Versicolor
6.7	3.2	Versicolor
9.2	5.7	Setosa
8.5	6.5	Virginica
9.0	4.2	Virginica
8.2	6.7	Versicolor
8.9	7.2	Setosa
5.4	6.9	Setosa
11.2	5.3	Virginica
12.2	4.1	Virginica
7.2	4.0	Virginica
8.4	4.2	Setosa
9.3	4.2	Versicolor
8.2	3.6	Virginica
7.4	7.0	Versicolor
8.5	3.0	Virginica
6.5	4.5	Setosa
8.4	3.6	Setosa
6.5	3.9	Versicolor
7.1	4.5	Versicolor
7.3	2.8	Versicolor
6.6	6.5	Setosa
10.0	5.5	Virginica
8.7	3.0	Versicolor
10.1	7.0	Virginica
9.1	3.8	Versicolor
8.8	4.0	Setosa
9.7	3.4	Setosa
