petal.length	petal.width	variety
7.9	1.9	Versicolor
5.7	3.4	Setosa
1.3	3.2	Setosa
4.8	4.8	Versicolor
6.5	1.8	Versicolor
10.3	4.8	Virginica
5.1	2.7	Setosa
8.7	1.2	Versicolor
8.5	6.2	Versicolor
1.8	4.2	Setosa
4.6	1.7	Setosa
8.8	3.8	Virginica
2.2	1.7	Setosa
2.8	0.9	Setosa
2.0	3.2	Setosa
6.6	3.4	Virginica
6.4	5.0	Versicolor
1.3	4.2	Setosa
4.0	4.7	Setosa
6.6	5.4	Virginica
3.1	4.6	Setosa
8.1	3.9	Versicolor
4.2	1.8	Versicolor
3.9	5.7	Versicolor
7.4	5.0	Virginica
10.9	3.0	Virginica
8.0	5.5	Versicolor
5.2	4.2	Versicolor
7.8	6.7	Virginica
7.1	4.3	Versicolor
5.6	0.6	Setosa
7.5	3.5	Virginica
3.5	3.9	Setosa
2.4	1.8	Setosa
2.9	3.2	Setosa
3.0	1.7	Setosa
7.0	5.3	Virginica
5.0	1.0	Versicolor
10.1	3.4	Virginica
1.5	0.7	Setosa
6.5	6.0	Virginica
7.4	5.3	Virginica
5.6	2.4	Virginica
8.0	1.7	Versicolor
5.7	2.5	Versicolor
4.0	4.4	Setosa
5.9	0.2	Setosa
5.5	3.8	Versicolor
3.5	0.8	Setosa
4.5	4.2	Setosa
5.4	2.2	Setosa
7.6	3.3	Virginica
8.5	6.4	Virginica
7.0	6.6	Virginica
4.8	3.2	Setosa
6.1	0.9	Setosa
3.4	1.1	Setosa
5.7	4.8	Virginica
8.5	2.8	Versicolor
2.9	0.2	Setosa
2.6	2.7	Setosa
4.5	5.5	Versicolor
5.2	5.5	Versicolor
6.7	2.6	Versicolor
9.6	6.0	Virginica
7.8	2.5	Versicolor
4.8	2.0	Versicolor
6.5	5.0	Versicolor
7.3	3.4	Virginica
8.1	1.3	Versicolor
9.2	6.0	Virginica
5.1	4.5	Virginica
4.8	4.3	Setosa
5.5	2.5	Versicolor
7.5	3.2	Virginica
7.6	4.5	Virginica
4.7	2.4	Versicolor
10.1	2.3	Virginica
8.2	3.5	Versicolor
4.3	1.6	Versicolor
8.4	6.8	Virginica
7.9	2.8	Virginica
4.5	3.1	Versicolor
9.7	4.3	Virginica
6.0	4.8	Virginica
7.3	5.3	Virginica
7.8	3.3	Virginica
5.4	5.0	Versicolor
6.1	6.7	Virginica
4.0	0.6	Setosa
6.0	1.4	Setosa
7.2	1.4	Versicolor
5.6	2.3	Virginica
4.2	3.3	Versicolor
6.1	1.2	Setosa
1.9	0.2	Setosa
10.0	5.3	Virginica
4.9	3.6	Versicolor
7.0	4.1	Versicolor
5.9	3.2	Setosa
6.9	2.3	Virginica
5.6	4.3	Versicolor
2.7	4.8	Setosa
6.6	2.4	Virginica
5.9	3.4	Versicolor
