sepal.width	petal.length	petal.width	variety
3.6	8.9	2.2	Versicolor
5.6	4.4	4.9	Versicolor
5.5	8.6	4.9	Versicolor
5.5	1.2	1.2	Setosa
6.0	4.6	4.3	Versicolor
7.9	2.1	4.2	Setosa
6.8	9.2	5.1	Virginica
5.9	9.6	6.4	Virginica
5.2	8.9	5.3	Virginica
7.8	10.0	3.5	Virginica
2.8	9.1	2.0	Versicolor
5.0	2.4	4.8	Setosa
3.0	5.4	3.0	Versicolor
6.7	10.5	3.3	Virginica
7.7	1.9	2.7	Setosa
6.3	7.2	3.7	Versicolor
3.5	7.0	3.8	Versicolor
7.2	5.8	1.9	Virginica
8.1	5.5	2.1	Setosa
7.4	1.8	3.9	Setosa
2.6	7.5	2.2	Versicolor
4.4	4.2	4.5	Versicolor
6.1	5.0	2.0	Versicolor
2.0	3.5	4.0	Versicolor
3.1	6.2	5.5	Versicolor
2.9	7.3	1.8	Versicolor
5.7	2.9	4.2	Setosa
7.6	10.1	3.5	Virginica
4.7	4.5	1.4	Setosa
3.7	4.0	2.2	Setosa
3.2	8.0	3.5	Versicolor
3.3	4.9	1.2	Setosa
6.9	5.7	2.4	Versicolor
5.1	3.9	0.1	Setosa
7.1	3.5	4.2	Setosa
4.7	8.3	1.8	Versicolor
7.0	10.4	4.6	Virginica
4.0	3.9	0.7	Setosa
3.9	6.3	3.0	Versicolor
5.4	1.4	2.8	Setosa
7.5	2.4	0.1	Setosa
6.6	8.9	6.0	Versicolor
8.0	1.8	4.3	Setosa
6.8	8.9	5.0	Virginica
6.3	6.0	1.8	Versicolor
5.4	1.4	3.7	Setosa
7.1	8.0	3.8	Virginica
5.6	9.6	3.9	Virginica
3.5	1.8	0.7	Setosa
7.3	7.7	5.5	Virginica
4.4	2.9	0.2	Setosa
4.3	8.5	4.8	Versicolor
3.0	8.0	5.5	Versicolor
3.7	8.6	2.9	Virginica
7.2	9.2	2.8	Virginica
5.6	10.1	2.9	Virginica
4.5	6.5	3.4	Virginica
4.0	6.8	3.8	Virginica
8.3	4.0	0.3	Setosa
6.5	1.5	2.7	Setosa
3.5	7.3	6.2	Virginica
3.3	8.4	2.3	Versicolor
4.7	7.9	5.9	Versicolor
6.0	8.7	2.8	Virginica
3.8	6.1	0.7	Setosa
3.6	6.0	1.2	Setosa
7.7	2.8	2.2	Setosa
6.3	3.4	3.4	Setosa
5.9	4.7	5.8	Versicolor
5.4	8.9	2.3	Virginica
7.2	2.8	0.2	Setosa
4.4	5.0	4.4	Setosa
5.1	7.4	4.1	Virginica
6.2	4.6	5.5	Versicolor
7.4	8.5	5.5	Versicolor
5.4	8.0	5.6	Versicolor
4.7	7.7	3.9	Versicolor
7.0	2.6	0.7	Setosa
3.9	4.9	1.7	Setosa
6.0	6.5	5.7	Virginica
3.5	6.5	3.0	Versicolor
3.0	4.1	0.6	Setosa
6.5	10.1	3.8	Virginica
2.5	9.0	6.5	Virginica
7.3	5.7	2.3	Setosa
6.0	9.6	5.1	Virginica
2.8	6.7	4.5	Virginica
2.8	9.3	6.3	Virginica
3.7	8.8	5.8	Virginica
6.9	7.1	5.3	Virginica
5.2	1.2	0.2	Setosa
7.5	6.4	2.8	Virginica
6.8	9.3	2.4	Versicolor
7.0	5.2	2.2	Versicolor
5.6	5.9	1.7	Setosa
5.9	5.2	2.2	Setosa
5.8	4.7	1.5	Setosa
6.0	6.6	2.3	Virginica
6.0	5.8	4.3	Virginica
4.3	8.0	1.8	Versicolor
4.7	9.5	6.0	Virginica
4.8	8.1	3.7	Virginica
4.7	7.6	3.0	Virginica
6.8	10.7	3.2	Virginica
6.8	8.1	2.3	Versicolor
