sepal.length	variety
7.6	Setosa
8.9	Setosa
9.9	Versicolor
8.1	Versicolor
6.5	Versicolor
6.6	Virginica
9.9	Virginica
6.3	Setosa
7.1	Versicolor
7.2	Versicolor
5.3	Setosa
10.7	Versicolor
8.4	Versicolor
8.2	Virginica
6.6	Versicolor
9.6	Versicolor
5.8	Virginica
7.8	Virginica
8.7	Versicolor
6.6	Setosa
8.8	Setosa
6.3	Virginica
4.4	Setosa
5.5	Setosa
5.1	Versicolor
10.5	Versicolor
10.9	Virginica
10.2	Virginica
6.7	Versicolor
6.6	Setosa
5.4	Versicolor
6.0	Setosa
6.2	Versicolor
12.2	Virginica
7.7	Virginica
9.2	Versicolor
8.0	Setosa
9.3	Virginica
9.5	Setosa
9.2	Virginica
10.2	Versicolor
10.8	Virginica
5.5	Setosa
6.8	Virginica
4.9	Setosa
8.8	Virginica
7.5	Versicolor
8.2	Setosa
6.9	Versicolor
9.0	Virginica
6.1	Setosa
8.6	Setosa
5.7	Setosa
8.9	Setosa
8.5	Versicolor
9.5	Versicolor
8.3	Virginica
9.3	Versicolor
8.0	Versicolor
7.6	Setosa
10.2	Versicolor
4.4	Setosa
8.0	Versicolor
7.3	Versicolor
8.1	Versicolor
6.5	Virginica
6.0	Setosa
10.7	Virginica
5.6	Setosa
9.9	Setosa
9.1	Versicolor
6.4	Setosa
8.5	Virginica
7.0	Versicolor
8.8	Virginica
6.6	Setosa
5.5	Versicolor
10.7	Versicolor
6.9	Setosa
5.1	Setosa
5.3	Setosa
9.2	Setosa
9.1	Setosa
10.2	Virginica
9.4	Virginica
9.3	Versicolor
6.5	Versicolor
6.4	Setosa
6.7	Versicolor
10.5	Versicolor
7.4	Virginica
9.1	Versicolor
8.2	Virginica
9.5	Versicolor
5.6	Versicolor
7.4	Virginica
6.8	Setosa
8.1	Versicolor
6.5	Setosa
6.6	Virginica
8.3	Versicolor
8.6	Virginica
8.4	Virginica
5.7	Setosa
9.7	Virginica
