petal.width	variety
3.1	Setosa
4.7	Setosa
6.7	Virginica
0.3	Setosa
0.7	Setosa
4.7	Setosa
4.5	Versicolor
3.7	Setosa
5.7	Versicolor
0.2	Setosa
6.1	Versicolor
1.4	Setosa
7.0	Virginica
4.1	Versicolor
2.4	Setosa
1.7	Setosa
4.0	Setosa
1.8	Versicolor
3.5	Virginica
4.3	Virginica
5.8	Virginica
2.3	Virginica
4.7	Versicolor
3.7	Versicolor
5.9	Virginica
2.8	Versicolor
1.3	Versicolor
3.9	Virginica
3.1	Virginica
2.7	Setosa
5.0	Versicolor
4.7	Setosa
5.6	Virginica
6.3	Virginica
3.3	Virginica
3.6	Versicolor
3.7	Setosa
1.9	Setosa
5.5	Virginica
3.8	Virginica
2.3	Virginica
3.2	Setosa
1.2	Setosa
1.7	Setosa
5.3	Virginica
3.9	Setosa
2.8	Versicolor
5.0	Versicolor
2.0	Versicolor
2.0	Virginica
2.8	Setosa
3.8	Versicolor
1.4	Setosa
0.7	Setosa
3.1	Setosa
5.0	Versicolor
4.8	Virginica
3.2	Setosa
2.2	Setosa
4.0	Virginica
5.5	Versicolor
2.1	Virginica
2.0	Versicolor
0.2	Setosa
5.0	Virginica
5.8	Virginica
3.8	Virginica
6.4	Virginica
3.3	Virginica
1.0	Versicolor
5.4	Virginica
1.8	Versicolor
6.0	Versicolor
5.9	Virginica
4.7	Virginica
4.4	Versicolor
1.2	Setosa
3.5	Versicolor
2.5	Versicolor
5.5	Versicolor
4.2	Setosa
4.1	Versicolor
4.4	Virginica
1.1	Versicolor
6.3	Virginica
1.1	Setosa
3.9	Versicolor
4.8	Versicolor
4.2	Setosa
2.1	Virginica
2.9	Virginica
4.7	Versicolor
3.0	Virginica
0.7	Setosa
5.5	Virginica
4.0	Versicolor
1.9	Virginica
1.9	Setosa
3.0	Virginica
2.9	Versicolor
4.7	Setosa
0.6	Setosa
0.8	Setosa
2.8	Virginica
5.1	Virginica
