sepal.length	sepal.width	variety
9.8	3.2	Versicolor
10.2	4.5	Virginica
8.0	6.4	Versicolor
8.5	6.5	Setosa
6.1	6.3	Versicolor
7.2	2.6	Versicolor
10.4	6.3	Virginica
7.2	6.6	Setosa
5.5	5.3	Versicolor
8.3	7.2	Setosa
7.6	7.2	Versicolor
6.1	6.3	Setosa
8.0	5.0	Setosa
7.7	5.8	Versicolor
7.7	6.0	Virginica
8.2	7.5	Versicolor
9.4	4.2	Versicolor
5.4	5.5	Setosa
9.0	5.9	Setosa
7.0	3.2	Setosa
8.3	4.6	Versicolor
10.9	6.2	Virginica
10.3	7.8	Virginica
5.6	7.0	Versicolor
6.8	5.7	Virginica
8.6	2.8	Virginica
11.0	5.7	Versicolor
6.6	3.8	Versicolor
8.5	3.8	Setosa
8.0	3.5	Virginica
11.0	4.7	Virginica
8.7	8.1	Virginica
8.0	5.8	Setosa
6.3	7.2	Versicolor
7.7	3.3	Virginica
10.3	6.0	Virginica
8.1	7.0	Setosa
10.0	3.0	Virginica
8.1	5.5	Versicolor
8.5	3.7	Virginica
6.8	6.9	Setosa
6.1	4.7	Setosa
10.0	6.8	Versicolor
8.3	6.5	Virginica
11.0	3.3	Versicolor
8.2	7.5	Virginica
10.3	6.2	Virginica
8.4	6.3	Virginica
7.2	6.2	Setosa
9.6	4.5	Virginica
9.6	6.3	Setosa
6.8	6.3	Versicolor
7.7	6.3	Virginica
6.4	5.0	Setosa
6.7	3.2	Versicolor
6.5	7.4	Versicolor
6.4	4.0	Versicolor
8.1	3.0	Versicolor
10.6	6.9	Versicolor
7.2	4.4	Versicolor
9.0	5.0	Virginica
9.6	5.9	Versicolor
8.3	4.3	Versicolor
7.2	4.3	Versicolor
8.4	7.6	Setosa
10.3	3.8	Virginica
6.3	8.5	Setosa
11.3	2.9	Virginica
4.6	5.9	Setosa
7.5	6.7	Versicolor
8.8	5.8	Versicolor
6.0	5.5	Versicolor
8.7	3.9	Virginica
8.7	6.6	Versicolor
9.4	5.1	Virginica
11.9	6.8	Virginica
8.2	6.5	Setosa
7.6	3.0	Versicolor
7.8	7.9	Setosa
9.7	6.7	Virginica
6.0	5.0	Setosa
9.4	4.0	Versicolor
6.3	6.6	Setosa
7.8	6.9	Virginica
9.4	6.5	Virginica
10.7	6.5	Versicolor
5.4	5.4	Setosa
6.9	7.1	Virginica
5.4	7.7	Setosa
11.1	6.0	Virginica
10.5	3.7	Versicolor
10.2	5.3	Virginica
12.2	6.3	Virginica
10.2	7.3	Setosa
9.8	6.7	Virginica
10.4	6.1	Versicolor
9.4	4.9	Setosa
6.1	4.1	Virginica
7.3	5.9	Virginica
6.4	6.7	Versicolor
11.2	7.1	Virginica
9.2	4.6	Versicolor
10.9	4.1	Virginica
10.6	4.9	Versicolor
10.9	2.8	Virginica
