sepal.length	sepal.width	variety
7.0	6.0	Setosa
9.9	6.6	Versicolor
5.8	3.5	Setosa
8.6	6.0	Versicolor
10.2	7.0	Versicolor
9.5	5.4	Versicolor
5.9	6.0	Virginica
10.8	5.4	Virginica
7.6	6.0	Virginica
5.5	5.5	Setosa
5.0	3.8	Setosa
9.1	4.0	Virginica
8.4	7.1	Setosa
8.5	6.0	Versicolor
9.4	7.1	Virginica
7.5	6.5	Virginica
8.0	3.7	Setosa
6.9	7.1	Virginica
9.6	2.5	Versicolor
10.2	4.1	Versicolor
5.1	7.8	Setosa
9.0	4.5	Virginica
6.2	7.0	Virginica
6.6	5.7	Versicolor
6.7	4.4	Virginica
7.7	3.3	Versicolor
7.1	4.4	Versicolor
7.2	7.1	Virginica
11.0	4.7	Versicolor
5.3	4.5	Setosa
4.8	7.0	Setosa
9.1	4.3	Setosa
6.4	6.1	Setosa
10.2	7.6	Virginica
9.2	3.0	Versicolor
11.2	3.1	Versicolor
7.9	3.2	Versicolor
10.4	3.8	Virginica
6.9	7.1	Virginica
7.9	4.9	Setosa
8.8	5.8	Virginica
10.3	2.8	Virginica
7.1	4.7	Setosa
5.7	6.4	Setosa
9.7	4.8	Setosa
8.6	3.3	Virginica
6.6	5.5	Versicolor
5.0	7.9	Setosa
7.9	7.4	Setosa
9.4	4.2	Virginica
7.4	5.4	Setosa
7.7	4.2	Versicolor
10.5	5.2	Versicolor
9.1	4.5	Virginica
10.0	6.9	Versicolor
9.0	5.5	Versicolor
7.4	6.2	Virginica
6.2	6.9	Setosa
6.5	6.6	Versicolor
8.7	5.6	Setosa
7.0	4.3	Versicolor
10.3	6.9	Virginica
10.6	3.3	Versicolor
6.7	3.7	Setosa
7.7	7.3	Virginica
8.6	7.1	Setosa
8.1	3.9	Versicolor
6.6	7.5	Versicolor
9.9	6.5	Versicolor
9.8	5.5	Versicolor
8.7	4.5	Virginica
9.9	5.3	Virginica
10.0	4.0	Virginica
6.3	6.8	Versicolor
5.8	4.6	Setosa
6.1	8.0	Setosa
6.4	6.5	Setosa
6.3	5.9	Setosa
8.2	3.5	Virginica
6.6	6.3	Setosa
6.9	5.2	Setosa
10.5	4.2	Virginica
6.1	3.3	Setosa
5.6	4.6	Setosa
5.6	5.7	Setosa
7.7	7.3	Virginica
8.5	3.3	Versicolor
6.3	4.8	Versicolor
9.0	5.8	Versicolor
6.0	2.8	Setosa
8.7	4.0	Virginica
8.2	6.4	Versicolor
9.6	4.0	Versicolor
5.0	8.0	Setosa
7.8	2.7	Versicolor
9.8	6.5	Virginica
8.4	5.5	Virginica
5.7	6.5	Setosa
10.3	3.3	Virginica
10.3	6.2	Virginica
6.8	4.7	Virginica
10.8	5.9	Virginica
6.6	6.6	Virginica
9.5	4.2	Setosa
7.3	4.5	Setosa
