sepal.length	sepal.width	petal.length	petal.width	variety
9.3	5.2	5.0	4.2	Setosa
8.3	4.1	4.5	3.2	Versicolor
7.1	3.0	4.0	1.1	Versicolor
6.7	3.5	5.0	6.5	Virginica
6.9	7.5	9.0	1.5	Versicolor
8.4	7.4	3.2	0.9	Setosa
10.8	5.5	8.9	5.5	Versicolor
7.6	3.5	8.9	6.6	Virginica
7.6	6.0	9.1	1.9	Versicolor
6.3	5.7	5.4	1.2	Versicolor
10.5	3.0	9.0	5.3	Virginica
5.4	2.9	5.9	2.2	Setosa
6.0	6.7	6.0	2.0	Versicolor
6.3	7.2	6.6	4.9	Virginica
9.1	6.8	5.1	0.2	Setosa
9.5	6.1	1.9	4.7	Setosa
8.0	3.9	3.7	4.0	Versicolor
7.7	5.0	5.2	5.8	Virginica
7.1	5.7	7.7	3.3	Versicolor
9.7	4.8	8.8	1.8	Virginica
8.7	5.0	3.5	2.7	Setosa
10.6	5.5	6.4	5.8	Virginica
7.4	6.2	7.3	1.8	Versicolor
9.0	5.6	7.4	5.7	Versicolor
5.9	6.2	5.5	2.2	Setosa
8.7	3.7	5.0	3.5	Versicolor
7.6	6.4	4.5	3.2	Setosa
9.5	4.7	4.9	0.2	Setosa
9.5	6.4	5.8	5.1	Versicolor
10.5	2.7	5.0	2.5	Virginica
10.9	5.3	8.6	5.7	Virginica
8.2	8.4	2.0	1.9	Setosa
6.7	4.0	7.3	2.8	Virginica
9.3	4.5	3.4	4.1	Setosa
11.2	6.6	5.7	4.5	Versicolor
7.5	5.4	3.1	1.9	Setosa
9.4	4.4	6.0	2.4	Setosa
5.5	7.4	6.0	2.7	Setosa
6.4	6.6	5.0	3.2	Setosa
7.7	6.3	4.5	5.8	Versicolor
6.5	3.9	6.5	1.5	Versicolor
9.7	4.5	8.6	3.8	Virginica
7.9	3.6	8.5	1.8	Virginica
8.6	4.7	2.9	4.7	Setosa
8.6	6.0	11.1	2.1	Virginica
8.3	5.9	10.1	3.3	Virginica
7.7	8.1	8.6	3.0	Virginica
10.3	7.2	8.1	1.5	Versicolor
5.7	7.2	3.1	3.7	Setosa
10.7	5.4	8.4	5.8	Virginica
8.7	7.3	7.7	4.1	Virginica
8.2	3.2	1.8	1.7	Setosa
8.6	7.3	9.2	2.2	Versicolor
8.0	5.5	6.3	6.7	Virginica
9.5	4.2	5.2	4.4	Versicolor
8.5	2.8	5.3	1.5	Versicolor
4.9	4.5	1.3	4.2	Setosa
6.7	5.6	2.5	2.6	Setosa
10.2	3.5	4.7	4.2	Versicolor
11.7	7.0	5.8	5.1	Virginica
7.7	4.3	7.2	6.5	Virginica
8.8	3.7	5.1	2.9	Virginica
10.4	6.3	7.6	3.4	Virginica
10.1	4.9	3.6	3.3	Versicolor
6.5	6.5	8.3	5.8	Virginica
7.6	2.5	4.4	2.1	Versicolor
8.2	4.9	5.2	5.3	Versicolor
5.5	6.0	2.6	4.7	Setosa
5.3	3.0	1.4	4.3	Setosa
6.2	6.6	5.5	5.5	Versicolor
10.3	7.3	6.5	6.0	Virginica
9.3	5.5	8.5	5.1	Virginica
6.7	6.1	7.1	3.4	Virginica
8.8	6.5	7.5	5.9	Virginica
7.6	7.4	6.2	3.4	Versicolor
10.1	6.8	7.5	1.8	Versicolor
9.4	6.1	5.9	3.0	Versicolor
9.5	4.4	5.0	3.1	Versicolor
9.0	3.5	8.0	2.3	Versicolor
11.7	3.7	10.5	5.8	Virginica
10.4	7.1	5.9	4.1	Virginica
9.0	5.0	1.8	1.2	Setosa
8.1	5.3	4.0	0.8	Setosa
7.1	6.4	5.1	2.3	Versicolor
8.0	3.5	4.1	3.6	Setosa
10.5	4.3	5.1	5.5	Versicolor
6.9	4.9	5.8	1.0	Versicolor
9.2	3.6	4.4	3.9	Versicolor
11.3	3.7	6.9	4.3	Virginica
8.1	4.6	8.1	2.9	Virginica
8.6	7.0	7.0	2.0	Versicolor
8.7	3.3	7.2	4.0	Virginica
8.0	3.3	2.4	3.2	Setosa
6.3	7.6	1.6	3.7	Setosa
6.2	5.9	5.3	1.8	Versicolor
8.9	6.7	3.8	0.7	Setosa
8.3	7.5	3.7	3.2	Setosa
6.9	6.5	2.4	2.2	Setosa
8.5	3.0	7.0	3.5	Versicolor
6.2	2.8	5.6	5.3	Versicolor
10.4	5.2	5.3	4.9	Virginica
8.4	3.2	9.8	6.8	Virginica
6.9	8.4	2.8	1.4	Setosa
7.4	5.4	4.7	1.7	Setosa
7.5	4.7	9.1	4.6	Versicolor
