petal.width	variety
1.9	Versicolor
4.3	Versicolor
3.0	Versicolor
3.6	Setosa
2.4	Versicolor
3.0	Versicolor
2.8	Virginica
1.6	Setosa
3.0	Virginica
2.2	Virginica
4.3	Virginica
2.4	Setosa
3.0	Virginica
6.0	Versicolor
3.4	Setosa
2.1	Virginica
1.2	Versicolor
3.7	Setosa
7.0	Virginica
4.1	Virginica
2.7	Virginica
3.2	Virginica
0.9	Setosa
1.2	Setosa
0.7	Setosa
5.5	Versicolor
2.3	Versicolor
4.3	Versicolor
5.1	Versicolor
3.8	Setosa
2.3	Setosa
2.7	Setosa
4.2	Setosa
5.8	Virginica
2.5	Versicolor
4.7	Setosa
5.5	Versicolor
3.2	Versicolor
3.7	Setosa
2.7	Setosa
2.1	Setosa
3.0	Virginica
4.8	Virginica
1.3	Versicolor
1.8	Versicolor
0.8	Setosa
3.3	Setosa
2.4	Versicolor
5.9	Versicolor
1.2	Setosa
6.3	Virginica
0.2	Setosa
5.0	Versicolor
4.3	Setosa
3.1	Setosa
2.7	Setosa
3.7	Setosa
1.2	Versicolor
4.3	Virginica
3.5	Virginica
6.5	Virginica
1.8	Virginica
4.2	Setosa
2.7	Setosa
5.9	Versicolor
4.6	Setosa
2.9	Setosa
2.3	Versicolor
6.0	Virginica
5.5	Versicolor
0.4	Setosa
4.3	Versicolor
1.3	Versicolor
1.5	Versicolor
3.2	Versicolor
4.9	Virginica
2.4	Versicolor
1.9	Virginica
1.5	Versicolor
4.3	Versicolor
1.4	Setosa
1.3	Setosa
2.8	Versicolor
0.2	Setosa
2.0	Versicolor
6.4	Virginica
5.5	Versicolor
5.5	Versicolor
2.7	Setosa
4.2	Setosa
4.2	Setosa
2.5	Virginica
6.8	Virginica
2.6	Virginica
5.3	Versicolor
2.5	Virginica
6.7	Virginica
3.3	Virginica
5.8	Versicolor
2.6	Versicolor
3.8	Virginica
3.7	Setosa
3.1	Virginica
3.9	Virginica
3.6	Virginica
