petal.width	variety
4.3	Virginica
1.4	Setosa
1.9	Versicolor
1.7	Setosa
4.0	Versicolor
3.2	Setosa
2.8	Versicolor
3.3	Versicolor
3.8	Versicolor
2.7	Setosa
4.2	Versicolor
3.6	Versicolor
4.9	Virginica
2.2	Setosa
4.1	Virginica
3.8	Virginica
0.8	Setosa
1.8	Versicolor
4.6	Versicolor
6.0	Versicolor
4.8	Versicolor
2.2	Versicolor
4.2	Virginica
3.7	Setosa
5.5	Virginica
1.4	Setosa
6.5	Virginica
4.3	Versicolor
3.4	Versicolor
0.4	Setosa
5.1	Virginica
1.9	Setosa
5.0	Versicolor
3.0	Virginica
2.8	Versicolor
3.3	Virginica
1.0	Versicolor
2.8	Virginica
3.6	Setosa
4.7	Setosa
3.3	Versicolor
1.2	Setosa
0.2	Setosa
3.5	Versicolor
1.7	Setosa
5.8	Virginica
4.6	Versicolor
5.3	Versicolor
4.2	Virginica
5.4	Versicolor
1.6	Setosa
2.2	Setosa
1.7	Versicolor
1.7	Setosa
5.3	Virginica
1.2	Setosa
4.7	Setosa
4.6	Setosa
1.2	Setosa
0.8	Setosa
4.0	Virginica
3.9	Virginica
5.5	Versicolor
2.9	Virginica
3.3	Versicolor
5.0	Versicolor
3.0	Versicolor
3.7	Setosa
2.0	Versicolor
0.2	Setosa
6.3	Virginica
6.3	Virginica
3.0	Virginica
5.0	Versicolor
6.6	Virginica
5.4	Versicolor
5.6	Virginica
6.5	Virginica
5.2	Virginica
6.3	Virginica
0.2	Setosa
6.8	Virginica
3.5	Versicolor
2.0	Versicolor
2.4	Versicolor
5.8	Versicolor
1.9	Virginica
3.5	Versicolor
3.3	Virginica
4.5	Versicolor
1.4	Setosa
2.3	Virginica
4.5	Virginica
6.3	Virginica
5.6	Versicolor
2.1	Virginica
2.6	Setosa
3.5	Versicolor
1.8	Versicolor
5.8	Virginica
0.2	Setosa
3.5	Virginica
2.9	Versicolor
5.9	Virginica
3.2	Setosa
