petal.width	variety
6.9	Virginica
0.4	Setosa
1.5	Versicolor
5.2	Versicolor
4.6	Versicolor
1.7	Setosa
6.3	Versicolor
2.3	Versicolor
4.4	Virginica
6.0	Virginica
4.4	Virginica
2.4	Versicolor
4.3	Versicolor
2.5	Versicolor
1.5	Versicolor
0.3	Setosa
4.4	Setosa
6.7	Virginica
4.2	Setosa
5.4	Versicolor
3.2	Setosa
3.8	Virginica
5.5	Virginica
0.2	Setosa
1.5	Versicolor
4.6	Versicolor
0.9	Setosa
2.5	Versicolor
6.3	Virginica
4.2	Setosa
3.5	Versicolor
3.8	Virginica
2.7	Setosa
4.1	Versicolor
1.2	Setosa
5.9	Versicolor
3.9	Virginica
1.8	Virginica
2.0	Virginica
4.1	Setosa
5.2	Virginica
3.6	Virginica
3.8	Versicolor
4.8	Setosa
5.0	Versicolor
4.1	Versicolor
1.7	Setosa
6.3	Virginica
4.8	Virginica
3.9	Versicolor
3.6	Setosa
3.2	Setosa
3.0	Versicolor
4.7	Setosa
2.9	Virginica
3.7	Setosa
5.0	Versicolor
2.9	Virginica
3.8	Setosa
2.2	Setosa
5.9	Versicolor
4.3	Versicolor
4.8	Versicolor
4.9	Setosa
6.5	Virginica
3.2	Setosa
4.8	Versicolor
2.1	Setosa
5.2	Versicolor
0.8	Setosa
2.8	Versicolor
1.8	Virginica
3.0	Virginica
4.3	Versicolor
4.7	Versicolor
3.6	Virginica
1.1	Setosa
2.8	Virginica
4.0	Versicolor
5.3	Versicolor
5.0	Setosa
5.4	Versicolor
1.2	Setosa
4.8	Virginica
0.9	Setosa
6.4	Virginica
2.2	Setosa
2.0	Versicolor
4.1	Setosa
5.0	Versicolor
6.8	Virginica
5.0	Virginica
1.8	Virginica
6.6	Virginica
5.5	Versicolor
3.4	Virginica
1.4	Versicolor
1.5	Versicolor
6.3	Virginica
4.1	Virginica
4.1	Virginica
1.0	Versicolor
1.8	Setosa
3.0	Virginica
0.6	Setosa
