sepal.length	sepal.width	variety
7.2	6.9	Versicolor
8.8	5.8	Versicolor
8.0	4.4	Versicolor
8.7	7.0	Versicolor
10.2	4.0	Virginica
9.9	4.5	Versicolor
7.7	7.2	Versicolor
5.8	4.9	Setosa
9.1	4.0	Versicolor
7.9	5.9	Setosa
9.1	3.5	Setosa
9.0	3.2	Versicolor
7.6	5.0	Virginica
8.1	6.1	Setosa
7.6	6.1	Virginica
7.5	6.7	Virginica
6.7	5.0	Setosa
8.5	7.0	Setosa
6.4	6.9	Setosa
7.2	5.4	Setosa
10.0	6.4	Versicolor
8.2	3.2	Virginica
9.2	4.6	Virginica
11.7	7.3	Virginica
10.7	7.1	Virginica
8.7	4.2	Setosa
6.4	7.2	Virginica
7.3	3.5	Setosa
6.6	3.8	Versicolor
6.3	8.5	Setosa
7.3	4.1	Versicolor
8.2	5.0	Virginica
7.7	6.5	Virginica
4.9	7.5	Setosa
8.6	5.3	Virginica
10.3	3.8	Virginica
9.8	6.7	Virginica
10.4	5.3	Virginica
7.6	4.5	Setosa
9.0	7.2	Setosa
11.4	7.8	Virginica
9.4	5.4	Versicolor
6.5	3.9	Setosa
6.2	5.8	Virginica
8.3	4.2	Setosa
10.1	3.0	Versicolor
8.3	5.0	Setosa
8.9	5.3	Virginica
9.4	3.3	Virginica
5.7	5.3	Versicolor
6.8	2.8	Virginica
6.2	5.6	Versicolor
8.4	8.2	Setosa
6.8	4.2	Versicolor
9.5	7.5	Virginica
9.6	3.7	Versicolor
10.2	4.8	Virginica
8.8	5.8	Versicolor
5.0	5.0	Versicolor
8.4	3.5	Setosa
7.1	2.8	Versicolor
6.9	3.7	Versicolor
7.8	6.9	Virginica
10.6	7.5	Virginica
6.7	4.3	Virginica
5.7	4.7	Setosa
7.2	5.0	Versicolor
8.4	3.7	Virginica
5.7	7.3	Versicolor
8.9	3.9	Versicolor
7.4	4.9	Setosa
9.7	5.4	Virginica
5.7	6.1	Setosa
11.0	7.2	Virginica
5.5	4.8	Setosa
8.5	2.3	Versicolor
7.6	7.5	Virginica
10.5	7.5	Virginica
10.5	4.0	Virginica
10.0	4.4	Versicolor
5.1	5.6	Setosa
5.6	5.8	Setosa
9.6	7.0	Versicolor
8.4	4.7	Setosa
6.1	3.8	Setosa
5.8	4.2	Virginica
11.4	4.6	Versicolor
8.9	2.5	Virginica
6.0	4.4	Setosa
9.9	4.0	Virginica
10.8	5.4	Virginica
8.8	6.3	Versicolor
6.6	3.5	Versicolor
7.4	5.9	Setosa
9.3	6.2	Virginica
9.3	6.7	Versicolor
8.1	4.2	Setosa
9.0	2.4	Versicolor
8.3	3.0	Setosa
9.0	3.0	Versicolor
7.2	3.9	Versicolor
8.5	4.2	Setosa
9.1	4.3	Setosa
9.3	7.5	Virginica
8.8	3.9	Setosa
