sepal.length	sepal.width	petal.length	petal.width	variety
8.5	7.4	3.5	4.2	Setosa
7.1	5.8	3.5	0.8	Setosa
6.7	6.8	8.7	4.1	Virginica
6.0	2.0	5.5	1.0	Versicolor
6.1	4.3	2.7	4.5	Setosa
7.6	3.5	7.4	4.6	Virginica
9.2	3.1	9.6	4.9	Virginica
11.7	6.5	8.1	3.3	Virginica
8.7	8.1	6.0	4.1	Setosa
9.8	3.7	8.4	5.8	Virginica
8.0	3.5	9.2	3.0	Virginica
11.4	7.1	7.6	3.8	Virginica
8.5	6.4	6.0	2.6	Versicolor
6.4	3.2	7.3	5.4	Virginica
8.4	6.6	6.4	5.0	Versicolor
7.7	6.6	7.4	2.3	Virginica
8.5	6.5	5.6	3.1	Setosa
5.0	4.0	4.8	3.8	Setosa
8.8	4.4	8.6	4.9	Virginica
9.3	6.2	5.1	3.9	Virginica
7.7	5.8	7.5	2.3	Versicolor
6.1	8.1	3.5	1.7	Setosa
8.4	4.9	5.7	2.2	Setosa
4.6	4.2	5.9	2.7	Setosa
10.1	7.0	4.5	6.0	Versicolor
10.5	6.7	7.2	4.9	Versicolor
6.1	6.5	4.4	0.8	Setosa
4.8	6.5	4.9	2.8	Setosa
8.9	6.5	7.7	6.0	Versicolor
9.5	5.0	3.8	3.2	Setosa
8.7	8.4	3.0	1.9	Setosa
6.5	7.2	7.6	4.5	Virginica
4.9	6.4	3.8	3.5	Versicolor
7.2	8.1	10.6	2.5	Virginica
7.7	6.8	6.8	2.3	Virginica
7.0	3.0	4.0	3.8	Versicolor
7.7	4.5	5.5	2.2	Versicolor
10.4	5.2	6.7	6.3	Virginica
7.8	4.3	7.4	2.8	Versicolor
5.8	5.9	2.1	4.2	Setosa
9.4	6.1	5.0	2.2	Setosa
7.9	7.5	8.0	4.0	Versicolor
9.9	4.2	5.0	4.5	Versicolor
8.8	5.0	3.7	1.7	Setosa
5.9	3.5	5.9	0.2	Setosa
7.8	6.8	8.7	4.6	Versicolor
8.1	5.5	5.9	4.3	Virginica
9.5	6.0	9.0	5.8	Virginica
6.9	4.0	5.3	1.2	Setosa
7.5	5.9	6.2	1.0	Versicolor
4.8	5.9	6.4	2.2	Setosa
9.4	5.6	3.5	1.1	Setosa
6.7	7.2	4.9	2.4	Versicolor
7.4	3.7	3.8	0.7	Setosa
7.0	6.7	5.4	4.7	Setosa
9.6	2.6	10.1	5.9	Virginica
10.9	4.3	9.6	5.9	Virginica
7.7	6.5	5.5	6.0	Virginica
9.1	2.9	5.7	2.4	Versicolor
7.1	4.3	7.9	3.0	Virginica
7.5	7.4	4.1	0.4	Setosa
9.4	5.7	5.5	2.7	Setosa
6.5	7.5	7.3	2.2	Virginica
6.6	2.7	7.2	2.8	Versicolor
7.6	7.4	1.5	3.7	Setosa
7.3	7.2	5.9	2.8	Virginica
9.3	3.9	6.3	2.3	Virginica
6.1	5.0	4.4	1.6	Versicolor
6.2	3.8	6.1	3.8	Versicolor
7.7	5.5	4.0	4.7	Setosa
5.6	7.4	3.6	4.8	Versicolor
9.8	4.2	8.4	5.2	Versicolor
7.0	7.2	5.7	0.7	Setosa
8.8	5.1	2.6	3.7	Setosa
7.9	3.2	6.3	6.3	Virginica
9.5	5.6	4.9	1.7	Setosa
9.4	7.9	1.8	1.9	Setosa
6.2	5.4	7.3	1.8	Versicolor
9.8	3.8	9.3	5.4	Versicolor
6.9	6.7	9.3	3.3	Versicolor
7.5	6.5	6.8	3.8	Virginica
7.0	3.2	9.1	5.1	Versicolor
9.0	4.9	7.3	1.1	Versicolor
7.8	4.3	7.0	6.5	Virginica
6.8	6.5	2.6	3.1	Setosa
8.7	3.7	2.8	2.2	Setosa
6.9	4.4	3.5	2.4	Setosa
6.0	3.1	8.9	3.7	Versicolor
7.6	5.5	4.9	3.4	Versicolor
9.8	3.0	5.5	2.4	Virginica
8.3	6.3	6.1	2.4	Virginica
6.1	7.0	5.6	4.8	Versicolor
7.1	2.8	5.5	1.3	Versicolor
6.3	5.0	4.9	3.5	Versicolor
7.6	5.4	5.4	1.3	Setosa
7.6	7.3	8.2	2.2	Versicolor
6.5	5.3	8.0	1.8	Versicolor
8.3	3.7	8.6	3.9	Virginica
5.7	8.3	5.2	2.8	Setosa
8.4	7.4	2.9	0.7	Setosa
7.8	4.3	9.6	2.5	Virginica
10.2	4.9	9.4	2.8	Virginica
10.8	4.0	9.0	6.1	Virginica
8.0	4.8	8.1	2.0	Versicolor
7.7	7.9	4.4	2.2	Setosa
