sepal.length	sepal.width	petal.length	petal.width	variety
5.7	3.8	5.1	4.3	Versicolor
8.5	6.5	5.3	5.3	Virginica
7.1	7.5	6.4	5.3	Virginica
6.5	4.5	4.8	2.8	Setosa
8.3	7.7	8.4	3.3	Virginica
6.3	4.1	2.6	2.2	Setosa
6.9	4.6	3.4	1.1	Setosa
6.5	7.5	3.1	1.2	Setosa
9.7	5.6	10.1	2.5	Virginica
7.4	4.1	6.9	6.1	Virginica
7.2	3.3	5.5	2.8	Versicolor
8.2	5.7	7.4	4.4	Versicolor
10.5	7.9	5.0	2.1	Versicolor
8.2	3.4	4.3	2.8	Versicolor
11.4	3.1	6.4	6.0	Versicolor
10.8	5.8	9.5	5.5	Virginica
10.0	3.4	5.3	3.6	Versicolor
9.3	6.9	7.1	4.8	Virginica
10.0	3.9	4.7	1.0	Versicolor
7.7	3.3	10.2	4.6	Virginica
10.9	4.7	6.0	2.5	Versicolor
8.1	3.2	4.2	3.8	Versicolor
4.9	6.9	5.9	2.7	Setosa
9.9	5.7	4.0	4.7	Setosa
8.5	6.6	7.9	3.2	Versicolor
10.4	3.8	7.6	6.2	Virginica
6.7	4.7	1.3	2.2	Setosa
8.2	8.3	2.2	4.8	Setosa
8.2	6.4	3.4	1.2	Setosa
9.1	5.5	8.5	4.0	Versicolor
7.2	3.7	9.0	2.0	Versicolor
9.3	6.8	8.1	5.5	Virginica
5.5	3.3	4.3	2.8	Setosa
7.2	5.2	2.1	1.2	Setosa
5.1	4.0	4.4	0.7	Setosa
4.8	5.5	5.9	2.6	Setosa
9.9	7.4	3.7	0.7	Setosa
9.8	3.8	4.7	1.6	Versicolor
7.5	4.7	5.2	2.9	Versicolor
6.5	2.7	9.1	3.1	Versicolor
5.0	7.0	2.6	4.6	Setosa
10.1	4.5	8.6	2.1	Virginica
10.5	3.0	7.0	5.8	Virginica
8.4	7.2	5.8	4.7	Setosa
6.6	4.3	5.2	5.0	Setosa
9.8	2.7	5.6	4.5	Versicolor
6.7	3.5	9.0	3.0	Virginica
5.8	4.2	8.6	3.9	Virginica
6.4	5.9	5.3	2.0	Versicolor
8.4	5.2	9.7	3.8	Virginica
5.5	7.4	2.0	1.7	Setosa
10.3	5.2	8.9	2.8	Virginica
6.3	7.5	3.4	4.3	Setosa
7.7	3.8	5.3	6.3	Virginica
7.3	5.9	7.1	4.9	Virginica
5.4	5.9	4.8	4.9	Setosa
7.5	3.7	8.6	6.5	Virginica
7.8	4.5	5.1	3.1	Setosa
10.9	7.2	6.8	1.9	Virginica
7.0	3.4	2.1	0.9	Setosa
8.2	4.1	7.4	5.4	Versicolor
9.2	5.3	7.2	5.2	Virginica
6.5	4.0	5.2	6.5	Virginica
11.2	7.3	6.7	6.5	Virginica
6.6	5.9	8.1	2.3	Versicolor
8.2	6.6	7.0	5.0	Versicolor
7.9	6.9	8.8	5.3	Versicolor
5.1	5.8	5.6	1.2	Setosa
9.1	5.8	6.0	3.8	Versicolor
6.6	5.3	5.2	2.2	Versicolor
6.6	5.2	6.0	3.4	Setosa
9.6	4.9	5.7	5.9	Versicolor
7.6	4.8	3.0	3.8	Setosa
10.7	4.0	6.7	5.3	Virginica
5.3	4.7	6.0	1.7	Setosa
6.4	3.0	7.2	2.0	Versicolor
10.0	6.7	7.0	4.0	Virginica
8.7	6.3	7.2	3.0	Virginica
11.3	3.0	5.5	6.6	Virginica
10.7	3.5	9.3	4.6	Virginica
9.3	3.9	8.3	1.8	Virginica
6.8	4.7	7.9	3.7	Versicolor
9.9	6.1	8.0	6.3	Virginica
7.0	3.8	7.3	4.5	Versicolor
7.9	5.8	7.1	2.1	Virginica
9.4	4.5	8.1	1.8	Virginica
10.5	4.7	5.0	4.5	Versicolor
9.4	5.2	6.3	4.3	Virginica
9.9	5.9	5.5	0.9	Setosa
7.9	6.5	4.9	1.7	Setosa
6.7	4.0	10.3	2.3	Virginica
8.7	3.0	8.5	2.7	Versicolor
9.3	5.4	5.9	0.2	Setosa
7.6	4.9	7.1	2.3	Versicolor
10.0	6.3	8.1	2.5	Versicolor
9.9	6.8	10.9	2.5	Virginica
7.6	7.6	2.5	2.7	Setosa
5.6	3.0	6.6	2.3	Versicolor
8.0	5.3	3.4	2.2	Setosa
9.1	4.1	2.5	2.2	Setosa
5.5	5.0	8.0	2.8	Versicolor
11.7	3.2	6.5	2.3	Virginica
6.9	4.6	4.0	3.6	Setosa
7.4	4.5	5.0	2.2	Virginica
5.4	5.6	6.0	2.2	Setosa
