sepal.width	variety
5.9	Setosa
5.4	Setosa
2.8	Versicolor
7.2	Virginica
3.5	Setosa
6.9	Versicolor
5.0	Virginica
7.9	Setosa
4.0	Virginica
5.5	Virginica
2.6	Versicolor
3.3	Virginica
4.6	Virginica
8.1	Setosa
5.5	Setosa
4.8	Versicolor
4.6	Setosa
5.8	Setosa
2.2	Versicolor
4.1	Virginica
6.4	Virginica
5.5	Versicolor
3.5	Versicolor
7.3	Versicolor
6.8	Setosa
7.0	Virginica
4.3	Versicolor
3.8	Setosa
7.2	Setosa
2.7	Virginica
2.7	Versicolor
2.4	Versicolor
3.8	Versicolor
8.4	Setosa
7.0	Setosa
6.4	Versicolor
4.0	Setosa
4.0	Setosa
4.6	Setosa
2.5	Versicolor
4.5	Setosa
7.6	Virginica
5.0	Virginica
6.8	Virginica
7.5	Virginica
3.8	Versicolor
3.0	Versicolor
4.8	Setosa
4.0	Virginica
2.7	Versicolor
5.0	Virginica
5.6	Versicolor
6.7	Versicolor
5.9	Setosa
6.8	Virginica
6.4	Setosa
6.4	Setosa
5.1	Virginica
4.1	Setosa
7.7	Setosa
7.5	Versicolor
4.5	Virginica
3.5	Virginica
6.8	Virginica
3.9	Versicolor
5.9	Setosa
6.3	Virginica
4.2	Setosa
6.3	Virginica
2.0	Versicolor
4.4	Versicolor
4.2	Versicolor
4.7	Virginica
4.8	Virginica
6.9	Versicolor
4.4	Setosa
2.6	Versicolor
7.9	Virginica
3.0	Virginica
6.4	Versicolor
5.7	Versicolor
7.1	Versicolor
3.0	Versicolor
4.6	Setosa
3.7	Versicolor
5.3	Setosa
7.2	Setosa
6.2	Versicolor
4.3	Virginica
4.9	Setosa
4.0	Virginica
4.0	Versicolor
4.8	Versicolor
2.8	Versicolor
4.6	Versicolor
7.8	Setosa
4.9	Versicolor
3.2	Virginica
4.5	Setosa
6.2	Virginica
4.7	Setosa
4.2	Setosa
7.0	Setosa
7.0	Virginica
3.5	Versicolor
