petal.length	variety
7.7	Virginica
4.0	Versicolor
7.8	Versicolor
6.8	Versicolor
1.7	Setosa
4.8	Setosa
4.5	Setosa
5.2	Setosa
8.4	Versicolor
4.9	Setosa
9.6	Virginica
6.0	Setosa
8.4	Versicolor
5.8	Virginica
6.5	Virginica
5.6	Versicolor
3.5	Versicolor
6.1	Virginica
6.0	Versicolor
5.4	Virginica
2.4	Setosa
6.5	Virginica
5.5	Virginica
9.5	Virginica
5.4	Setosa
5.8	Setosa
1.9	Setosa
5.3	Setosa
5.6	Virginica
5.0	Versicolor
1.4	Setosa
4.5	Versicolor
5.0	Setosa
2.6	Setosa
5.7	Versicolor
8.3	Virginica
9.9	Virginica
9.6	Virginica
6.9	Virginica
5.2	Setosa
6.1	Versicolor
3.6	Setosa
6.1	Setosa
7.4	Versicolor
7.8	Versicolor
6.6	Versicolor
7.0	Versicolor
5.4	Versicolor
5.4	Versicolor
5.5	Versicolor
3.2	Setosa
4.3	Setosa
5.2	Versicolor
1.6	Setosa
1.3	Setosa
9.6	Virginica
5.4	Virginica
6.9	Virginica
8.9	Virginica
5.6	Virginica
5.9	Setosa
8.7	Virginica
6.7	Versicolor
9.1	Virginica
5.1	Setosa
9.0	Virginica
5.7	Versicolor
11.2	Virginica
6.8	Versicolor
5.8	Virginica
6.0	Versicolor
6.0	Setosa
5.5	Setosa
3.9	Versicolor
9.9	Virginica
9.1	Virginica
4.4	Versicolor
7.6	Versicolor
5.2	Versicolor
6.0	Virginica
4.0	Setosa
6.3	Versicolor
2.4	Setosa
7.4	Versicolor
4.9	Virginica
5.6	Setosa
4.8	Setosa
8.0	Virginica
9.6	Virginica
5.4	Setosa
9.5	Versicolor
7.7	Versicolor
9.1	Versicolor
2.9	Setosa
6.7	Versicolor
1.2	Setosa
8.6	Virginica
1.4	Setosa
5.5	Virginica
5.0	Setosa
4.5	Versicolor
8.7	Versicolor
2.5	Setosa
8.8	Virginica
6.1	Virginica
