sepal.length	variety
8.0	Versicolor
6.1	Setosa
10.2	Versicolor
8.7	Versicolor
9.8	Virginica
8.7	Virginica
8.3	Versicolor
7.8	Versicolor
8.7	Setosa
6.8	Virginica
9.2	Virginica
6.4	Setosa
5.6	Setosa
8.9	Virginica
10.1	Versicolor
10.4	Virginica
8.4	Setosa
8.6	Virginica
6.0	Setosa
5.4	Setosa
9.6	Versicolor
7.9	Virginica
5.9	Setosa
10.4	Versicolor
8.0	Setosa
7.0	Virginica
9.3	Virginica
9.7	Versicolor
11.0	Versicolor
7.8	Versicolor
10.8	Versicolor
7.5	Versicolor
7.4	Versicolor
8.6	Versicolor
9.2	Setosa
11.2	Virginica
7.3	Virginica
5.8	Setosa
10.6	Versicolor
8.0	Versicolor
10.5	Versicolor
6.6	Versicolor
9.0	Versicolor
7.4	Virginica
11.7	Virginica
8.5	Versicolor
8.0	Versicolor
8.4	Versicolor
9.4	Virginica
10.2	Virginica
10.0	Versicolor
5.6	Versicolor
7.6	Setosa
8.8	Setosa
6.6	Setosa
9.4	Virginica
5.5	Setosa
7.0	Setosa
10.3	Virginica
9.0	Versicolor
8.1	Versicolor
10.8	Virginica
6.9	Versicolor
6.7	Versicolor
5.4	Setosa
10.1	Versicolor
8.0	Setosa
10.6	Versicolor
9.3	Virginica
8.7	Versicolor
9.0	Setosa
6.0	Virginica
6.3	Setosa
10.6	Virginica
9.5	Versicolor
8.6	Virginica
8.0	Versicolor
6.6	Setosa
6.3	Setosa
5.9	Setosa
8.5	Virginica
10.6	Virginica
5.4	Virginica
6.4	Versicolor
9.8	Virginica
6.6	Setosa
7.9	Versicolor
7.6	Setosa
5.8	Setosa
8.0	Versicolor
6.4	Virginica
8.4	Setosa
8.8	Versicolor
8.2	Virginica
8.6	Versicolor
9.2	Versicolor
6.8	Virginica
11.2	Virginica
7.2	Versicolor
7.9	Versicolor
7.7	Versicolor
8.4	Virginica
7.3	Virginica
7.7	Setosa
7.5	Setosa
