sepal.length	variety
5.5	Versicolor
5.5	Versicolor
10.6	Versicolor
8.2	Setosa
8.5	Versicolor
12.1	Virginica
9.1	Versicolor
5.8	Versicolor
9.4	Setosa
9.0	Setosa
7.6	Versicolor
5.9	Setosa
8.5	Virginica
7.7	Setosa
7.8	Virginica
6.5	Virginica
9.1	Versicolor
7.3	Setosa
9.0	Virginica
7.8	Versicolor
6.1	Virginica
9.5	Versicolor
4.9	Versicolor
8.6	Versicolor
10.7	Versicolor
7.2	Setosa
9.7	Setosa
6.4	Setosa
8.8	Virginica
8.2	Virginica
10.4	Versicolor
8.0	Virginica
5.5	Versicolor
5.3	Setosa
8.4	Virginica
7.2	Versicolor
9.3	Versicolor
6.1	Setosa
5.7	Versicolor
8.6	Versicolor
10.9	Virginica
6.6	Versicolor
5.3	Setosa
9.7	Virginica
5.3	Setosa
6.4	Setosa
10.4	Virginica
8.9	Setosa
8.7	Virginica
5.9	Versicolor
8.9	Virginica
9.4	Virginica
8.1	Setosa
5.2	Setosa
7.0	Versicolor
9.5	Setosa
8.3	Virginica
5.5	Setosa
7.6	Virginica
6.9	Setosa
5.6	Versicolor
7.2	Versicolor
5.6	Setosa
8.5	Setosa
9.3	Versicolor
9.8	Virginica
10.0	Versicolor
7.1	Setosa
6.4	Versicolor
8.4	Versicolor
8.2	Virginica
8.4	Virginica
7.8	Virginica
7.0	Virginica
8.2	Virginica
10.7	Virginica
5.0	Setosa
10.0	Virginica
9.3	Virginica
4.9	Setosa
5.1	Setosa
6.2	Versicolor
9.6	Setosa
7.5	Setosa
5.3	Setosa
8.2	Virginica
9.2	Versicolor
9.5	Setosa
7.2	Setosa
7.4	Virginica
4.9	Setosa
9.4	Versicolor
8.7	Virginica
6.4	Virginica
6.5	Versicolor
11.2	Virginica
7.4	Setosa
8.3	Versicolor
8.5	Versicolor
7.2	Virginica
9.1	Versicolor
10.3	Virginica
10.8	Virginica
8.7	Virginica
4.4	Setosa
