sepal.width	variety
7.5	Setosa
6.3	Virginica
3.5	Virginica
4.3	Virginica
6.2	Virginica
6.3	Versicolor
7.5	Virginica
7.4	Virginica
3.8	Setosa
7.5	Virginica
6.8	Versicolor
3.5	Virginica
4.0	Setosa
5.7	Setosa
2.7	Versicolor
4.7	Virginica
2.8	Versicolor
6.5	Setosa
5.7	Versicolor
4.9	Versicolor
3.0	Setosa
7.2	Setosa
6.2	Setosa
3.5	Virginica
7.3	Setosa
6.8	Setosa
7.1	Virginica
6.1	Setosa
8.4	Setosa
4.3	Virginica
5.7	Setosa
6.4	Versicolor
6.5	Virginica
3.5	Setosa
6.3	Setosa
6.7	Virginica
4.5	Setosa
6.5	Setosa
4.6	Setosa
6.2	Virginica
7.4	Setosa
7.8	Setosa
4.7	Versicolor
3.3	Versicolor
7.1	Versicolor
5.5	Virginica
5.5	Setosa
3.0	Versicolor
3.6	Virginica
6.0	Virginica
4.5	Versicolor
5.0	Virginica
3.5	Versicolor
3.5	Setosa
3.3	Virginica
5.9	Setosa
6.7	Versicolor
5.1	Versicolor
7.0	Virginica
2.7	Versicolor
3.9	Versicolor
3.7	Setosa
4.6	Versicolor
6.1	Versicolor
6.4	Setosa
6.5	Versicolor
7.8	Setosa
3.8	Versicolor
5.2	Versicolor
5.4	Setosa
4.4	Setosa
2.7	Virginica
7.3	Virginica
6.2	Setosa
6.8	Versicolor
3.5	Virginica
5.8	Virginica
6.5	Versicolor
4.7	Versicolor
3.3	Virginica
7.0	Versicolor
5.0	Setosa
7.1	Setosa
4.9	Setosa
5.4	Versicolor
6.5	Virginica
7.1	Setosa
2.7	Virginica
3.5	Versicolor
2.6	Virginica
5.9	Virginica
4.2	Virginica
6.2	Virginica
5.2	Versicolor
6.1	Setosa
6.1	Virginica
3.7	Virginica
3.5	Versicolor
2.8	Versicolor
7.5	Setosa
5.2	Virginica
4.8	Versicolor
3.0	Virginica
3.8	Setosa
8.1	Setosa
