sepal.length	variety
10.3	Versicolor
7.0	Versicolor
10.6	Versicolor
5.8	Setosa
6.5	Setosa
5.6	Setosa
9.3	Virginica
9.2	Virginica
7.2	Virginica
6.4	Setosa
8.3	Setosa
9.5	Versicolor
6.6	Setosa
6.1	Versicolor
7.2	Versicolor
7.9	Virginica
7.1	Versicolor
8.9	Versicolor
9.9	Virginica
9.9	Setosa
6.7	Setosa
12.2	Virginica
9.9	Virginica
8.9	Versicolor
8.7	Setosa
8.7	Virginica
9.1	Setosa
7.9	Versicolor
5.7	Versicolor
6.5	Virginica
7.4	Virginica
6.4	Setosa
11.3	Virginica
6.3	Virginica
8.9	Virginica
10.0	Versicolor
6.9	Setosa
7.8	Virginica
9.5	Setosa
9.5	Virginica
5.7	Versicolor
6.0	Setosa
10.3	Virginica
10.3	Versicolor
10.6	Versicolor
8.0	Versicolor
5.8	Virginica
9.7	Versicolor
5.9	Setosa
8.5	Versicolor
5.9	Versicolor
7.4	Setosa
8.6	Versicolor
8.5	Versicolor
7.9	Versicolor
4.9	Setosa
9.1	Setosa
4.6	Setosa
8.0	Virginica
11.1	Virginica
9.4	Virginica
9.2	Versicolor
7.0	Virginica
8.6	Setosa
5.6	Versicolor
5.6	Versicolor
8.8	Setosa
6.7	Virginica
6.2	Setosa
8.2	Setosa
8.6	Setosa
6.4	Versicolor
10.2	Virginica
10.8	Virginica
6.3	Setosa
7.9	Virginica
8.3	Versicolor
8.7	Versicolor
9.0	Setosa
7.0	Versicolor
8.8	Setosa
9.2	Versicolor
7.5	Setosa
5.5	Setosa
6.2	Setosa
10.6	Versicolor
7.5	Virginica
6.6	Setosa
5.3	Setosa
9.1	Virginica
12.1	Virginica
10.1	Versicolor
7.6	Versicolor
7.0	Versicolor
7.6	Versicolor
6.8	Setosa
7.6	Setosa
6.6	Versicolor
9.6	Virginica
11.8	Virginica
5.8	Versicolor
7.8	Virginica
7.0	Setosa
9.3	Virginica
9.2	Setosa
