sepal.width	petal.length	variety
5.3	6.6	Virginica
5.3	4.7	Setosa
4.2	4.5	Setosa
6.1	3.9	Setosa
6.5	5.9	Versicolor
4.0	8.0	Versicolor
7.9	5.0	Setosa
6.0	7.9	Virginica
7.3	9.6	Virginica
4.0	6.2	Virginica
6.2	6.0	Virginica
7.2	4.4	Versicolor
4.4	4.0	Setosa
5.7	2.4	Setosa
7.6	5.0	Setosa
4.7	7.0	Virginica
6.9	5.1	Setosa
4.7	8.3	Versicolor
3.8	7.4	Versicolor
5.8	5.9	Virginica
2.9	8.3	Virginica
5.3	6.8	Versicolor
3.5	6.5	Versicolor
7.5	8.6	Virginica
5.4	8.6	Versicolor
7.2	1.3	Setosa
5.6	8.0	Versicolor
4.9	2.4	Setosa
5.2	9.2	Versicolor
8.0	3.0	Setosa
3.4	2.5	Setosa
5.4	7.6	Virginica
6.9	6.3	Versicolor
7.0	5.7	Setosa
5.4	5.0	Setosa
3.8	5.0	Setosa
7.3	6.5	Versicolor
6.7	7.1	Virginica
5.7	4.1	Versicolor
3.6	7.4	Versicolor
3.5	3.9	Setosa
3.7	5.0	Setosa
6.8	4.9	Setosa
4.2	6.4	Versicolor
5.8	2.7	Setosa
6.6	2.9	Setosa
4.0	4.4	Setosa
7.7	7.5	Versicolor
2.8	5.5	Versicolor
5.8	3.6	Setosa
6.1	5.6	Virginica
4.4	7.3	Versicolor
5.6	6.9	Virginica
6.8	8.2	Virginica
6.0	8.0	Virginica
4.0	10.3	Virginica
6.2	9.2	Virginica
5.6	10.1	Virginica
3.7	4.0	Versicolor
4.9	3.9	Setosa
5.4	8.0	Versicolor
7.3	6.3	Virginica
6.0	5.6	Setosa
3.8	9.0	Versicolor
4.5	6.1	Virginica
3.7	1.7	Setosa
7.3	9.7	Virginica
3.7	9.6	Versicolor
7.0	5.5	Virginica
7.3	1.9	Setosa
5.0	1.3	Setosa
3.3	6.1	Versicolor
3.2	5.9	Setosa
2.8	6.8	Versicolor
6.9	7.9	Virginica
7.3	8.7	Versicolor
4.5	1.8	Setosa
6.6	1.5	Setosa
7.5	3.4	Setosa
4.1	3.5	Setosa
7.7	9.8	Virginica
5.1	6.0	Setosa
5.1	7.7	Versicolor
5.9	4.4	Setosa
6.5	4.7	Versicolor
7.9	6.1	Virginica
4.8	8.7	Virginica
2.8	8.6	Versicolor
2.5	8.0	Virginica
2.5	6.0	Versicolor
5.0	9.6	Virginica
4.2	8.4	Virginica
6.7	5.2	Versicolor
7.6	10.6	Virginica
3.7	4.9	Virginica
5.3	8.1	Virginica
3.5	9.4	Virginica
4.7	5.0	Versicolor
4.4	8.2	Versicolor
2.5	6.9	Versicolor
7.5	5.9	Setosa
7.4	5.2	Setosa
6.3	6.0	Virginica
4.5	2.6	Setosa
5.5	1.8	Setosa
