sepal.length	variety
11.3	Virginica
5.1	Setosa
7.8	Virginica
11.3	Virginica
10.0	Virginica
9.2	Setosa
6.3	Setosa
6.5	Virginica
7.7	Virginica
5.0	Setosa
8.0	Versicolor
8.1	Virginica
8.2	Versicolor
6.3	Virginica
8.7	Virginica
5.4	Setosa
6.0	Setosa
9.8	Virginica
7.3	Versicolor
5.9	Setosa
7.4	Virginica
9.9	Versicolor
5.0	Versicolor
5.9	Setosa
5.6	Setosa
7.2	Virginica
6.9	Setosa
8.9	Virginica
7.0	Setosa
8.0	Virginica
9.4	Virginica
9.6	Virginica
6.6	Setosa
8.3	Setosa
9.3	Versicolor
7.2	Versicolor
5.5	Setosa
9.4	Virginica
8.1	Setosa
7.9	Setosa
7.4	Versicolor
9.0	Versicolor
9.4	Virginica
6.8	Virginica
10.9	Versicolor
8.8	Versicolor
9.3	Setosa
6.9	Virginica
9.0	Setosa
9.0	Setosa
11.0	Virginica
8.9	Setosa
7.0	Virginica
9.5	Versicolor
8.9	Setosa
5.4	Setosa
10.0	Versicolor
6.8	Setosa
10.5	Virginica
9.1	Setosa
4.8	Setosa
6.8	Versicolor
4.9	Setosa
7.8	Versicolor
5.6	Versicolor
9.5	Setosa
9.4	Versicolor
9.1	Versicolor
8.5	Setosa
7.4	Virginica
9.6	Setosa
10.2	Virginica
7.2	Setosa
9.0	Setosa
10.3	Versicolor
8.9	Virginica
7.2	Virginica
7.2	Setosa
6.7	Virginica
4.6	Setosa
8.8	Setosa
8.5	Versicolor
6.7	Virginica
8.2	Virginica
8.2	Setosa
6.6	Setosa
8.8	Setosa
8.6	Versicolor
11.2	Virginica
7.8	Virginica
8.3	Virginica
10.5	Versicolor
8.0	Versicolor
10.2	Virginica
8.9	Virginica
9.1	Versicolor
6.1	Versicolor
7.9	Setosa
11.2	Versicolor
7.4	Virginica
8.7	Versicolor
6.4	Versicolor
9.7	Versicolor
8.7	Virginica
5.7	Setosa
