sepal.width	variety
3.8	Virginica
4.9	Versicolor
5.9	Versicolor
3.2	Versicolor
5.3	Versicolor
2.9	Virginica
4.6	Virginica
6.5	Setosa
6.2	Virginica
7.0	Setosa
2.8	Versicolor
3.0	Setosa
7.6	Setosa
7.0	Versicolor
3.2	Virginica
4.5	Setosa
7.2	Virginica
6.5	Virginica
3.5	Virginica
4.0	Virginica
5.8	Setosa
6.8	Virginica
6.0	Virginica
7.4	Setosa
5.9	Setosa
8.3	Setosa
3.0	Virginica
4.6	Versicolor
7.7	Setosa
5.4	Virginica
6.5	Versicolor
5.8	Versicolor
4.5	Setosa
6.2	Virginica
6.6	Virginica
7.5	Versicolor
4.4	Setosa
3.8	Virginica
7.4	Versicolor
4.6	Setosa
6.2	Versicolor
4.2	Versicolor
2.7	Virginica
3.5	Versicolor
3.9	Setosa
6.0	Versicolor
6.0	Setosa
3.3	Virginica
4.2	Versicolor
3.4	Setosa
5.6	Virginica
4.8	Versicolor
6.3	Setosa
5.0	Versicolor
3.6	Setosa
5.7	Setosa
6.7	Setosa
7.6	Versicolor
2.2	Versicolor
7.5	Versicolor
7.2	Versicolor
5.6	Virginica
2.9	Versicolor
2.3	Versicolor
7.7	Virginica
6.5	Setosa
4.6	Setosa
7.4	Versicolor
4.7	Versicolor
2.9	Versicolor
6.3	Setosa
7.5	Virginica
4.2	Setosa
4.0	Virginica
4.4	Versicolor
7.2	Setosa
4.1	Versicolor
4.4	Setosa
6.4	Virginica
6.5	Virginica
5.5	Setosa
5.5	Virginica
3.3	Versicolor
6.4	Virginica
6.4	Setosa
5.8	Virginica
7.1	Virginica
2.8	Virginica
6.5	Virginica
6.8	Versicolor
5.7	Setosa
6.3	Versicolor
8.3	Virginica
3.8	Setosa
6.6	Versicolor
7.7	Virginica
3.3	Virginica
6.5	Setosa
7.1	Setosa
5.9	Versicolor
3.5	Versicolor
6.0	Versicolor
7.0	Virginica
6.1	Setosa
6.6	Setosa
