sepal.width	petal.length	petal.width	variety
3.6	8.1	5.4	Virginica
2.8	4.8	5.9	Versicolor
3.9	2.0	2.9	Setosa
5.2	5.3	4.4	Virginica
6.5	6.0	5.8	Virginica
5.7	9.1	3.6	Versicolor
5.2	6.1	1.0	Versicolor
5.3	8.7	6.1	Versicolor
5.3	7.6	6.4	Virginica
7.5	6.3	4.6	Virginica
7.7	7.9	3.8	Virginica
5.8	9.7	4.0	Virginica
3.4	1.4	3.7	Setosa
5.3	9.2	3.7	Versicolor
6.8	7.0	1.3	Versicolor
4.7	2.7	4.2	Setosa
6.9	9.1	2.4	Virginica
5.5	9.5	5.5	Virginica
3.7	4.2	1.8	Versicolor
4.5	7.2	4.5	Versicolor
3.2	4.0	5.0	Versicolor
5.1	6.1	6.5	Virginica
6.0	7.4	1.1	Versicolor
3.2	9.2	1.9	Versicolor
5.7	5.1	4.9	Virginica
4.0	1.4	3.7	Setosa
6.8	4.6	4.5	Versicolor
4.7	5.7	5.3	Virginica
3.4	5.4	4.2	Setosa
6.5	9.3	6.7	Virginica
5.9	1.7	3.7	Setosa
7.8	5.6	1.2	Setosa
5.0	2.4	4.3	Setosa
3.0	4.6	2.4	Versicolor
5.9	6.6	4.8	Versicolor
5.0	7.6	4.3	Virginica
4.4	6.4	3.8	Virginica
4.4	6.2	4.5	Versicolor
6.4	6.1	5.8	Virginica
7.1	6.0	3.8	Virginica
7.8	7.7	6.7	Virginica
4.5	4.5	2.0	Versicolor
6.2	6.0	0.4	Setosa
6.7	6.6	4.9	Virginica
4.9	5.5	1.4	Setosa
3.3	4.7	3.0	Setosa
6.7	4.5	1.2	Setosa
5.5	9.4	4.5	Versicolor
6.2	6.8	5.3	Virginica
5.3	5.6	1.3	Versicolor
5.5	6.7	3.3	Virginica
3.0	7.0	4.0	Versicolor
7.4	7.7	2.9	Versicolor
4.0	4.1	1.1	Setosa
4.5	8.1	6.1	Virginica
3.5	6.6	3.3	Versicolor
5.5	5.7	2.2	Versicolor
5.8	7.1	6.1	Virginica
4.4	4.6	4.3	Versicolor
8.1	4.4	2.6	Setosa
4.6	9.9	2.6	Virginica
6.3	7.2	2.6	Virginica
5.4	5.2	1.3	Versicolor
2.7	6.0	3.5	Versicolor
3.9	2.2	0.9	Setosa
8.0	2.3	1.7	Setosa
6.6	4.9	5.2	Versicolor
5.0	5.4	3.4	Versicolor
3.9	4.5	0.2	Setosa
4.2	4.3	0.2	Setosa
5.0	8.7	2.5	Virginica
4.8	6.3	5.0	Versicolor
4.9	4.9	4.3	Setosa
5.9	7.3	1.8	Versicolor
6.5	10.0	6.1	Virginica
4.7	3.1	1.7	Setosa
4.5	9.5	3.4	Virginica
3.5	5.0	1.7	Virginica
2.9	4.8	4.0	Versicolor
3.8	6.0	3.5	Virginica
6.1	1.6	3.2	Setosa
2.8	7.4	3.5	Virginica
2.9	4.8	2.3	Versicolor
6.6	5.9	3.4	Versicolor
2.6	6.9	2.3	Virginica
3.0	3.3	1.2	Setosa
6.6	4.0	0.2	Setosa
6.7	6.0	3.8	Virginica
7.5	9.0	2.2	Versicolor
4.0	5.4	3.2	Setosa
6.1	9.1	2.4	Virginica
5.0	4.1	4.7	Setosa
6.2	5.4	4.2	Setosa
7.5	3.9	1.3	Setosa
6.5	5.3	4.3	Setosa
3.3	9.1	3.4	Virginica
5.0	3.4	0.1	Setosa
6.3	4.7	2.3	Setosa
5.5	10.1	2.8	Virginica
5.1	5.6	4.8	Virginica
3.7	6.9	1.2	Versicolor
5.7	8.3	4.3	Versicolor
4.7	6.9	4.8	Virginica
3.8	4.9	2.4	Setosa
5.9	2.9	3.2	Setosa
