petal.length	variety
6.0	Versicolor
4.5	Setosa
8.2	Versicolor
8.0	Versicolor
6.0	Setosa
2.0	Setosa
4.5	Setosa
4.9	Setosa
8.0	Virginica
4.2	Versicolor
1.3	Setosa
9.1	Virginica
3.9	Setosa
7.5	Virginica
8.3	Virginica
2.5	Setosa
1.3	Setosa
3.1	Setosa
4.2	Versicolor
9.1	Virginica
7.2	Versicolor
8.3	Virginica
8.2	Virginica
4.7	Setosa
6.4	Versicolor
7.6	Versicolor
2.5	Setosa
6.1	Setosa
4.5	Versicolor
8.8	Virginica
7.4	Versicolor
9.1	Versicolor
6.3	Versicolor
7.3	Versicolor
9.1	Virginica
5.9	Setosa
6.9	Versicolor
6.0	Versicolor
5.3	Versicolor
5.0	Setosa
5.6	Virginica
7.9	Versicolor
7.5	Versicolor
9.0	Virginica
2.6	Setosa
5.2	Setosa
3.3	Setosa
4.0	Setosa
6.0	Virginica
5.7	Virginica
10.9	Virginica
2.5	Setosa
9.2	Virginica
8.6	Versicolor
6.4	Virginica
9.2	Virginica
4.7	Versicolor
5.9	Virginica
6.6	Virginica
8.4	Versicolor
6.0	Versicolor
4.8	Setosa
7.2	Virginica
9.4	Virginica
6.5	Versicolor
3.1	Setosa
6.9	Virginica
3.9	Setosa
1.4	Setosa
4.7	Versicolor
8.6	Versicolor
5.9	Virginica
5.3	Setosa
3.9	Setosa
8.0	Virginica
7.6	Virginica
4.4	Versicolor
5.7	Versicolor
5.1	Versicolor
4.4	Setosa
8.3	Virginica
5.9	Versicolor
8.1	Versicolor
1.5	Setosa
1.4	Setosa
5.6	Setosa
4.4	Setosa
8.4	Versicolor
7.8	Versicolor
1.5	Setosa
9.7	Virginica
7.6	Virginica
6.0	Versicolor
4.7	Versicolor
7.3	Versicolor
2.4	Setosa
8.0	Versicolor
9.1	Virginica
2.9	Setosa
7.5	Virginica
5.8	Virginica
5.3	Versicolor
1.4	Setosa
6.1	Virginica
5.9	Setosa
