sepal.length	sepal.width	petal.length	variety
9.5	5.9	5.5	Setosa
6.4	2.4	3.8	Versicolor
9.6	3.0	4.5	Versicolor
6.8	4.1	4.5	Versicolor
7.5	4.0	8.3	Virginica
8.1	4.9	4.7	Versicolor
6.3	6.3	9.6	Virginica
10.2	4.3	11.2	Virginica
6.9	4.6	5.0	Setosa
8.6	4.9	2.9	Setosa
7.5	6.3	4.5	Versicolor
10.5	5.0	9.7	Virginica
9.0	5.0	4.5	Versicolor
10.8	7.9	8.1	Virginica
7.1	7.4	4.1	Versicolor
9.6	3.0	10.4	Virginica
10.3	3.2	4.4	Versicolor
6.9	7.2	4.5	Versicolor
5.7	4.8	4.7	Setosa
8.3	5.8	6.4	Versicolor
6.8	5.0	7.9	Versicolor
9.5	5.3	5.3	Versicolor
7.9	6.4	3.2	Setosa
6.3	3.3	6.6	Virginica
6.2	6.8	8.8	Virginica
8.6	4.0	4.9	Setosa
8.3	3.7	5.9	Virginica
7.2	4.2	4.4	Versicolor
6.1	6.0	7.6	Versicolor
7.1	6.6	6.0	Setosa
5.6	8.1	4.5	Setosa
8.8	5.2	6.0	Setosa
6.3	7.0	3.7	Setosa
8.2	5.7	1.8	Setosa
8.4	6.7	9.8	Virginica
7.5	7.0	3.3	Setosa
7.4	5.1	1.9	Setosa
6.9	5.5	5.8	Setosa
9.2	5.9	6.0	Setosa
8.9	4.9	3.4	Setosa
7.9	5.3	8.1	Virginica
8.1	6.7	1.5	Setosa
9.9	5.0	8.1	Virginica
5.2	3.7	5.6	Setosa
8.2	3.6	10.9	Virginica
7.9	6.3	10.1	Virginica
6.9	3.2	1.8	Setosa
9.8	6.9	7.1	Virginica
7.9	6.3	7.9	Virginica
10.8	5.8	6.8	Versicolor
7.9	5.1	6.0	Setosa
10.0	2.9	5.8	Versicolor
10.7	7.0	6.5	Versicolor
9.4	6.9	5.2	Setosa
5.0	7.9	2.1	Setosa
4.8	6.6	4.6	Setosa
9.1	5.3	7.4	Virginica
7.1	3.7	1.9	Setosa
7.8	4.7	7.4	Virginica
7.7	4.1	7.2	Versicolor
7.2	6.4	5.7	Versicolor
7.6	7.8	5.7	Setosa
8.7	3.0	6.6	Virginica
6.0	6.7	7.0	Virginica
8.6	6.3	8.0	Versicolor
5.7	5.1	8.0	Versicolor
6.5	7.0	5.8	Setosa
5.0	6.0	5.0	Versicolor
7.0	3.3	5.4	Setosa
9.1	5.3	6.4	Setosa
8.4	3.4	7.3	Versicolor
7.2	7.4	5.9	Virginica
7.5	7.0	4.6	Setosa
7.3	4.8	7.7	Versicolor
7.8	3.5	2.9	Setosa
8.7	4.8	4.1	Versicolor
7.1	5.0	8.6	Versicolor
7.9	4.0	1.4	Setosa
10.7	7.6	6.9	Versicolor
9.2	6.7	9.0	Virginica
8.0	2.9	8.5	Versicolor
7.7	4.5	2.0	Setosa
7.2	4.9	4.4	Setosa
6.3	4.8	6.5	Virginica
10.1	6.0	6.4	Virginica
7.4	6.5	7.0	Virginica
6.9	3.7	8.3	Versicolor
7.5	5.7	6.7	Versicolor
11.2	6.5	7.2	Virginica
6.3	5.0	9.0	Virginica
5.8	5.5	2.9	Setosa
5.5	4.2	5.2	Setosa
5.7	3.5	6.2	Versicolor
11.2	3.0	8.3	Virginica
10.3	3.4	9.8	Virginica
9.6	3.3	7.2	Versicolor
8.9	4.8	8.6	Virginica
11.2	4.8	10.2	Virginica
6.3	3.5	1.1	Setosa
7.7	3.8	9.2	Virginica
6.1	7.9	2.0	Setosa
8.9	3.6	5.9	Versicolor
9.9	6.1	7.1	Virginica
10.5	4.5	6.5	Virginica
5.9	5.4	2.8	Setosa
