petal.width	variety
4.8	Versicolor
5.3	Versicolor
0.1	Setosa
5.0	Virginica
1.9	Virginica
5.9	Versicolor
1.8	Versicolor
2.9	Virginica
6.0	Versicolor
0.2	Setosa
1.4	Setosa
2.5	Versicolor
2.7	Virginica
1.8	Setosa
4.0	Versicolor
3.1	Setosa
3.2	Setosa
4.7	Versicolor
3.0	Versicolor
0.7	Setosa
2.1	Virginica
2.7	Virginica
1.7	Setosa
5.7	Versicolor
4.4	Setosa
6.3	Virginica
5.0	Setosa
2.8	Versicolor
0.7	Setosa
3.2	Setosa
2.5	Versicolor
5.6	Virginica
3.8	Versicolor
3.8	Virginica
6.0	Virginica
2.2	Setosa
2.2	Setosa
2.4	Setosa
0.7	Setosa
2.7	Setosa
3.5	Versicolor
6.6	Virginica
5.4	Virginica
2.3	Versicolor
4.8	Virginica
4.2	Setosa
4.8	Versicolor
6.6	Virginica
5.1	Versicolor
3.1	Versicolor
5.1	Versicolor
0.1	Setosa
1.2	Setosa
2.0	Versicolor
0.7	Setosa
2.2	Versicolor
2.8	Virginica
5.8	Virginica
5.8	Virginica
2.5	Virginica
5.3	Versicolor
5.0	Virginica
2.3	Virginica
2.2	Setosa
4.2	Setosa
4.8	Virginica
4.3	Virginica
5.8	Versicolor
3.7	Setosa
5.5	Versicolor
4.5	Versicolor
4.2	Setosa
2.7	Versicolor
5.9	Virginica
2.8	Virginica
1.6	Setosa
3.5	Virginica
6.0	Virginica
2.8	Virginica
2.5	Versicolor
4.7	Setosa
4.2	Versicolor
4.5	Virginica
5.4	Versicolor
1.2	Setosa
5.6	Versicolor
2.5	Versicolor
5.1	Setosa
2.2	Setosa
3.8	Setosa
2.2	Setosa
3.2	Virginica
0.2	Setosa
2.1	Versicolor
2.0	Versicolor
1.6	Versicolor
6.1	Virginica
2.7	Setosa
2.3	Virginica
2.9	Versicolor
6.6	Virginica
3.5	Versicolor
0.9	Setosa
5.1	Virginica
4.5	Versicolor
