sepal.length	sepal.width	variety
7.2	4.8	Virginica
8.6	5.9	Setosa
7.9	6.4	Setosa
7.6	7.5	Versicolor
7.2	4.9	Versicolor
6.9	4.9	Setosa
7.2	4.8	Versicolor
5.5	7.0	Setosa
7.1	7.5	Versicolor
6.8	6.3	Virginica
8.3	3.2	Versicolor
11.3	5.0	Virginica
7.6	7.0	Versicolor
8.8	6.2	Virginica
9.2	7.4	Versicolor
8.8	6.9	Setosa
9.6	7.0	Versicolor
7.5	3.2	Virginica
6.0	2.8	Versicolor
8.7	6.1	Virginica
9.1	4.2	Versicolor
8.7	6.7	Versicolor
8.6	3.6	Virginica
7.3	3.9	Virginica
5.0	6.8	Setosa
5.5	7.4	Setosa
8.3	4.7	Versicolor
8.7	8.9	Setosa
6.9	4.6	Versicolor
7.5	7.7	Setosa
10.0	7.7	Setosa
6.9	6.1	Virginica
12.2	7.1	Virginica
5.5	3.4	Versicolor
10.1	6.3	Versicolor
7.8	3.8	Virginica
8.4	7.2	Setosa
9.3	4.2	Virginica
5.4	4.5	Virginica
8.2	7.5	Virginica
9.8	3.8	Versicolor
8.6	4.5	Setosa
6.5	2.8	Versicolor
9.7	4.6	Versicolor
7.3	6.7	Virginica
6.8	6.6	Versicolor
8.4	4.8	Virginica
10.9	2.8	Virginica
7.9	3.3	Virginica
9.9	4.2	Versicolor
8.1	5.5	Virginica
7.9	5.7	Virginica
7.6	7.5	Versicolor
9.4	6.0	Versicolor
6.2	4.2	Setosa
5.9	6.5	Setosa
7.8	6.9	Virginica
10.2	7.8	Virginica
6.4	4.4	Setosa
10.7	2.8	Virginica
7.7	3.7	Virginica
6.0	6.5	Versicolor
9.5	5.1	Setosa
10.3	2.8	Versicolor
10.2	7.9	Virginica
9.1	4.8	Versicolor
8.9	7.6	Setosa
7.1	4.5	Virginica
10.2	5.1	Virginica
8.4	6.0	Versicolor
9.0	3.1	Versicolor
8.3	6.1	Setosa
7.5	4.7	Versicolor
8.0	4.5	Versicolor
7.9	3.3	Virginica
11.2	3.0	Versicolor
8.4	3.4	Versicolor
9.2	4.6	Setosa
8.3	7.0	Setosa
5.4	2.9	Setosa
8.2	7.8	Virginica
8.1	4.8	Setosa
9.1	5.4	Versicolor
5.8	3.0	Setosa
6.0	5.7	Virginica
7.6	6.3	Setosa
6.2	5.5	Setosa
7.7	6.6	Versicolor
5.4	4.5	Setosa
9.0	7.5	Virginica
6.5	5.7	Versicolor
6.0	3.3	Setosa
6.8	3.3	Virginica
6.5	6.0	Setosa
5.6	6.6	Setosa
6.7	3.0	Versicolor
6.6	4.1	Setosa
6.3	8.2	Setosa
7.3	4.5	Virginica
8.5	7.5	Virginica
8.5	6.8	Versicolor
7.0	7.4	Setosa
9.1	7.5	Setosa
11.4	5.2	Virginica
8.0	4.2	Versicolor
