petal.length	variety
6.0	Versicolor
4.1	Versicolor
8.0	Virginica
9.4	Versicolor
5.3	Versicolor
6.6	Virginica
5.1	Versicolor
9.1	Virginica
7.7	Virginica
8.4	Versicolor
5.2	Versicolor
6.5	Versicolor
5.9	Setosa
4.0	Versicolor
1.8	Setosa
3.3	Setosa
7.4	Virginica
3.7	Setosa
3.9	Setosa
4.1	Setosa
7.0	Virginica
4.3	Versicolor
8.0	Versicolor
9.4	Virginica
7.2	Versicolor
6.1	Versicolor
6.6	Virginica
1.6	Setosa
3.5	Versicolor
9.1	Virginica
8.3	Virginica
8.9	Virginica
1.5	Setosa
4.8	Virginica
3.5	Setosa
7.9	Versicolor
5.0	Setosa
3.0	Setosa
10.1	Virginica
5.5	Versicolor
8.2	Virginica
8.2	Virginica
7.5	Versicolor
6.2	Versicolor
1.3	Setosa
6.1	Versicolor
7.4	Virginica
7.2	Versicolor
3.5	Setosa
2.6	Setosa
9.7	Virginica
5.8	Versicolor
3.5	Setosa
6.5	Virginica
3.4	Setosa
6.6	Virginica
4.5	Setosa
7.9	Virginica
6.1	Virginica
2.1	Setosa
3.2	Setosa
4.5	Virginica
8.4	Virginica
4.0	Setosa
8.0	Virginica
8.9	Versicolor
6.0	Versicolor
9.2	Versicolor
2.4	Setosa
2.4	Setosa
2.0	Setosa
4.4	Setosa
2.3	Setosa
3.9	Setosa
1.9	Setosa
3.4	Setosa
4.1	Setosa
6.0	Setosa
3.0	Setosa
7.0	Virginica
8.8	Virginica
7.0	Virginica
2.7	Setosa
8.1	Versicolor
4.1	Setosa
5.9	Setosa
1.5	Setosa
9.6	Virginica
5.3	Setosa
6.8	Virginica
8.4	Virginica
7.9	Versicolor
5.6	Setosa
6.3	Versicolor
6.8	Virginica
6.8	Versicolor
11.1	Virginica
9.1	Virginica
4.5	Setosa
8.0	Versicolor
5.7	Versicolor
7.6	Virginica
5.1	Versicolor
5.5	Virginica
3.4	Setosa
