petal.length	variety
3.5	Versicolor
6.0	Virginica
6.5	Versicolor
4.8	Versicolor
8.4	Versicolor
8.2	Versicolor
8.5	Virginica
7.7	Versicolor
4.7	Setosa
1.4	Setosa
8.6	Virginica
3.9	Setosa
6.1	Setosa
3.4	Setosa
2.5	Setosa
3.2	Setosa
5.2	Versicolor
5.6	Setosa
5.1	Versicolor
7.5	Versicolor
8.9	Virginica
9.3	Virginica
1.5	Setosa
8.1	Virginica
1.4	Setosa
3.9	Setosa
7.9	Virginica
1.5	Setosa
6.1	Versicolor
5.4	Virginica
6.9	Versicolor
5.8	Setosa
8.1	Versicolor
4.0	Versicolor
7.0	Versicolor
6.6	Virginica
9.2	Virginica
4.5	Setosa
3.8	Versicolor
8.0	Virginica
2.1	Setosa
9.6	Virginica
4.9	Setosa
5.8	Setosa
7.9	Virginica
6.1	Versicolor
1.5	Setosa
6.0	Versicolor
9.5	Versicolor
7.6	Virginica
6.6	Versicolor
3.9	Setosa
9.3	Virginica
10.3	Virginica
5.5	Setosa
2.0	Setosa
5.9	Setosa
10.5	Virginica
5.8	Setosa
7.9	Virginica
5.7	Versicolor
9.2	Virginica
4.7	Versicolor
1.6	Setosa
9.4	Virginica
8.2	Virginica
4.8	Virginica
10.1	Virginica
5.2	Setosa
8.7	Versicolor
9.6	Virginica
7.6	Virginica
3.0	Setosa
6.1	Versicolor
7.2	Versicolor
7.5	Versicolor
8.0	Versicolor
9.3	Virginica
6.9	Versicolor
8.6	Virginica
4.2	Setosa
5.3	Versicolor
8.9	Virginica
9.3	Virginica
8.7	Virginica
4.8	Versicolor
2.5	Setosa
1.8	Setosa
8.7	Virginica
8.6	Virginica
3.9	Setosa
5.0	Versicolor
2.0	Setosa
6.0	Setosa
7.9	Virginica
3.7	Setosa
3.6	Setosa
4.4	Setosa
3.4	Setosa
7.0	Virginica
2.0	Setosa
6.9	Versicolor
9.6	Virginica
1.9	Setosa
3.7	Setosa
