petal.length	variety
6.3	Virginica
2.6	Setosa
6.3	Versicolor
8.9	Virginica
3.9	Setosa
4.4	Versicolor
7.4	Versicolor
7.5	Versicolor
7.2	Versicolor
7.1	Virginica
5.0	Virginica
5.0	Setosa
6.7	Versicolor
8.8	Virginica
6.0	Setosa
7.0	Versicolor
5.4	Virginica
4.4	Setosa
5.4	Virginica
4.8	Setosa
5.7	Virginica
8.5	Virginica
6.1	Versicolor
7.5	Versicolor
8.2	Virginica
9.6	Virginica
2.8	Setosa
9.0	Versicolor
4.6	Setosa
10.0	Virginica
1.8	Setosa
8.8	Versicolor
7.3	Virginica
6.0	Virginica
2.5	Setosa
2.9	Setosa
9.4	Virginica
4.4	Setosa
7.3	Versicolor
1.5	Setosa
7.2	Virginica
8.5	Virginica
5.5	Virginica
5.6	Virginica
3.8	Setosa
2.4	Setosa
8.2	Virginica
2.0	Setosa
7.2	Versicolor
10.4	Virginica
5.5	Setosa
5.6	Virginica
3.6	Setosa
9.6	Virginica
7.6	Virginica
2.9	Setosa
1.0	Setosa
7.6	Virginica
3.5	Versicolor
7.6	Virginica
2.2	Setosa
1.7	Setosa
6.8	Virginica
7.7	Versicolor
6.2	Setosa
4.9	Versicolor
5.5	Versicolor
2.1	Setosa
5.1	Virginica
4.6	Setosa
1.6	Setosa
4.5	Setosa
6.5	Versicolor
5.4	Versicolor
9.2	Versicolor
9.3	Versicolor
5.4	Setosa
8.0	Virginica
3.0	Setosa
4.9	Versicolor
4.5	Versicolor
5.9	Virginica
8.5	Versicolor
8.6	Virginica
3.0	Setosa
4.5	Setosa
9.7	Virginica
8.0	Virginica
5.9	Versicolor
8.9	Virginica
8.9	Versicolor
9.9	Virginica
4.6	Versicolor
9.3	Virginica
5.9	Setosa
6.5	Versicolor
4.4	Setosa
4.8	Setosa
8.5	Versicolor
7.0	Versicolor
6.8	Virginica
2.9	Setosa
8.5	Virginica
5.8	Versicolor
4.8	Versicolor
